callSign	frequency	type	city	state	name	longitude	latitude
KIHU	1010	AM	MAGNA	UT	RELEVANT RADIO, INC.	-112.04139	40.72083
WOBM	1160	AM	LAKEWOOD TOWNSHIP	NJ	TOWNSQUARE MEDIA MONMOUTH-OCEAN LICENSE, LLC	-74.22028	40.13556
KAOI	1110	AM	KIHEI	HI	VISIONARY RELATED ENTERTAINMENT, INC.	-156.45417	20.8225
WADO	1280	AM	NEW YORK	NY	UNIVISION RADIO STATIONS GROUP, INC.	-74.07556	40.82667
KHOW	630	AM	DENVER	CO	CITICASTERS LICENSES, INC.	-104.91389	39.91
KFGO	790	AM	FARGO	ND	MIDWEST COMMUNICATIONS, INC.	-96.80139	46.71806
KWTO	560	AM	SPRINGFIELD	MO	ZIMMER MIDWEST COMMUNICATIONS, INC.	-93.22139	36.94444
KKOW	860	AM	PITTSBURG	KS	AMERICAN MEDIA INVESTMENTS	-94.63778	37.41278
KSDP	830	AM	SAND POINT	AK	ALEUTIAN PENINSULA BROADCASTING, INC	-160.47056	55.35028
KBOI	670	AM	BOISE	ID	RADIO LICENSE HOLDING CBC, LLC	-116.32861	43.42889
WBBR	1130	AM	NEW YORK	NY	BLOOMBERG COMMUNICATIONS INC.	-74.04	40.81083
KMON	560	AM	GREAT FALLS	MT	CCR-GREAT FALLS IV, LLC	-111.28889	47.42472
WTKS	1290	AM	SAVANNAH	GA	CAPSTAR TX, LLC	-81.14611	32.08917
KFXR	1190	AM	DALLAS	TX	CAPSTAR TX, LLC	-96.95	32.78611
KNCR	1090	AM	FORTUNA	CA	DEL ROSARIO TALPA, INC.	-124.12333	40.55833
KLOS	95.5	FM	LOS ANGELES	CA	KLOS RADIO HOLDINGS, LLC	-118.067	34.22694
KIDD	630	AM	MONTEREY	CA	MOUNT WILSON FM BROADCASTERS, INC.	-121.8	36.69111
WMEX	1510	AM	QUINCY	MA	MARSHFIELD BROADCASTING CO., INC.	-71.04167	42.27361
KBIG	104.3	FM	LOS ANGELES	CA	AMFM BROADCASTING LICENSES, LLC	-118.06728	34.22667
KKOH	780	AM	RENO	NV	RADIO LICENSE HOLDING CBC, LLC	-119.80167	39.67806
KOKC	1520	AM	OKLAHOMA CITY	OK	TYLER MEDIA, L.L.C.	-97.50833	35.33889
WMVP	1000	AM	CHICAGO	IL	SPORTS RADIO CHICAGO, LLC	-87.98833	41.81806
WMYR	1410	AM	FORT MYERS	FL	RELEVANT RADIO, INC.	-81.855	26.62306
WZAB	880	AM	SWEETWATER	FL	RELEVANT RADIO, INC.	-80.54722	25.74889
KEWE	1240	AM	KAHULUI	HI	VISIONARY RELATED ENTERTAINMENT 11, INC.	-156.45417	20.8225
WYLD	940	AM	NEW ORLEANS	LA	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-90.00472	29.89917
KIXZ	940	AM	AMARILLO	TX	TOWNSQUARE MEDIA AMARILLO LICENSE, LLC	-101.75778	35.15472
KHTK	1140	AM	SACRAMENTO	CA	BONNEVILLE INTERNATIONAL CORPORATION	-121.1975	38.39278
KRTH	101.1	FM	LOS ANGELES	CA	ENTERCOM LICENSE, LLC	-118.06756	34.22722
KBMR	1130	AM	BISMARCK	ND	IHM LICENSES, LLC	-100.73611	46.81028
WSME	1120	AM	CAMP LEJEUNE	NC	B & M BROADCASTING LLC	-77.2825	34.7175
WBSM	1420	AM	NEW BEDFORD	MA	TOWNSQUARE MEDIA NEW BEDFORD LICENSE, LLC	-70.91611	41.65056
KFCD	990	AM	FARMERSVILLE	TX	FARMERSVILLE INVESTMENTS, LLC	-96.27972	33.11694
KDXU	890	AM	ST. GEORGE	UT	CCR-ST. GEORGE IV, LLC	-113.51889	37.06806
KFLC	1270	AM	BENBROOK	TX	UNIVISION RADIO SAN FRANCISCO, INC.	-97.19167	32.72667
WNMT	650	AM	NASHWAUK	MN	MIDWEST COMMUNICATIONS, INC.	-93.01556	47.37528
KMA	960	AM	SHENANDOAH	IA	KMALAND BROADCASTING, LLC	-95.35639	40.78
WFLF	540	AM	PINE HILLS	FL	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-81.66194	28.48139
KCCV	760	AM	OVERLAND PARK	KS	BOTT BROADCASTING COMPANY	-94.50944	39.04056
KTWV	94.7	FM	LOS ANGELES	CA	ENTERCOM LICENSE, LLC	-118.06394	34.22472
WQRM	850	AM	DULUTH	MN	VCY AMERICA, INC.	-92.21111	46.65528
KATQ	1070	AM	PLENTYWOOD	MT	RADIO INTERNATIONAL KATQ BROADCAST ASSOCIATION	-104.54528	48.76694
KXNT	840	AM	NORTH LAS VEGAS	NV	ENTERCOM LICENSE, LLC	-114.91583	36.39806
KFYO	790	AM	LUBBOCK	TX	TOWNSQUARE MEDIA LUBBOCK LICENSE, LLC	-101.925	33.46389
KZER	1250	AM	SANTA BARBARA	CA	LAZER LICENSES, LLC	-119.81806	34.41833
KYFI	630	AM	ST LOUIS	MO	BIBLE BROADCASTING NETWORK, INC.	-90.11444	38.67167
WIBG	1020	AM	OCEAN CITY/SOMERS PO	NJ	ENRICO S. BRANCADORA	-74.68167	39.22917
WMEJ	1190	AM	BAY ST. LOUIS	MS	HANCOCK BROADCASTING CORPORATION	-89.35083	30.32361
KFQD	750	AM	ANCHORAGE	AK	ALPHA MEDIA LICENSEE LLC	-150.03417	61.33833
KJDJ	1030	AM	SAN LUIS OBISPO	CA	CENTRO CRISTIANO VIDA ABUNDANTE, INC.	-120.67333	35.29944
KGAB	650	AM	ORCHARD VALLEY	WY	TOWNSQUARE MEDIA CHEYENNE LICENSE, LLC	-104.8325	41.05306
KBED	1510	AM	NEDERLAND	TX	CUMULUS LICENSING LLC	-93.98056	30.06139
WIND	560	AM	CHICAGO	IL	SALEM MEDIA OF ILLINOIS, LLC	-87.41972	41.565
KCRN	1120	AM	LIMON	CO	CATHOLIC RADIO NETWORK, INC.	-104.16167	39.27444
WMT	600	AM	CEDAR RAPIDS	IA	CITICASTERS LICENSES, INC.	-91.545	42.06111
KRRL	92.3	FM	LOS ANGELES	CA	AMFM BROADCASTING LICENSES, LLC	-118.06672	34.22667
KJOL	620	AM	GRAND JUNCTION	CO	UNITED MINISTRIES	-108.63694	39.12639
WMFS	680	AM	MEMPHIS	TN	ENTERCOM LICENSE, LLC	-90.04361	35.22278
KCBS-FM	93.1	FM	LOS ANGELES	CA	ENTERCOM LICENSE, LLC	-118.07256	34.23194
WOIR	1430	AM	HOMESTEAD	FL	ERJ MEDIA LLC	-80.52528	25.4575
WESR	1330	AM	ONLEY-ONANCOCK	VA	EASTERN SHORE RADIO, INC.	-75.68325	37.71728
KNSS	1330	AM	WICHITA	KS	ENTERCOM LICENSE, LLC	-97.2475	37.71306
WXQW	660	AM	FAIRHOPE	AL	CUMULUS LICENSING LLC	-87.88278	30.59722
WGR	550	AM	BUFFALO	NY	ENTERCOM LICENSE, LLC	-78.84361	42.76972
WFTW	1260	AM	FORT WALTON BEACH	FL	CUMULUS LICENSING LLC	-86.62778	30.41361
WUNR	1600	AM	BROOKLINE	MA	CHAMPION BROADCASTING SYSTEMS, INC.	-71.18917	42.28889
KJMJ	580	AM	ALEXANDRIA	LA	RADIO MARIA, INC.	-92.41583	31.30833
KTIC	840	AM	WEST POINT	NE	NEBRASKA RURAL RADIO ASSOCIATION	-96.67944	41.78417
KIRO	710	AM	SEATTLE	WA	BONNEVILLE INTERNATIONAL CORPORATION	-122.43333	47.39861
KTNZ	1010	AM	AMARILLO	TX	CATHOLIC RADIO OF THE TEXAS HIGH PLAINS	-101.69111	35.18417
KSUR	1260	AM	BEVERLY HILLS	CA	MOUNT WILSON FM BROADCASTERS, INC.	-118.45389	34.24917
KMBX	700	AM	SOLEDAD	CA	ENTRAVISION HOLDINGS, LLC	-121.29778	36.46417
WEBC	560	AM	DULUTH	MN	TOWNSQUARE MEDIA DULUTH LICENSE, LLC	-91.98583	46.64361
WTVN	610	AM	COLUMBUS	OH	CITICASTERS LICENSES, INC.	-82.98028	39.87611
KZOT	1180	AM	BELLEVUE	NE	NRG LICENSE SUB, LLC	-95.78611	41.27
WAMG	890	AM	DEDHAM	MA	GOIS BROADCASTING BOSTON LLC	-71.42528	42.24722
KJON	850	AM	CARROLLTON	TX	CHATHAM HILL FOUNDATION, INC.	-96.82111	33.27833
KSOO	1000	AM	SIOUX FALLS	SD	TOWNSQUARE MEDIA SIOUX FALLS LICENSE, LLC	-96.59667	43.48694
WROL	950	AM	BOSTON	MA	SALEM MEDIA OF MASSACHUSETTS, LLC	-70.99306	42.43583
KNZZ	1100	AM	GRAND JUNCTION	CO	MBC GRAND BROADCASTING, INC.	-108.41944	38.95167
KFIG	940	AM	FRESNO	CA	JOHN OSTLUND AND KATRINA OSTLUND	-119.32583	36.48889
KTOK	1000	AM	OKLAHOMA CITY	OK	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-97.46333	35.35806
KPOJ	620	AM	PORTLAND	OR	CITICASTERS LICENSES, INC.	-122.56583	45.42222
WNYG	1580	AM	PATCHOGUE	NY	CANTICO NUEVO MINISTRY, INC	-72.99222	40.79583
WYMM	1530	AM	JACKSONVILLE	FL	AVM BROADCASTING LLC	-81.74833	30.36389
KEXB	1440	AM	UNIVERSITY PARK	TX	RELEVANT RADIO, INC.	-96.72278	32.75056
WKNR	850	AM	CLEVELAND	OH	GOOD KARMA BROADCASTING, LLC	-81.73083	41.31667
WRJR	670	AM	CLAREMONT	VA	IGLESIA NUEVA VIDA OF HIGH POINT	-76.89694	37.17472
KFBK	1530	AM	SACRAMENTO	CA	AMFM BROADCASTING LICENSES, LLC	-121.48278	38.84833
KEYZ	660	AM	WILLISTON	ND	CCR-WILLISTON IV, LLC	-103.65028	48.23889
WRNE	980	AM	GULF BREEZE	FL	MEDIA ONE COMMUNICATIONS, INC.	-87.08361	30.48556
KLVE	107.5	FM	LOS ANGELES	CA	UNIVISION RADIO STATIONS GROUP, INC.	-118.06811	34.22889
WIPR-FM	91.3	FM	SAN JUAN	PR	PUERTO RICO PUBLIC BROADCASTING CORPORATION	-66.05097	18.10967
KSLR	630	AM	SAN ANTONIO	TX	SALEM MEDIA OF TEXAS, INC.	-98.35	29.39139
KUAI	570	AM	ELEELE	HI	PACIFIC RADIO GROUP, INC.	-159.40583	21.99194
KPSZ	940	AM	DES MOINES	IA	SAGA COMMUNICATIONS OF IOWA, LLC	-93.37389	41.47639
WEW	770	AM	ST. LOUIS	MO	BIRACH BROADCASTING CORPORATION	-90.03056	38.6425
WKRC	550	AM	CINCINNATI	OH	CITICASTERS LICENSES, INC.	-84.44417	39.00806
WELE	1380	AM	ORMOND BEACH	FL	BETHUNE-COOKMAN UNIVERSITY	-81.08167	29.26917
KRGE	1290	AM	WESLACO	TX	CHRISTIAN MINISTRIES OF THE VALLEY	-97.90917	26.21
WDAY	970	AM	FARGO	ND	FORUM COMMUNICATIONS COMPANY	-96.36389	46.64667
WFXJ	930	AM	JACKSONVILLE	FL	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-81.74778	30.28583
KGFX	1060	AM	PIERRE	SD	JAMES RIVER BROADCASTING COMPANY	-100.33833	44.28667
KMXA	1090	AM	AURORA	CO	ENTRAVISION HOLDINGS, LLC	-104.65667	39.66472
KFNX	1100	AM	CAVE CREEK	AZ	FUTURES AND OPTIONS, INC.	-111.99167	33.79778
WHOM	94.9	FM	MOUNT WASHINGTON	NH	TOWNSQUARE MEDIA PORTLAND LICENSE, LLC	-71.30367	44.26978
KPFK	90.7	FM	LOS ANGELES	CA	PACIFICA FOUNDATION, INC.	-118.06839	34.22917
WNDZ	750	AM	PORTAGE	IN	WNDZ, INC.	-87.155	41.56361
KSAL	1150	AM	SALINA	KS	ROCKING M MEDIA, LLC	-97.51722	38.88417
WREC	600	AM	MEMPHIS	TN	IHM LICENSES, LLC	-90.01	35.19472
KAPS	660	AM	MOUNT VERNON	WA	J & J BROADCASTING, INC.	-122.34417	48.43861
KTXV	890	AM	MABANK	TX	RADIO PUNJAB DALLAS LLC	-95.9775	32.28694
KXRB	1140	AM	SIOUX FALLS	SD	TOWNSQUARE MEDIA SIOUX FALLS LICENSE, LLC	-96.68528	43.48056
KID	590	AM	IDAHO FALLS	ID	RICH BROADCASTING IDAHO LS, LLC	-111.92083	43.55972
KSCB	1270	AM	LIBERAL	KS	SEWARD COUNTY BROADCASTING CO., INC.	-100.90139	37.05944
WPRO	630	AM	PROVIDENCE	RI	RADIO LICENSE HOLDING CBC, LLC	-71.32306	41.77444
KLSB	97.5	FM	GOLETA	CA	EDUCATIONAL MEDIA FOUNDATION	-119.95875	34.52556
WILL	580	AM	URBANA	IL	THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS	-88.23611	40.08083
KMBZ	980	AM	KANSAS CITY	MO	ENTERCOM LICENSE, LLC	-94.50833	39.04028
KIJN	1060	AM	FARWELL	TX	UNIDO PARA CRISTO, INC.	-103.03083	34.38722
KYFR	920	AM	SHENANDOAH	IA	FAMILY STATIONS, INC.	-95.245	40.62278
WSLQ	99.1	FM	ROANOKE	VA	MEL WHEELER, INC.	-80.15281	37.19733
KWKH	1130	AM	SHREVEPORT	LA	TOWNSQUARE MEDIA SHREVEPORT LICENSE, LLC	-93.88194	32.705
KGGR	1040	AM	DALLAS	TX	MBC OF TEXAS-KGGR, INC.	-96.73083	32.77861
WDSM	710	AM	SUPERIOR	WI	MIDWEST COMMUNICATIONS, INC.	-92.14722	46.65361
WHBQ	560	AM	MEMPHIS	TN	FLINN BROADCASTING CORPORATION	-90.0475	35.25333
KSKS	93.7	FM	FRESNO	CA	CUMULUS LICENSING LLC	-119.43458	37.07744
WLCC	760	AM	BRANDON	FL	RELEVANT RADIO, INC.	-82.28389	28.02472
KTBB	600	AM	TYLER	TX	ATW MEDIA, LLC	-95.20639	32.27167
KDFT	540	AM	FERRIS	TX	WAY BROADCASTING LICENSEE, LLC	-96.57444	32.51306
WRFD	880	AM	COLUMBUS-WORTHINGTON	OH	SALEM MEDIA OF OHIO, INC.	-83.02222	39.94194
KATD	990	AM	PITTSBURG	CA	WAY BROADCASTING LICENSEE, LLC	-121.18	38.50472
KREH	900	AM	PECAN GROVE	TX	BUSTOS MEDIA HOLDINGS, L.L.C.	-96.09611	29.64389
KCBR	1040	AM	MONUMENT	CO	SGMK COMMUNICATIONS PARTNERS	-104.77556	38.81889
KKAT	860	AM	SALT LAKE CITY	UT	RADIO LICENSE HOLDING CBC, LLC	-111.93139	40.71306
KERR	750	AM	POLSON	MT	ANDERSON RADIO BROADCASTING, INC.	-114.12361	47.64278
KRAI	550	AM	CRAIG	CO	BLIZZARD BROADCASTING LLC	-107.53111	40.54583
KCKN	1020	AM	ROSWELL	NM	RADIO VISION CRISTIANA SUBSIDIARY CORP.	-104.49944	33.46472
KQCV	800	AM	OKLAHOMA CITY	OK	BOTT BROADCASTING COMPANY	-97.67389	35.4125
KDAL	610	AM	DULUTH	MN	MIDWEST COMMUNICATIONS, INC.	-92.17667	46.72056
WWRL	1600	AM	NEW YORK	NY	NJ BROADCASTING, LLC	-74.055	40.79556
WSJC	810	AM	MAGEE	MS	FAMILY TALK RADIO	-89.69306	31.86667
KGLA	830	AM	NORCO	LA	CROCODILE BROADCASTING CORPORATION, INC.	-90.37806	30.05
KKGO	105.1	FM	LOS ANGELES	CA	MOUNT WILSON FM BROADCASTERS, INC.	-118.06867	34.22917
WTIS	1110	AM	TAMPA	FL	Q-BROADCASTING CORPORATION, INC.	-82.395	27.91833
WDFN	1130	AM	DETROIT	MI	AMFM RADIO LICENSES, L.L.C.	-83.19778	42.11083
WSAU	550	AM	WAUSAU	WI	WRIG, INC.	-89.58694	44.85722
KOAL	750	AM	PRICE	UT	EASTERN UTAH BROADCASTING CO.	-110.81333	39.57611
WOWO	1190	AM	FORT WAYNE	IN	PATHFINDER COMMUNICATIONS CORPORATION	-85.35583	40.99972
WSVU	960	AM	NORTH PALM BEACH	FL	VIC CANALES MEDIA GROUP, LLC	-80.25194	26.81694
KKIM	1000	AM	ALBUQUERQUE	NM	WILD WEST RADIO CORPORATION	-106.64278	35.05111
KDOW	1220	AM	PALO ALTO	CA	SCA-PALO ALTO, LLC	-122.13444	37.48444
KBRG	100.3	FM	SAN JOSE	CA	UNIVISION RADIO STATIONS GROUP, INC.	-121.84383	37.11106
WKBN	570	AM	YOUNGSTOWN	OH	CITICASTERS LICENSES, INC.	-80.6	40.985
KRCN	1060	AM	LONGMONT	CO	CATHOLIC RADIO NETWORK, INC.	-104.94028	40.28083
KWWJ	1360	AM	BAYTOWN	TX	SALT OF THE EARTH BROADCASTING, INC.	-95.01528	29.77472
WKGM	940	AM	SMITHFIELD	VA	WKGM, INC.	-76.63	36.95444
WGSF	1030	AM	MEMPHIS	TN	FLINN BROADCASTING CORPORATION	-89.93806	35.18306
KWAV	96.9	FM	MONTEREY	CA	SMG-MONTEREY, LLC	-121.62161	36.53469
KTBI	810	AM	EPHRATA	WA	TACOMA BROADCASTERS, INCORPORATED	-119.48222	47.35611
KUZZ	550	AM	BAKERSFIELD	CA	BUCK OWENS PRODUCTION COMPANY, INCORPORATED	-118.93861	35.34028
WAAV	980	AM	LELAND	NC	CUMULUS LICENSING LLC	-78.00167	34.24833
KUHL	1440	AM	SANTA MARIA	CA	KNIGHT BROADCASTING, INC.	-120.45278	34.98389
KOST	103.5	FM	LOS ANGELES	CA	AMFM BROADCASTING LICENSES, LLC	-118.06692	34.22647
KRRX	106.1	FM	BURNEY	CA	SMG-REDDING, LLC	-121.82831	40.90569
KZMX	580	AM	HOT SPRINGS	SD	MT. RUSHMORE BROADCASTING, INC.	-103.47611	43.45667
WPLM	1390	AM	PLYMOUTH	MA	PLYMOUTH ROCK BROADCASTING CO., INC.	-70.70167	41.96806
KXXT	1010	AM	TOLLESON	AZ	SALEM COMMUNICATIONS HOLDING CORPORATION	-112.20639	33.44528
WBCT	93.7	FM	GRAND RAPIDS	MI	IHM LICENSES, LLC	-85.53781	42.63225
KTMR	1130	AM	CONVERSE	TX	SIGA BROADCASTING CORPORATION	-97.97639	29.31944
KLMR	920	AM	LAMAR	CO	25-7 MEDIA, INC.	-102.62111	38.11472
WBIX	1260	AM	BOSTON	MA	INTERNATIONAL CHURCH OF THE GRACE OF GOD, INC.	-71.04222	42.27444
KBZN	97.9	FM	OGDEN	UT	CAPITOL BROADCASTING, INC.	-112.20217	40.65967
KNRS-FM	105.9	FM	CENTERVILLE	UT	CITICASTERS LICENSES, INC.	-112.20217	40.65939
WAYR	550	AM	FLEMING ISLAND	FL	GOOD TIDINGS TRUST, INC.	-81.79	30.0725
KDRK-FM	93.7	FM	SPOKANE	WA	SMG-SPOKANE, LLC	-117.08297	47.57044
KENZ	94.9	FM	PROVO	UT	RADIO LICENSE HOLDING CBC, LLC	-111.93714	40.28272
WBAS	1240	AM	WEST YARMOUTH	MA	LANGER BROADCASTING GROUP, LLC	-70.235	41.63528
WCGL	1360	AM	JACKSONVILLE	FL	JBD COMMUNICATIONS, INC.	-81.63667	30.27583
KZRR	94.1	FM	ALBUQUERQUE	NM	CLEAR CHANNEL BROADCASTING LICENSES, INC.	-106.45	35.21225
KMGA	99.5	FM	ALBUQUERQUE	NM	RADIO LICENSE HOLDING CBC, LLC	-106.45	35.21225
KBQI	107.9	FM	ALBUQUERQUE	NM	CITICASTERS LICENSES, INC.	-106.44972	35.21197
KRSP-FM	103.5	FM	SALT LAKE CITY	UT	BONNEVILLE INTERNATIONAL CORPORATION	-112.20217	40.65939
KSL-FM	102.7	FM	MIDVALE	UT	BONNEVILLE INTERNATIONAL CORPORATION	-112.20217	40.65939
KUBL-FM	93.3	FM	SALT LAKE CITY	UT	RADIO LICENSE HOLDING CBC, LLC	-112.20217	40.65939
KBER	101.1	FM	OGDEN	UT	RADIO LICENSE HOLDING CBC, LLC	-112.20217	40.65939
KHTB	101.9	FM	OGDEN	UT	RADIO LICENSE HOLDING CBC, LLC	-112.20217	40.65939
KSFI	100.3	FM	SALT LAKE CITY	UT	BONNEVILLE INTERNATIONAL CORPORATION	-112.20217	40.65939
KSOP-FM	104.3	FM	SALT LAKE CITY	UT	KSOP, INC.	-112.20217	40.65939
KRCL	90.9	FM	SALT LAKE CITY	UT	LISTENERS COMMUNITY RADIO OF UTAH, INC.	-112.20217	40.65939
KZHT	97.1	FM	SALT LAKE CITY	UT	IHM LICENSES, LLC	-112.20217	40.65939
KAAZ-FM	106.7	FM	SPANISH FORK	UT	CITICASTERS LICENSES, INC.	-112.20217	40.65939
KRST	92.3	FM	ALBUQUERQUE	NM	RADIO LICENSE HOLDING CBC, LLC	-106.45111	35.21531
WWIO	1190	AM	ST. MARYS	GA	LIGHTHOUSE CHRISTIAN BROADCASTING CORP.	-81.70833	30.93167
KPEK	100.3	FM	ALBUQUERQUE	NM	CITICASTERS LICENSES, INC.	-106.45111	35.21419
KFCO	107.1	FM	BENNETT	CO	MAX RADIO OF DENVER LLC	-103.97217	39.92275
KJHM	101.5	FM	WATKINS	CO	MAX RADIO OF DENVER LLC	-103.97217	39.92275
KYMT	93.1	FM	LAS VEGAS	NV	CITICASTERS LICENSES, INC.	-115.50086	35.96525
WWJ	950	AM	DETROIT	MI	ENTERCOM LICENSE, LLC	-83.23972	42.01917
KWPZ	106.5	FM	LYNDEN	WA	CRISTA MINISTRIES	-122.84325	48.67928
WQBS-FM	107.7	FM	CAROLINA	PR	INTERNATIONAL BROADCASTING CORPORATION	-65.79472	18.31
KMBI-FM	107.9	FM	SPOKANE	WA	THE MOODY BIBLE INSTITUTE OF CHICAGO	-117.08436	47.57072
WJOX	690	AM	BIRMINGHAM	AL	RADIO LICENSE HOLDING CBC, LLC	-86.92167	33.44889
KLNZ	103.5	FM	GLENDALE	AZ	ENTRAVISION HOLDINGS, LLC	-112.581	33.59253
KFOO-FM	96.1	FM	OPPORTUNITY	WA	CAPSTAR TX, LLC	-117.08297	47.57044
KOMP	92.3	FM	LAS VEGAS	NV	LOTUS BROADCASTING CORP.	-115.50167	35.96578
KUNM	89.9	FM	ALBUQUERQUE	NM	REGENTS OF THE UNIVERSITY OF NEW MEXICO	-106.44972	35.21225
KXTE	107.5	FM	PAHRUMP	NV	ENTERCOM LICENSE, LLC	-115.50167	35.96578
WMIT	106.9	FM	BLACK MOUNTAIN	NC	BLUE RIDGE BROADCASTING CORPORATION	-82.28594	35.73511
KXPT	97.1	FM	LAS VEGAS	NV	LOTUS BROADCASTING CORP.	-115.5025	35.96717
WRXD	96.5	FM	FAJARDO	PR	WRXD LICENSING, INC.	-65.79431	18.308
KONO	860	AM	SAN ANTONIO	TX	CMG NY/TEXAS RADIO, LLC	-98.42361	29.44056
WVPS	107.9	FM	BURLINGTON	VT	VERMONT PUBLIC RADIO	-72.81567	44.52558
KFRH	104.3	FM	NORTH LAS VEGAS	NV	W. LAWRENCE PATRICK, RECEIVER	-115.5025	35.96717
KOBQ	93.3	FM	ALBUQUERQUE	NM	RADIO LICENSE HOLDING CBC, LLC	-106.45028	35.21169
KISC	98.1	FM	SPOKANE	WA	CAPSTAR TX, LLC	-117.29742	47.581
KJOT	105.1	FM	BOISE	ID	LOTUS BOISE CORP.	-116.09872	43.75489
KSNM	98.7	FM	TRUTH OR CONSEQUENCE	NM	ADAMS RADIO OF LAS CRUCES, LLC	-107.22444	32.97089
KBKS-FM	106.1	FM	TACOMA	WA	AMFM TEXAS LICENSES LLC	-121.969	47.50456
KSWD	94.1	FM	SEATTLE	WA	ENTERCOM LICENSE, LLC	-121.969	47.50456
KZOK-FM	102.5	FM	SEATTLE	WA	CAPSTAR TX, LLC	-121.969	47.50456
WKSF	99.9	FM	OLD FORT	NC	CAPSTAR TX, LLC	-82.75681	35.42567
KCIX	105.9	FM	GARDEN CITY	ID	TOWNSQUARE MEDIA BOISE LICENSE, LLC	-116.09872	43.75489
KQBL	101.9	FM	EMMETT	ID	ILIAD MEDIA BOISE, LLC D/B/A IMPACT RADIO GROUP	-116.09844	43.75489
WIDI	99.5	FM	QUEBRADILLAS	PR	AA BROADCAST, LLC	-66.98333	18.15
KWWN	1100	AM	LAS VEGAS	NV	LOTUS BROADCASTING CORP.	-115.1625	36.2125
KRVB	94.9	FM	NAMPA	ID	LOTUS BOISE CORP.	-116.09872	43.75489
KDRF	103.3	FM	ALBUQUERQUE	NM	RADIO LICENSE HOLDING CBC, LLC	-106.45086	35.21394
KVUW	102.3	FM	WENDOVER	NV	ALEXANDRA ORTEGA	-114.56808	41.12186
KKGL	96.9	FM	NAMPA	ID	RADIO LICENSE HOLDING CBC, LLC	-116.09928	43.75572
KTIK-FM	93.1	FM	NEW PLYMOUTH	ID	RADIO LICENSE HOLDING CBC, LLC	-116.09928	43.75572
KIZN	92.3	FM	BOISE	ID	RADIO LICENSE HOLDING CBC, LLC	-116.09928	43.75572
KQFC	97.9	FM	BOISE	ID	RADIO LICENSE HOLDING CBC, LLC	-116.09928	43.75572
KZBB	97.9	FM	POTEAU	OK	CAPSTAR TX, LLC	-94.67967	35.07203
WVOI	1480	AM	MARCO ISLAND	FL	RELEVANT RADIO, INC.	-81.625	25.99167
KUAZ	1550	AM	TUCSON	AZ	ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZ.	-111.09778	32.3725
KYAL-FM	97.1	FM	MUSKOGEE	OK	KMMY INC.	-95.36553	35.41344
WEZF	92.9	FM	BURLINGTON	VT	VOX AM/FM, LLC	-72.81567	44.52558
KTHI	107.1	FM	CALDWELL	ID	LOTUS BOISE CORP.	-116.09872	43.75489
KBDT	1160	AM	HIGHLAND PARK	TX	DALLAS BROADCASTING, LLC	-97.67667	33.17694
KVSP	103.5	FM	ANADARKO	OK	PERRY BROADCASTING OF SOUTHWEST OKLAHOMA, INC.	-98.61506	35.25117
KAWO	104.3	FM	BOISE	ID	TOWNSQUARE MEDIA BOISE LICENSE, LLC	-116.09872	43.75489
KTCK-FM	96.7	FM	FLOWER MOUND	TX	RADIO LICENSE HOLDINGS LLC	-97.48503	33.43706
KBOC	98.3	FM	BRIDGEPORT	TX	ESTRELLA RADIO LICENSE OF DALLAS LLC	-97.48503	33.43706
WIVA-FM	100.3	FM	AGUADILLA	PR	ARSO RADIO CORPORATION	-66.98917	18.15083
KSAS-FM	103.5	FM	CALDWELL	ID	TOWNSQUARE MEDIA BOISE LICENSE, LLC	-116.09872	43.75489
WRDU	100.7	FM	WAKE FOREST	NC	CAPSTAR TX, LLC	-78.14694	35.83156
WCYQ	100.3	FM	OAK RIDGE	TN	SM-WCYQ, LLC	-84.23103	36.19839
KWRD-FM	100.7	FM	HIGHLAND VILLAGE	TX	INSPIRATION MEDIA OF TEXAS, LLC	-96.83194	33.53733
KESN	103.3	FM	ALLEN	TX	KESN ASSETS, LLC	-96.83181	33.53719
KPDA	100.7	FM	MOUNTAIN HOME	ID	RADIO RANCHO, LLC	-115.43644	43.24683
WIVK-FM	107.7	FM	KNOXVILLE	TN	RADIO LICENSE HOLDING CBC, LLC	-83.66933	35.81147
KUEZ	104.1	FM	FALLON	NV	BIG HORN MEDIA, INC.	-118.92267	39.91269
KZTI	105.3	FM	FALLON STATION	NV	LAZER LICENSES, LLC	-118.92267	39.91269
KWNZ	106.3	FM	LOVELOCK	NV	LAZER LICENSES, LLC	-118.92267	39.91269
KNEZ	107.3	FM	HAZEN	NV	LAZER LICENSES, LLC	-118.92267	39.91269
KMAG	99.1	FM	FORT SMITH	AR	CAPSTAR TX, LLC	-94.68022	35.07397
WEGM	95.1	FM	SAN GERMAN	PR	SPANISH BROADCASTING SYSTEM HOLDING COMPANY, INC.	-66.98128	18.14661
KKLV	107.5	FM	KAYSVILLE	UT	EDUCATIONAL MEDIA FOUNDATION	-112.20217	40.65967
