hex,count
8444d4bffffffff,19
8444d6bffffffff,10
8444f0bffffffff,19
8444f2bffffffff,36
8444f6bffffffff,12
842adbdffffffff,1
842ada3ffffffff,2
8444d5dffffffff,32
8444f1dffffffff,6
8444f3dffffffff,19
8444d43ffffffff,21
8444d63ffffffff,8
8444f03ffffffff,21
8444f23ffffffff,20
8444f63ffffffff,24
8444d09ffffffff,14
8444d29ffffffff,12
8444d49ffffffff,16
842adb5ffffffff,1
8444f09ffffffff,20
8444f29ffffffff,27
8444a97ffffffff,25
842a0a5ffffffff,1
842a0e5ffffffff,2
842a185ffffffff,8
842a1a5ffffffff,11
842a1c5ffffffff,20
842a1e5ffffffff,10
842ae49ffffffff,1
842ae69ffffffff,3
842aaddffffffff,22
842af49ffffffff,5
842a039ffffffff,1
842a119ffffffff,12
842a199ffffffff,1
842a1b9ffffffff,5
842a1d9ffffffff,4
842a033ffffffff,2
842aad1ffffffff,11
842a113ffffffff,21
842a133ffffffff,15
842a193ffffffff,3
842a1b3ffffffff,5
842a1d3ffffffff,1
842aacbffffffff,35
842a0adffffffff,1
842a0edffffffff,1
842a18dffffffff,14
842a1adffffffff,5
842a1cdffffffff,15
842a1edffffffff,22
842a027ffffffff,10
842a0a7ffffffff,1
842a0e7ffffffff,2
842a187ffffffff,5
842a1a7ffffffff,3
842a1c7ffffffff,13
842a1e7ffffffff,3
842a021ffffffff,9
842ae6bffffffff,2
842a0a1ffffffff,1
842a0e1ffffffff,2
842a181ffffffff,7
842a1a1ffffffff,2
842a1c1ffffffff,14
842a1e1ffffffff,18
842ae45ffffffff,2
842a03bffffffff,1
842aad9ffffffff,17
842a11bffffffff,15
842a13bffffffff,19
842a19bffffffff,2
842a1bbffffffff,6
842a1dbffffffff,2
842a035ffffffff,4
842aad3ffffffff,13
842a115ffffffff,25
842a135ffffffff,40
842a195ffffffff,5
842a1b5ffffffff,7
842a1d5ffffffff,3
842a0a9ffffffff,1
842a189ffffffff,9
842a1a9ffffffff,4
842a1c9ffffffff,11
842a1e9ffffffff,22
842ae4dffffffff,3
842a023ffffffff,5
842ae6dffffffff,4
842a0a3ffffffff,1
842a123ffffffff,36
842a183ffffffff,4
842a1a3ffffffff,5
842a1c3ffffffff,10
842a1e3ffffffff,15
842ae47ffffffff,2
842a03dffffffff,3
842aadbffffffff,14
842a13dffffffff,29
842a19dffffffff,2
842a1bdffffffff,3
842a1ddffffffff,7
842ae41ffffffff,2
842ae61ffffffff,3
842a037ffffffff,6
842a117ffffffff,26
842a137ffffffff,37
842a197ffffffff,3
842a1b7ffffffff,6
842a1d7ffffffff,2
842a031ffffffff,1
842a111ffffffff,23
842a131ffffffff,25
842a191ffffffff,3
842a1b1ffffffff,6
842a1d1ffffffff,2
842a02bffffffff,7
842aac9ffffffff,43
842a18bffffffff,4
842a1abffffffff,4
842a1cbffffffff,10
842a1ebffffffff,18
842a025ffffffff,8
844649bffffffff,9
84465d3ffffffff,2
845da49ffffffff,7
84464adffffffff,2
845da5bffffffff,11
84464d1ffffffff,3
845d365ffffffff,2
845d321ffffffff,8
845da4dffffffff,5
84464b1ffffffff,13
8446593ffffffff,3
845da09ffffffff,4
84464d5ffffffff,2
845d161ffffffff,24
84464e7ffffffff,14
8446491ffffffff,11
845d325ffffffff,8
84464a3ffffffff,6
845da51ffffffff,11
845d141ffffffff,13
84464b5ffffffff,6
84464d9ffffffff,2
845d165ffffffff,13
8446483ffffffff,26
845d121ffffffff,8
8446495ffffffff,38
845da43ffffffff,6
84464a7ffffffff,5
845da55ffffffff,5
84464b9ffffffff,44
844659bffffffff,4
84464ddffffffff,1
845d169ffffffff,31
8446487ffffffff,28
845d125ffffffff,5
8446499ffffffff,5
845da47ffffffff,5
845d32dffffffff,6
84464abffffffff,5
845da59ffffffff,13
84464bdffffffff,18
845d149ffffffff,8
845d105ffffffff,18
845d16dffffffff,20
844648bffffffff,4
845d129ffffffff,18
844649dffffffff,26
845da4bffffffff,8
845da5dffffffff,10
845d14dffffffff,14
84464d3ffffffff,5
845d367ffffffff,2
845d323ffffffff,7
845d12dffffffff,8
84464a1ffffffff,7
84464b3ffffffff,15
845da0bffffffff,3
84464d7ffffffff,5
845d163ffffffff,26
8446481ffffffff,5
8446493ffffffff,15
845da41ffffffff,6
845d327ffffffff,8
84464a5ffffffff,4
845da53ffffffff,5
84464b7ffffffff,10
8446599ffffffff,2
845d167ffffffff,9
84464dbffffffff,3
8446485ffffffff,4
8446497ffffffff,18
845da45ffffffff,4
84464a9ffffffff,8
845da57ffffffff,4
84464bbffffffff,29
844418bffffffff,14
844411bffffffff,14
8444197ffffffff,5
8444e41ffffffff,4
84441d5ffffffff,11
84441a3ffffffff,14
8444e4dffffffff,1
8444adbffffffff,17
84441e1ffffffff,26
84441edffffffff,23
84441bbffffffff,5
8444e65ffffffff,1
844414bffffffff,3
8444189ffffffff,13
84441c7ffffffff,16
8444119ffffffff,10
8444157ffffffff,6
8444195ffffffff,6
84440e7ffffffff,3
84441d3ffffffff,7
84441a1ffffffff,34
84441adffffffff,33
84441ebffffffff,24
84441b9ffffffff,9
8444e63ffffffff,12
8444187ffffffff,16
84441c5ffffffff,20
8444117ffffffff,20
8444155ffffffff,4
8444193ffffffff,4
84440e5ffffffff,4
84441d1ffffffff,10
8444037ffffffff,8
84441ddffffffff,10
84441abffffffff,34
84441e9ffffffff,20
844413bffffffff,25
84441b7ffffffff,11
8444e61ffffffff,2
8444185ffffffff,33
84441c3ffffffff,11
8444e6dffffffff,4
8444f59ffffffff,7
8444115ffffffff,16
8444153ffffffff,7
8444191ffffffff,6
8444e47ffffffff,9
84441dbffffffff,5
84441a9ffffffff,46
84441e7ffffffff,37
8444139ffffffff,24
84441b5ffffffff,15
8444183ffffffff,13
84441c1ffffffff,17
8444e6bffffffff,6
8444113ffffffff,17
8444151ffffffff,6
8444033ffffffff,5
844415dffffffff,4
8444e45ffffffff,6
84440edffffffff,2
84441d9ffffffff,7
84441e5ffffffff,23
84441b3ffffffff,5
8444143ffffffff,6
8444181ffffffff,17
8444e69ffffffff,2
8444025ffffffff,7
8444111ffffffff,15
844418dffffffff,20
84441cbffffffff,9
8444031ffffffff,4
8444e43ffffffff,10
84441d7ffffffff,10
84441e3ffffffff,35
84441b1ffffffff,5
84441bdffffffff,13
8444e67ffffffff,9
8444461ffffffff,33
8444551ffffffff,14
8444731ffffffff,8
8444099ffffffff,3
8444549ffffffff,8
8444091ffffffff,4
8444541ffffffff,11
84440bbffffffff,7
8444441ffffffff,14
8444711ffffffff,5
844456bffffffff,26
84440b3ffffffff,9
8444709ffffffff,5
844446bffffffff,22
8444701ffffffff,6
844455bffffffff,31
844473bffffffff,15
8444429ffffffff,16
8444463ffffffff,21
8444553ffffffff,11
8444733ffffffff,28
844409bffffffff,6
844454bffffffff,9
8444093ffffffff,9
8444509ffffffff,27
8444543ffffffff,13
844444bffffffff,12
8444083ffffffff,2
8444409ffffffff,25
84440bdffffffff,1
8444443ffffffff,31
8444713ffffffff,7
844456dffffffff,12
8444e59ffffffff,9
844470bffffffff,6
8444565ffffffff,13
8444e51ffffffff,18
844446dffffffff,34
8444703ffffffff,6
844455dffffffff,17
8444465ffffffff,48
8444555ffffffff,25
8444735ffffffff,7
844409dffffffff,3
844454dffffffff,10
8444095ffffffff,4
8444545ffffffff,14
844444dffffffff,2
844471dffffffff,4
8444757ffffffff,4
8444445ffffffff,19
8444715ffffffff,6
84440b7ffffffff,9
8444e5bffffffff,21
844470dffffffff,3
8444567ffffffff,33
844442dffffffff,8
8444467ffffffff,28
8444737ffffffff,14
8444097ffffffff,8
844450dffffffff,32
8444547ffffffff,13
8444727ffffffff,7
844440dffffffff,34
8444447ffffffff,19
8444627ffffffff,2
8444717ffffffff,11
8444405ffffffff,19
84440b9ffffffff,5
8444e5dffffffff,13
8444569ffffffff,14
84440b1ffffffff,9
8444707ffffffff,6
8444561ffffffff,21
8444469ffffffff,19
8444559ffffffff,28
8444739ffffffff,9
845d12bffffffff,11
845da0dffffffff,1
8446591ffffffff,1
845da6bffffffff,1
845da69ffffffff,1
84465d7ffffffff,1
845da19ffffffff,1
8444f37ffffffff,12
8444f15ffffffff,9
8444d55ffffffff,28
8444f31ffffffff,17
8444f43ffffffff,27
8444f3bffffffff,15
8444a81ffffffff,16
84441c9ffffffff,14
8444159ffffffff,2
8444339ffffffff,1
844432bffffffff,1
84441cdffffffff,15
8444133ffffffff,26
8444061ffffffff,1
8444029ffffffff,2
844433dffffffff,1
8444137ffffffff,30
8444065ffffffff,1
844402dffffffff,5
8444333ffffffff,1
8444023ffffffff,6
8444337ffffffff,2
844415bffffffff,4
8444131ffffffff,38
844406dffffffff,1
8444027ffffffff,10
844433bffffffff,1
8444063ffffffff,1
844402bffffffff,3
8444331ffffffff,1
8444067ffffffff,1
8444021ffffffff,6
8444005ffffffff,1
8444335ffffffff,1
842a10bffffffff,32
842a155ffffffff,38
842a10dffffffff,38
842a157ffffffff,13
842a159ffffffff,16
842a333ffffffff,19
842a15dffffffff,25
842a139ffffffff,45
842a317ffffffff,20
842a11dffffffff,19
842a31bffffffff,9
842a06dffffffff,14
842a221ffffffff,6
842a101ffffffff,56
842a103ffffffff,44
842a105ffffffff,42
842a12bffffffff,32
842a107ffffffff,46
842a0e3ffffffff,1
842a109ffffffff,25
84261abffffffff,9
8426f47ffffffff,7
84261e1ffffffff,2
84261b3ffffffff,6
8426185ffffffff,10
84261bbffffffff,5
842618dffffffff,9
8426e61ffffffff,10
84261c3ffffffff,6
8426195ffffffff,11
8426e69ffffffff,7
842619dffffffff,21
84261d3ffffffff,17
84261a5ffffffff,11
8426f41ffffffff,7
84261adffffffff,14
8426f49ffffffff,13
84261e3ffffffff,10
84261b5ffffffff,6
8426f51ffffffff,15
8426187ffffffff,15
84261ebffffffff,6
84261bdffffffff,8
8426f59ffffffff,12
8426197ffffffff,4
84261d5ffffffff,8
84261a7ffffffff,13
8426f43ffffffff,5
8426a9bffffffff,6
84261ddffffffff,9
8426f4bffffffff,8
8426181ffffffff,17
84261b7ffffffff,10
8426189ffffffff,9
8426f5bffffffff,17
8426191ffffffff,4
8426e65ffffffff,8
84261c7ffffffff,6
8426199ffffffff,11
8426e6dffffffff,6
84261a1ffffffff,11
84261d7ffffffff,16
84261a9ffffffff,11
8426f45ffffffff,9
84261b1ffffffff,5
8426ad3ffffffff,10
8426f4dffffffff,11
8426183ffffffff,17
84261e7ffffffff,13
84261b9ffffffff,9
8426f55ffffffff,9
842618bffffffff,18
8426f5dffffffff,10
8426193ffffffff,3
8426e67ffffffff,11
842619bffffffff,7
84260a5ffffffff,17
84261d1ffffffff,12
8426f09ffffffff,5
84261a3ffffffff,12
8429a99ffffffff,17
84260b5ffffffff,7
8426e51ffffffff,21
8426087ffffffff,18
8426501ffffffff,10
8426565ffffffff,41
84260bdffffffff,11
8426e59ffffffff,24
8426509ffffffff,16
842656dffffffff,41
8426097ffffffff,15
8426547ffffffff,13
8426521ffffffff,10
8426e43ffffffff,27
8426529ffffffff,25
8426e4bffffffff,9
8426081ffffffff,26
8426e1dffffffff,6
84260b7ffffffff,13
8426e53ffffffff,14
8426725ffffffff,6
8426567ffffffff,42
8426e5bffffffff,42
8426091ffffffff,10
8426541ffffffff,12
8426099ffffffff,9
8426549ffffffff,11
8426523ffffffff,14
84260b1ffffffff,13
842652bffffffff,9
8426083ffffffff,13
8426561ffffffff,47
84260b9ffffffff,18
8426e55ffffffff,16
8426727ffffffff,6
8426505ffffffff,11
8426569ffffffff,32
8426e5dffffffff,22
8426093ffffffff,14
842650dffffffff,18
8426543ffffffff,16
842609bffffffff,10
8426e09ffffffff,16
842654bffffffff,14
84260a3ffffffff,14
8426525ffffffff,11
8426e47ffffffff,15
8426e19ffffffff,7
84260b3ffffffff,16
842652dffffffff,21
8426563ffffffff,34
84260bbffffffff,15
8426e57ffffffff,16
8426507ffffffff,8
842656bffffffff,35
8426095ffffffff,15
8426545ffffffff,16
842609dffffffff,11
8426e0bffffffff,6
842654dffffffff,14
8426e41ffffffff,6
8426527ffffffff,10
8426e49ffffffff,10
8426245ffffffff,11
842630dffffffff,5
8427a93ffffffff,12
8426343ffffffff,5
842624dffffffff,10
84271a7ffffffff,4
84271ddffffffff,1
8427a9bffffffff,7
842634bffffffff,9
8426353ffffffff,8
84271b7ffffffff,13
842635bffffffff,8
8426265ffffffff,20
8427191ffffffff,20
8426363ffffffff,14
842626dffffffff,25
8426307ffffffff,8
842636bffffffff,19
8427199ffffffff,17
84271a1ffffffff,9
84271d7ffffffff,11
8426345ffffffff,17
842634dffffffff,9
84271b1ffffffff,14
8426355ffffffff,5
84271b9ffffffff,9
842718bffffffff,11
842635dffffffff,12
8426267ffffffff,11
8426301ffffffff,6
8427193ffffffff,8
842719bffffffff,8
8426309ffffffff,4
84270a5ffffffff,6
84271d1ffffffff,2
84271a3ffffffff,8
8426347ffffffff,3
84271abffffffff,7
84271b3ffffffff,18
8426357ffffffff,9
8426261ffffffff,25
84271bbffffffff,20
8426269ffffffff,24
8427195ffffffff,25
842719dffffffff,21
842630bffffffff,5
84270a7ffffffff,15
84271d3ffffffff,5
8426341ffffffff,5
84271a5ffffffff,5
8426349ffffffff,5
8426351ffffffff,7
84271b5ffffffff,10
842622dffffffff,8
8426359ffffffff,12
84271bdffffffff,4
8426361ffffffff,19
8427197ffffffff,26
8426369ffffffff,30
8426305ffffffff,8
845d337ffffffff,2
845d145ffffffff,29
845d10dffffffff,21
845d335ffffffff,2
845d143ffffffff,7
845d307ffffffff,1
845d32bffffffff,1
845d33dffffffff,1
845d14bffffffff,3
845d15dffffffff,2
845d333ffffffff,2
845d329ffffffff,1
845d331ffffffff,1
845d123ffffffff,5
845d339ffffffff,1
845d147ffffffff,12
845d159ffffffff,2
845d16bffffffff,25
8429ad3ffffffff,10
842af63ffffffff,48
842ae09ffffffff,1
842af6bffffffff,29
842af45ffffffff,12
842ae21ffffffff,1
842ae29ffffffff,2
842af55ffffffff,5
842af5dffffffff,6
842ae67ffffffff,3
842af01ffffffff,9
842af65ffffffff,20
842af09ffffffff,9
842af47ffffffff,10
842ae51ffffffff,1
842af19ffffffff,1
842ae23ffffffff,1
842ae2bffffffff,1
842af57ffffffff,5
842ae05ffffffff,2
842af03ffffffff,12
842af67ffffffff,26
842ae0dffffffff,1
842ae43ffffffff,1
842af0bffffffff,7
842af41ffffffff,9
842ae4bffffffff,1
842ae25ffffffff,1
842af51ffffffff,4
842ae2dffffffff,2
842af59ffffffff,3
842ae63ffffffff,2
842af61ffffffff,27
842af05ffffffff,29
842af69ffffffff,18
842af0dffffffff,21
842af43ffffffff,8
842af4bffffffff,6
842ae55ffffffff,1
842af1dffffffff,2
842af53ffffffff,3
842ae5dffffffff,1
842af5bffffffff,4
842ae65ffffffff,2
84489d7ffffffff,4
8448829ffffffff,3
844898bffffffff,9
8448831ffffffff,10
84489c1ffffffff,49
8448839ffffffff,5
84489c9ffffffff,42
84489d1ffffffff,2
84489d9ffffffff,2
84489e1ffffffff,18
8448823ffffffff,13
84489e9ffffffff,16
844882bffffffff,6
844898dffffffff,29
8448833ffffffff,5
84489c3ffffffff,25
8448805ffffffff,6
844883bffffffff,3
84489cbffffffff,30
84489dbffffffff,2
84488e5ffffffff,1
84489e3ffffffff,45
84489ebffffffff,31
8448835ffffffff,19
84489c5ffffffff,39
8448807ffffffff,5
844883dffffffff,8
84489cdffffffff,40
84489d5ffffffff,14
84489ddffffffff,13
8448981ffffffff,17
8448827ffffffff,23
8448989ffffffff,12
8448837ffffffff,5
84489c7ffffffff,33
8448b03ffffffff,14
8448b39ffffffff,20
8448b3bffffffff,18
8448b15ffffffff,14
8448b07ffffffff,15
8429a95ffffffff,13
8428331ffffffff,20
842815dffffffff,23
8428333ffffffff,9
8428325ffffffff,20
842832dffffffff,14
8428141ffffffff,6
8428149ffffffff,13
8428159ffffffff,14
8428327ffffffff,13
8428337ffffffff,23
842814bffffffff,25
842989bffffffff,24
842814dffffffff,10
8426c93ffffffff,27
8426ce7ffffffff,19
84489b7ffffffff,15
844469bffffffff,4
8426c91ffffffff,18
8426cadffffffff,15
84489b5ffffffff,10
8426cabffffffff,63
8426cc7ffffffff,18
8426ce3ffffffff,28
84489b3ffffffff,8
8444697ffffffff,11
8426c8dffffffff,33
8426ca9ffffffff,25
8426cc5ffffffff,13
8426ce1ffffffff,14
84489b1ffffffff,6
8426c8bffffffff,29
8426ca7ffffffff,12
8444693ffffffff,10
8426c89ffffffff,30
8426ca5ffffffff,6
8426c17ffffffff,13
8426c87ffffffff,65
8426ca3ffffffff,42
8426c85ffffffff,41
8426ca1ffffffff,24
8426cbdffffffff,54
8426c13ffffffff,14
8426c83ffffffff,54
8426cbbffffffff,38
8426cd7ffffffff,20
8426d9bffffffff,7
8426dd3ffffffff,4
8426c81ffffffff,47
8426c9dffffffff,25
8426cb9ffffffff,51
8426cd5ffffffff,20
8426c9bffffffff,23
8426cb7ffffffff,29
8426c99ffffffff,14
8426cb5ffffffff,36
8426cd1ffffffff,16
8426cedffffffff,20
8426c97ffffffff,16
8426cb3ffffffff,26
8426cebffffffff,22
8426c95ffffffff,42
8426cb1ffffffff,37
8426ce9ffffffff,10
8427a8bffffffff,14
8427ab3ffffffff,1
8427abbffffffff,5
8427a95ffffffff,9
8427a9dffffffff,14
8427ad3ffffffff,6
8426365ffffffff,10
8427a87ffffffff,4
842636dffffffff,17
8427a97ffffffff,12
84278d9ffffffff,3
8426329ffffffff,4
8426303ffffffff,7
8426367ffffffff,10
8427a91ffffffff,9
8427a99ffffffff,10
84278dbffffffff,1
84271adffffffff,3
8427ad7ffffffff,14
842632bffffffff,6
8427ab1ffffffff,7
8427a83ffffffff,13
8427ab9ffffffff,5
8429ad1ffffffff,22
8429ad9ffffffff,24
8429137ffffffff,34
8429addffffffff,26
844468bffffffff,11
8429ad7ffffffff,11
8429ab1ffffffff,31
8429a83ffffffff,21
8429ab9ffffffff,46
8429a8bffffffff,3
8429aabffffffff,21
8429ab3ffffffff,22
8429a85ffffffff,28
8429a8dffffffff,25
8429a9dffffffff,8
8429a87ffffffff,39
8429abdffffffff,32
8429ad5ffffffff,18
8429a81ffffffff,25
8429a89ffffffff,11
8426051ffffffff,18
8426023ffffffff,3
842602bffffffff,4
8426061ffffffff,9
8426033ffffffff,26
8426005ffffffff,11
8426069ffffffff,7
842603bffffffff,17
84261cbffffffff,6
842600dffffffff,13
8426043ffffffff,18
8426015ffffffff,20
842601dffffffff,23
84260e5ffffffff,13
8426053ffffffff,17
8426025ffffffff,4
84260edffffffff,19
842605bffffffff,15
842602dffffffff,5
8426063ffffffff,9
8426035ffffffff,5
8426007ffffffff,8
842606bffffffff,10
842603dffffffff,6
8426045ffffffff,8
8426017ffffffff,21
84262a5ffffffff,11
8426055ffffffff,25
8426027ffffffff,4
842605dffffffff,15
842615bffffffff,7
8426001ffffffff,13
8426065ffffffff,3
8426037ffffffff,12
8426009ffffffff,21
8426011ffffffff,17
8426047ffffffff,10
8426019ffffffff,17
84260e1ffffffff,20
8426021ffffffff,2
84260e9ffffffff,18
8426057ffffffff,25
8426029ffffffff,4
8426031ffffffff,10
8426003ffffffff,18
8426067ffffffff,5
8426039ffffffff,15
84261c9ffffffff,7
842600bffffffff,26
8426041ffffffff,7
8426013ffffffff,16
84261d9ffffffff,15
842601bffffffff,14
8444f6dffffffff,24
84274a9ffffffff,7
8426621ffffffff,22
84275d7ffffffff,35
8426643ffffffff,10
84274b5ffffffff,14
8426665ffffffff,10
842675bffffffff,11
8427595ffffffff,22
8426601ffffffff,10
84274abffffffff,14
842660dffffffff,16
842758bffffffff,16
8426645ffffffff,46
8426667ffffffff,9
84274a1ffffffff,4
8427597ffffffff,18
84275b9ffffffff,17
84274adffffffff,9
842665dffffffff,10
84275dbffffffff,14
8426647ffffffff,15
8426669ffffffff,23
84274a3ffffffff,11
8427599ffffffff,35
84275d1ffffffff,32
8426605ffffffff,8
8427583ffffffff,21
84275bbffffffff,12
8426649ffffffff,33
84275b1ffffffff,9
842666bffffffff,25
84274a5ffffffff,20
8426655ffffffff,7
842759bffffffff,48
84275d3ffffffff,38
8426607ffffffff,18
8426629ffffffff,18
8426661ffffffff,17
842664bffffffff,17
8427591ffffffff,17
84275b3ffffffff,12
842666dffffffff,12
84274a7ffffffff,31
842759dffffffff,15
8426609ffffffff,12
8426641ffffffff,43
842662bffffffff,16
8426663ffffffff,11
8426759ffffffff,12
842664dffffffff,48
8427593ffffffff,49
844445bffffffff,20
8444685ffffffff,9
84446adffffffff,7
844445dffffffff,17
84446a9ffffffff,6
8444459ffffffff,15
84446e7ffffffff,15
844473dffffffff,3
8444719ffffffff,3
8444723ffffffff,5
844472bffffffff,3
8444705ffffffff,2
8444725ffffffff,4
844419dffffffff,9
84441a5ffffffff,27
8444199ffffffff,5
8444a8dffffffff,21
8448d81ffffffff,38
8448c27ffffffff,4
8448d89ffffffff,52
8448d91ffffffff,8
8448c37ffffffff,2
8448dc7ffffffff,27
8448d99ffffffff,5
8448dd7ffffffff,33
8448d83ffffffff,31
8448de7ffffffff,3
8448db9ffffffff,15
8448d8bffffffff,37
8448c31ffffffff,1
8448dc1ffffffff,7
8448d93ffffffff,10
8448dc9ffffffff,2
8448d9bffffffff,5
8448ca5ffffffff,9
8448dd1ffffffff,12
8448cadffffffff,11
8448dd9ffffffff,2
8448de1ffffffff,2
8448d85ffffffff,27
8448de9ffffffff,1
8448d8dffffffff,29
8448c33ffffffff,1
8448dc3ffffffff,34
8448d95ffffffff,9
8448dcbffffffff,11
8448d9dffffffff,25
8448ca7ffffffff,11
8448dd3ffffffff,10
8448d13ffffffff,1
8448ddbffffffff,4
8448de3ffffffff,4
8448d87ffffffff,32
8448debffffffff,4
8448c35ffffffff,4
8448dc5ffffffff,3
8448d97ffffffff,5
8448dcdffffffff,2
8448dd5ffffffff,41
8448dddffffffff,24
842a22bffffffff,3
842a357ffffffff,19
842a233ffffffff,1
842a205ffffffff,4
842a23bffffffff,1
842a303ffffffff,42
842a339ffffffff,38
842a30bffffffff,23
842a215ffffffff,1
842a341ffffffff,24
842a313ffffffff,11
842a225ffffffff,9
842a2edffffffff,1
842a351ffffffff,16
842a22dffffffff,12
842a235ffffffff,1
842a207ffffffff,1
842a049ffffffff,2
842a23dffffffff,1
842a305ffffffff,32
842a30dffffffff,19
842a343ffffffff,11
842a315ffffffff,28
842a34bffffffff,12
842a31dffffffff,25
842a227ffffffff,4
842a353ffffffff,17
842a35bffffffff,16
842a201ffffffff,1
842a265ffffffff,13
842a237ffffffff,1
842a307ffffffff,44
842a33dffffffff,32
842a229ffffffff,8
842a231ffffffff,1
842a203ffffffff,1
842a267ffffffff,13
842a239ffffffff,1
842a301ffffffff,23
842a04dffffffff,3
842a309ffffffff,11
842a311ffffffff,24
842a319ffffffff,19
842a223ffffffff,1
8426d53ffffffff,8
8426dedffffffff,8
8426d5bffffffff,6
8426dc7ffffffff,1
8426d35ffffffff,16
8426d07ffffffff,8
8426d3dffffffff,6
8426d17ffffffff,8
8426d55ffffffff,5
8426d5dffffffff,9
8426dc1ffffffff,9
8448d27ffffffff,6
8426d01ffffffff,10
8426dc9ffffffff,9
8426d37ffffffff,16
8426d09ffffffff,6
8426d11ffffffff,17
8426d19ffffffff,17
8426de1ffffffff,22
8426de9ffffffff,8
8426d57ffffffff,16
8426dc3ffffffff,2
8426d31ffffffff,13
8426d03ffffffff,22
8426dcbffffffff,11
8426d39ffffffff,20
8426d0bffffffff,22
8426d13ffffffff,6
8426d1bffffffff,5
8426c25ffffffff,7
8426d51ffffffff,7
8426d23ffffffff,3
8426debffffffff,3
8426d59ffffffff,11
8426d2bffffffff,1
8426dc5ffffffff,2
8426d33ffffffff,5
8426dcdffffffff,4
8426d3bffffffff,11
8426d43ffffffff,2
8426d15ffffffff,32
8426d1dffffffff,22
8426de5ffffffff,25
8426c27ffffffff,4
8448c83ffffffff,3
8448ce7ffffffff,3
8448cb9ffffffff,2
8448c8bffffffff,5
84269b1ffffffff,22
84269b9ffffffff,21
8448ca3ffffffff,10
8448cabffffffff,12
8448cb3ffffffff,1
84269a3ffffffff,5
8448c85ffffffff,6
8448cbbffffffff,2
84269abffffffff,6
8448c8dffffffff,7
84269b3ffffffff,9
8448c95ffffffff,2
84269bbffffffff,30
8448c9dffffffff,7
8448ce3ffffffff,4
8448cb5ffffffff,6
8448c87ffffffff,2
8448cbdffffffff,4
84269b5ffffffff,5
84269bdffffffff,8
8448c81ffffffff,3
8448cb7ffffffff,3
84269a7ffffffff,1
8448c89ffffffff,10
84269b7ffffffff,6
8448ca1ffffffff,19
8448ca9ffffffff,10
8448cb1ffffffff,3
8426819ffffffff,18
84268e1ffffffff,9
8426aa7ffffffff,44
8426885ffffffff,19
84268e9ffffffff,6
842688dffffffff,38
84268c3ffffffff,27
8426ab7ffffffff,6
84268cbffffffff,17
8426813ffffffff,35
8426aa1ffffffff,23
842681bffffffff,57
84268e3ffffffff,10
84268ebffffffff,13
8426ab1ffffffff,4
84268c5ffffffff,52
8426ab9ffffffff,9
84268cdffffffff,60
842683bffffffff,8
84268d5ffffffff,15
8426815ffffffff,7
84268ddffffffff,5
8426aa3ffffffff,13
842681dffffffff,6
8426881ffffffff,42
8426aabffffffff,6
8426889ffffffff,36
84268edffffffff,5
8426ab3ffffffff,2
84268c7ffffffff,42
8426abbffffffff,4
84268d7ffffffff,4
8426817ffffffff,17
8426aa5ffffffff,47
842688bffffffff,26
84268c1ffffffff,52
8426ab5ffffffff,9
84268c9ffffffff,36
8426abdffffffff,9
84268d1ffffffff,2
8426811ffffffff,15
84268d9ffffffff,1
845d1c7ffffffff,1
845d025ffffffff,1
845d1ebffffffff,1
845d111ffffffff,4
845d155ffffffff,1
845d1cbffffffff,1
845d103ffffffff,7
845d029ffffffff,1
845d115ffffffff,14
845d02dffffffff,1
845d119ffffffff,1
845d1c1ffffffff,1
845d10bffffffff,4
845d11dffffffff,10
845d1c5ffffffff,1
845d023ffffffff,1
845d1e9ffffffff,1
845d067ffffffff,1
845d035ffffffff,1
845d153ffffffff,1
845d1c9ffffffff,1
845d027ffffffff,1
845d113ffffffff,1
845d157ffffffff,1
845d1cdffffffff,1
845d02bffffffff,1
845d117ffffffff,1
845d18dffffffff,1
845d15bffffffff,1
845d109ffffffff,5
845d11bffffffff,1
845d1c3ffffffff,1
845d021ffffffff,1
845d065ffffffff,1
845d151ffffffff,1
842a261ffffffff,8
842b1bbffffffff,8
842a269ffffffff,8
842b195ffffffff,5
842a20dffffffff,3
842a243ffffffff,2
842a359ffffffff,11
842a263ffffffff,7
842a26bffffffff,5
842b197ffffffff,6
842a245ffffffff,3
842a24dffffffff,2
842b1b7ffffffff,11
842b191ffffffff,3
842a209ffffffff,1
842a26dffffffff,7
842a247ffffffff,3
842a355ffffffff,14
842a35dffffffff,12
842b193ffffffff,4
842a241ffffffff,2
842b19bffffffff,2
842b1b3ffffffff,10
845dac1ffffffff,1
845dacdffffffff,1
845da13ffffffff,1
845dac9ffffffff,1
845d127ffffffff,3
845da1bffffffff,1
8429b33ffffffff,7
8429b3bffffffff,9
842982bffffffff,3
8429b15ffffffff,23
8429861ffffffff,49
8429b1dffffffff,18
8429805ffffffff,7
8429869ffffffff,44
842980dffffffff,21
8429843ffffffff,7
8429825ffffffff,12
8429951ffffffff,25
842982dffffffff,16
8429b17ffffffff,32
8429959ffffffff,18
8429863ffffffff,39
842986bffffffff,45
8429845ffffffff,31
842984dffffffff,13
8429b37ffffffff,5
8429b11ffffffff,20
8429953ffffffff,28
8429b19ffffffff,9
842995bffffffff,21
8429801ffffffff,3
8429865ffffffff,25
8429809ffffffff,11
8429b57ffffffff,11
842986dffffffff,35
8429847ffffffff,17
