hex,count
8429b31ffffffff,4
8429b03ffffffff,14
8429b39ffffffff,12
8429821ffffffff,9
8429829ffffffff,13
8429b13ffffffff,18
8429b1bffffffff,6
842995dffffffff,11
8429867ffffffff,29
8429841ffffffff,10
8426e1bffffffff,11
8426e05ffffffff,19
8426e0dffffffff,20
8426e15ffffffff,9
8426e07ffffffff,27
8426e6bffffffff,13
8426e45ffffffff,8
8426e4dffffffff,4
8426e01ffffffff,12
8426e11ffffffff,8
8426e03ffffffff,10
8426f19ffffffff,8
8426e23ffffffff,22
8426e2bffffffff,27
8426f57ffffffff,7
8426f1bffffffff,6
8426e25ffffffff,11
8426e2dffffffff,12
8426e63ffffffff,14
8426e35ffffffff,23
8426c49ffffffff,9
8426e3dffffffff,32
8426e27ffffffff,8
8426f53ffffffff,16
8426e21ffffffff,11
8426e29ffffffff,13
8426e31ffffffff,31
8426e39ffffffff,30
8426cc3ffffffff,12
8426cd3ffffffff,7
8426cddffffffff,9
84489a7ffffffff,20
8444035ffffffff,6
844419bffffffff,3
84440a5ffffffff,1
84440adffffffff,2
844475bffffffff,2
8444755ffffffff,2
844475dffffffff,2
844471bffffffff,1
8444625ffffffff,2
8444751ffffffff,2
8444759ffffffff,2
8444753ffffffff,2
844459dffffffff,12
8426593ffffffff,29
842659bffffffff,42
84264a5ffffffff,30
84265d1ffffffff,11
84264adffffffff,19
84445b5ffffffff,18
8444587ffffffff,11
84264b5ffffffff,15
84445bdffffffff,8
84265b3ffffffff,13
84264bdffffffff,15
84265bbffffffff,8
8444597ffffffff,14
8426595ffffffff,12
842659dffffffff,21
84264a7ffffffff,29
84265d3ffffffff,17
84265dbffffffff,10
84445b7ffffffff,20
8444591ffffffff,11
8426597ffffffff,15
84264a1ffffffff,22
84264a9ffffffff,20
84265d5ffffffff,13
84445b1ffffffff,15
8444583ffffffff,17
84445b9ffffffff,10
84264e7ffffffff,9
8444593ffffffff,6
8426591ffffffff,32
8426599ffffffff,26
84264a3ffffffff,12
84264abffffffff,15
84265d7ffffffff,22
84445b3ffffffff,30
84445bbffffffff,15
8426583ffffffff,9
84265b9ffffffff,11
8444595ffffffff,8
842658bffffffff,16
84260ebffffffff,23
84260c5ffffffff,6
84260cdffffffff,5
84260d5ffffffff,14
84260a7ffffffff,13
84261dbffffffff,13
8426089ffffffff,15
84260c7ffffffff,18
84260a1ffffffff,26
84260a9ffffffff,36
84260e7ffffffff,29
842608bffffffff,15
84260c1ffffffff,8
84260abffffffff,24
8426085ffffffff,33
842608dffffffff,30
84260c3ffffffff,11
84260adffffffff,25
84260e3ffffffff,37
8444007ffffffff,1
844403dffffffff,3
8444039ffffffff,2
844403bffffffff,2
8448593ffffffff,2
8429899ffffffff,25
84274edffffffff,5
8427435ffffffff,34
842743dffffffff,25
84275d5ffffffff,22
84275ddffffffff,15
84274e7ffffffff,5
8427581ffffffff,31
8427589ffffffff,16
8427437ffffffff,23
84275c7ffffffff,8
8427431ffffffff,17
84275c1ffffffff,8
84275c9ffffffff,17
84275d9ffffffff,8
8427423ffffffff,14
842742bffffffff,10
8427433ffffffff,4
84275c3ffffffff,13
842743bffffffff,1
84275cbffffffff,26
84274e5ffffffff,1
8426ee3ffffffff,34
8426c5dffffffff,13
8426e87ffffffff,16
8426eebffffffff,17
8426ec5ffffffff,12
8426e33ffffffff,16
8426ecdffffffff,11
8426e3bffffffff,11
8426e81ffffffff,14
8426ee5ffffffff,13
8426e89ffffffff,13
8426eedffffffff,10
8426ec7ffffffff,13
8426c51ffffffff,18
8426ea9ffffffff,31
8426e17ffffffff,8
8426c59ffffffff,14
8426ee7ffffffff,21
8426ec1ffffffff,21
8426e37ffffffff,11
8426eabffffffff,26
8426ee1ffffffff,23
8426c5bffffffff,16
8426e85ffffffff,32
8426ee9ffffffff,15
8426e8dffffffff,25
8426ec3ffffffff,17
8426ecbffffffff,23
8426e13ffffffff,12
84262b1ffffffff,17
8426761ffffffff,22
84262b9ffffffff,8
8426705ffffffff,9
8426769ffffffff,18
8426293ffffffff,19
842670dffffffff,7
84260ddffffffff,22
84262b3ffffffff,28
842672dffffffff,8
8426763ffffffff,16
84262bbffffffff,13
842676bffffffff,11
8426295ffffffff,12
84260d7ffffffff,12
8426745ffffffff,23
84262b5ffffffff,14
84260c9ffffffff,12
8426765ffffffff,29
84262bdffffffff,12
84260d1ffffffff,22
842676dffffffff,24
8426297ffffffff,19
84260d9ffffffff,42
8426721ffffffff,8
8426729ffffffff,15
84262b7ffffffff,23
84260cbffffffff,13
8426767ffffffff,21
8426291ffffffff,21
84260d3ffffffff,8
84260dbffffffff,23
842a129ffffffff,9
842a163ffffffff,17
842a16bffffffff,26
844472dffffffff,1
8444763ffffffff,1
8444721ffffffff,4
8444563ffffffff,22
8444729ffffffff,1
84440d3ffffffff,1
8444529ffffffff,21
8426c01ffffffff,6
8426c09ffffffff,5
8426c47ffffffff,9
8426c19ffffffff,46
8426ed5ffffffff,27
8426c57ffffffff,30
8426c03ffffffff,10
8426c0bffffffff,24
8426ea1ffffffff,14
8426e83ffffffff,12
8426e8bffffffff,15
8426c0dffffffff,10
8426c43ffffffff,8
8426c1dffffffff,36
8426c53ffffffff,28
8426c07ffffffff,12
8426ea5ffffffff,24
8426c55ffffffff,17
8426eadffffffff,14
8426945ffffffff,35
84299e1ffffffff,1
8426927ffffffff,7
8426965ffffffff,33
842696dffffffff,34
84299a5ffffffff,29
84299adffffffff,6
84299e3ffffffff,1
8426921ffffffff,13
8426929ffffffff,19
8426967ffffffff,39
8429933ffffffff,9
8428b69ffffffff,39
84299a7ffffffff,21
84299e5ffffffff,4
8426923ffffffff,19
84299edffffffff,5
842692bffffffff,15
8426961ffffffff,46
8426905ffffffff,18
8426969ffffffff,57
8428b6bffffffff,9
842690dffffffff,43
84299a1ffffffff,2
8428b45ffffffff,20
84299a9ffffffff,2
8428b4dffffffff,25
84299e7ffffffff,4
8426925ffffffff,5
842692dffffffff,28
8426963ffffffff,62
8426935ffffffff,9
842696bffffffff,56
8429937ffffffff,11
8428b6dffffffff,29
842693dffffffff,16
8448eadffffffff,5
8448ee3ffffffff,18
8448eb5ffffffff,10
8448e87ffffffff,25
8448eebffffffff,4
8448ebdffffffff,22
8448e97ffffffff,46
8448ed5ffffffff,4
8448e81ffffffff,27
8448e89ffffffff,15
8448e91ffffffff,27
8448ec7ffffffff,12
8448e99ffffffff,5
8448ea1ffffffff,4
8448ed7ffffffff,4
8448ea9ffffffff,15
8448eb1ffffffff,32
8448e83ffffffff,17
8448ee7ffffffff,5
8448eb9ffffffff,42
8448e8bffffffff,13
8448ea3ffffffff,9
8448eabffffffff,22
8448ee1ffffffff,10
8448eb3ffffffff,36
8448e85ffffffff,35
8448ebbffffffff,51
8448e8dffffffff,25
8448ec3ffffffff,2
8448e95ffffffff,36
8448e9dffffffff,9
8428003ffffffff,5
8428039ffffffff,9
842800dffffffff,4
8428015ffffffff,5
842801dffffffff,5
8428007ffffffff,24
842806bffffffff,5
8428001ffffffff,7
842ad13ffffffff,6
842ad1bffffffff,6
842ac25ffffffff,5
842ad51ffffffff,19
842adebffffffff,3
842ac2dffffffff,3
842ac63ffffffff,2
842ac35ffffffff,1
842adc5ffffffff,4
842ac07ffffffff,1
842ac3dffffffff,1
842adcdffffffff,6
842ad3bffffffff,10
842add5ffffffff,1
842ad15ffffffff,19
842adddffffffff,1
842ad1dffffffff,16
842ac27ffffffff,5
842ad53ffffffff,7
842ad89ffffffff,1
842adedffffffff,5
842ad5bffffffff,7
842ac37ffffffff,1
842adc7ffffffff,2
842ad17ffffffff,10
842ac21ffffffff,2
842ac29ffffffff,2
842ad8bffffffff,1
842ac31ffffffff,1
842adc1ffffffff,2
842ac67ffffffff,2
842adc9ffffffff,2
842ad11ffffffff,9
842ad19ffffffff,7
842ac23ffffffff,2
842ade9ffffffff,5
842ac2bffffffff,2
842ad57ffffffff,12
842ad8dffffffff,2
842adc3ffffffff,1
842ac05ffffffff,1
842ad03ffffffff,32
842adcbffffffff,1
8426b67ffffffff,10
8428b47ffffffff,2
842694dffffffff,17
8428b21ffffffff,24
8428b29ffffffff,4
8428b67ffffffff,11
8428b41ffffffff,1
8428b61ffffffff,22
8426b25ffffffff,6
8426b2dffffffff,4
8428b0dffffffff,4
8426941ffffffff,14
8426949ffffffff,13
8428b25ffffffff,4
8428b2dffffffff,13
8428b63ffffffff,8
8426b27ffffffff,3
8426b21ffffffff,3
8428b65ffffffff,10
8426b29ffffffff,3
8428031ffffffff,9
84281d1ffffffff,6
8428013ffffffff,4
84281d9ffffffff,6
842801bffffffff,3
8428023ffffffff,18
842802bffffffff,37
84280c5ffffffff,1
8428033ffffffff,6
842803bffffffff,6
84281cbffffffff,15
84280e5ffffffff,6
8428053ffffffff,1
84280edffffffff,4
8428035ffffffff,15
842803dffffffff,23
84281d5ffffffff,10
8428017ffffffff,4
84281ddffffffff,7
8428037ffffffff,8
8428011ffffffff,4
84281d7ffffffff,5
8428019ffffffff,3
8428021ffffffff,14
84280e9ffffffff,4
842818bffffffff,12
8428181ffffffff,9
8428183ffffffff,13
842ade3ffffffff,3
8444d03ffffffff,26
8444d39ffffffff,20
8444d0bffffffff,12
842ade5ffffffff,6
842ada9ffffffff,2
842ade7ffffffff,3
8444d07ffffffff,38
8444d27ffffffff,10
842b19dffffffff,2
842b0a7ffffffff,1
842a24bffffffff,1
842b187ffffffff,9
842b1bdffffffff,13
842b199ffffffff,1
842b0a3ffffffff,1
842b1d7ffffffff,1
842b1b1ffffffff,9
842b183ffffffff,4
842b1b9ffffffff,5
842b18bffffffff,1
842b0a5ffffffff,1
842a249ffffffff,1
842b1abffffffff,22
8444ad3ffffffff,19
8426cc1ffffffff,10
8426ccbffffffff,4
8426ddbffffffff,17
8426ce5ffffffff,18
842a349ffffffff,23
842b1b5ffffffff,10
842a345ffffffff,24
842a34dffffffff,22
84262a3ffffffff,9
84262a7ffffffff,9
8426c11ffffffff,30
8426c31ffffffff,11
8426c39ffffffff,11
8426dd9ffffffff,16
8426c1bffffffff,26
8426c33ffffffff,19
8426ccdffffffff,14
8426c3bffffffff,13
8426c15ffffffff,13
8429acbffffffff,20
8426221ffffffff,12
8426229ffffffff,8
842622bffffffff,11
8426205ffffffff,4
8427187ffffffff,3
8426263ffffffff,14
842626bffffffff,15
842af29ffffffff,26
8426857ffffffff,6
8426851ffffffff,16
8426aa9ffffffff,8
8426ae7ffffffff,22
8426853ffffffff,23
842685bffffffff,27
8426aadffffffff,26
8426a0dffffffff,10
8426a15ffffffff,4
8426a1dffffffff,1
8426b1bffffffff,2
8426a25ffffffff,2
8426a2dffffffff,11
8426a63ffffffff,10
8426a35ffffffff,2
8426a07ffffffff,17
8426a6bffffffff,4
8426849ffffffff,5
8426a3dffffffff,10
8426a27ffffffff,8
8426b53ffffffff,11
8426b5bffffffff,8
8426a01ffffffff,9
8426a37ffffffff,9
8426a09ffffffff,4
842684bffffffff,8
8426a47ffffffff,7
8426a21ffffffff,19
8426a29ffffffff,20
8426a31ffffffff,2
8426a03ffffffff,6
8426a67ffffffff,8
8426a39ffffffff,11
8426a0bffffffff,2
842684dffffffff,6
8426a23ffffffff,17
8426a2bffffffff,24
8426a61ffffffff,3
8426a05ffffffff,19
842a02dffffffff,6
842a153ffffffff,6
8426901ffffffff,14
8426907ffffffff,11
8448b05ffffffff,2
8429909ffffffff,9
8429911ffffffff,6
8429919ffffffff,14
84299e9ffffffff,2
8429957ffffffff,25
8429903ffffffff,10
8429939ffffffff,7
842990bffffffff,15
8429913ffffffff,1
842991bffffffff,4
8429905ffffffff,2
842993bffffffff,9
842990dffffffff,3
8429943ffffffff,7
8429915ffffffff,10
842991dffffffff,24
8429907ffffffff,3
842993dffffffff,8
8429917ffffffff,6
8429955ffffffff,17
8429901ffffffff,6
84444d5ffffffff,19
84444ddffffffff,23
84446a3ffffffff,6
8444489ffffffff,18
84446b3ffffffff,21
84444c7ffffffff,22
84446bbffffffff,17
84446a5ffffffff,16
84444c1ffffffff,17
84446b5ffffffff,10
84444c9ffffffff,5
84446bdffffffff,15
84444d9ffffffff,22
8444419ffffffff,16
84446a7ffffffff,6
84444c3ffffffff,28
84446b7ffffffff,17
84444cbffffffff,19
8444413ffffffff,10
844441bffffffff,12
84446b1ffffffff,12
84444c5ffffffff,11
84444cdffffffff,11
842ad33ffffffff,9
842ad81ffffffff,1
8444d23ffffffff,11
842ad35ffffffff,23
842ad3dffffffff,23
842ad37ffffffff,17
842ade1ffffffff,3
842ad85ffffffff,1
842ad31ffffffff,23
8426c4bffffffff,7
8427ad1ffffffff,4
84271a9ffffffff,6
8427adbffffffff,3
8427ad5ffffffff,11
8427a81ffffffff,6
8426ea7ffffffff,15
8429931ffffffff,14
8426931ffffffff,7
8426939ffffffff,12
8426933ffffffff,2
8429935ffffffff,8
842693bffffffff,5
8429ac9ffffffff,15
84489a3ffffffff,22
8426a4bffffffff,13
84278b7ffffffff,16
8426167ffffffff,12
8426a5bffffffff,12
8427891ffffffff,2
84278b1ffffffff,18
8426161ffffffff,13
8427883ffffffff,1
8426169ffffffff,4
84278b9ffffffff,12
8426a5dffffffff,16
8427893ffffffff,2
84278abffffffff,1
842612dffffffff,6
8426163ffffffff,2
84278b3ffffffff,26
842616bffffffff,1
84278bbffffffff,18
8426145ffffffff,2
8427895ffffffff,5
842789dffffffff,2
842614dffffffff,3
8426a51ffffffff,3
84278b5ffffffff,13
8426165ffffffff,40
8427887ffffffff,1
8426a59ffffffff,17
84278bdffffffff,12
842616dffffffff,25
8427897ffffffff,9
84489a1ffffffff,19
84489a9ffffffff,25
84489e7ffffffff,17
84489abffffffff,24
8448985ffffffff,19
84489a5ffffffff,6
84489adffffffff,11
8448987ffffffff,9
842a347ffffffff,22
8448b1dffffffff,4
8448b63ffffffff,1
8448b17ffffffff,8
8448b01ffffffff,3
8448b11ffffffff,2
8428f59ffffffff,14
8426ebdffffffff,14
8426eb9ffffffff,12
8426ea3ffffffff,10
8426283ffffffff,11
84262abffffffff,8
8426287ffffffff,8
8429b61ffffffff,42
8429b69ffffffff,45
8448cd9ffffffff,13
8429b6bffffffff,14
8448eb7ffffffff,9
8429b45ffffffff,8
8429b4dffffffff,3
8429b65ffffffff,35
8429b6dffffffff,58
8448e93ffffffff,28
8448e9bffffffff,3
8426403ffffffff,18
8426467ffffffff,27
8426439ffffffff,13
842640bffffffff,14
8426441ffffffff,18
8426449ffffffff,28
842642bffffffff,31
8426461ffffffff,28
8426405ffffffff,35
8426469ffffffff,9
842640dffffffff,38
8426443ffffffff,15
842644bffffffff,14
842642dffffffff,10
8426463ffffffff,40
8426407ffffffff,25
842646bffffffff,32
842643dffffffff,11
8426445ffffffff,15
842644dffffffff,23
8426455ffffffff,16
842645dffffffff,12
8426401ffffffff,26
8426465ffffffff,10
8426409ffffffff,19
842646dffffffff,10
8426447ffffffff,26
8426421ffffffff,9
8426713ffffffff,18
8426429ffffffff,31
844886dffffffff,3
8448861ffffffff,3
8448869ffffffff,4
8429807ffffffff,1
8429803ffffffff,2
842980bffffffff,4
8448cd1ffffffff,11
8429b2dffffffff,29
8429b63ffffffff,12
8448cd3ffffffff,19
8448cdbffffffff,18
8448cddffffffff,1
8429b67ffffffff,13
8427183ffffffff,12
8427453ffffffff,21
84276e1ffffffff,5
842745bffffffff,26
84276e9ffffffff,1
8427631ffffffff,6
84276a5ffffffff,21
84276adffffffff,22
84276e3ffffffff,9
842745dffffffff,2
84276ebffffffff,2
8427633ffffffff,11
8427411ffffffff,20
8427419ffffffff,25
84276a7ffffffff,9
8427457ffffffff,6
84276e5ffffffff,12
84276edffffffff,5
842740bffffffff,2
8427413ffffffff,8
84276a1ffffffff,13
842741bffffffff,14
8427451ffffffff,13
84276a9ffffffff,13
8427459ffffffff,8
84276e7ffffffff,21
8427637ffffffff,5
842741dffffffff,11
8444743ffffffff,1
8426c65ffffffff,2
8426c6dffffffff,5
8426f31ffffffff,11
8426c67ffffffff,5
8426f33ffffffff,11
8426f3bffffffff,14
8426d41ffffffff,2
8426f35ffffffff,6
8426d49ffffffff,1
8426c2dffffffff,4
8426f37ffffffff,10
8426d4bffffffff,5
8448d25ffffffff,28
84488b3ffffffff,34
8448d2dffffffff,11
8448d63ffffffff,19
84488bbffffffff,21
8426da1ffffffff,6
8448d6bffffffff,6
8426da9ffffffff,16
8448895ffffffff,4
8448d65ffffffff,18
8426da3ffffffff,9
8448d6dffffffff,23
8426dabffffffff,6
8448897ffffffff,8
8448d29ffffffff,7
84488b7ffffffff,15
8448d67ffffffff,9
8426da5ffffffff,7
8426dadffffffff,28
8448d61ffffffff,11
8448d69ffffffff,7
8426da7ffffffff,16
8427aabffffffff,5
8427a85ffffffff,5
8427a8dffffffff,4
8427abdffffffff,2
8427a89ffffffff,5
8429ac1ffffffff,8
8429ac3ffffffff,16
8429ac5ffffffff,31
8429ac7ffffffff,30
8426f0bffffffff,8
8426f61ffffffff,7
8426f69ffffffff,8
8426a93ffffffff,7
8426f0dffffffff,6
8426f63ffffffff,3
8426f6bffffffff,6
8426a97ffffffff,3
84441a7ffffffff,18
8444f4bffffffff,17
8444f4dffffffff,16
8444f41ffffffff,21
8444f49ffffffff,11
8428c6bffffffff,5
8428c45ffffffff,4
8428f19ffffffff,7
8428f57ffffffff,13
8428c47ffffffff,4
8428f13ffffffff,8
8428c69ffffffff,6
8428c0dffffffff,3
840d2a7ffffffff,1
840d0e9ffffffff,1
840d2b7ffffffff,1
840d031ffffffff,1
840d0cbffffffff,1
840d039ffffffff,1
840d013ffffffff,1
840d01bffffffff,1
840d033ffffffff,1
840d0cdffffffff,1
840d03bffffffff,1
840d015ffffffff,1
840d2a3ffffffff,1
840d2abffffffff,1
840d0edffffffff,1
840d035ffffffff,1
840d03dffffffff,1
840d017ffffffff,1
840d0c1ffffffff,1
840d2b5ffffffff,1
840d0c9ffffffff,1
840d2bdffffffff,1
840d011ffffffff,1
840d0e1ffffffff,1
8426315ffffffff,7
842631dffffffff,10
842633dffffffff,6
8426317ffffffff,4
8426311ffffffff,12
8426319ffffffff,10
8426339ffffffff,5
8426313ffffffff,3
842631bffffffff,9
8426225ffffffff,10
8426537ffffffff,19
84265e1ffffffff,9
84265e9ffffffff,15
8426eddffffffff,15
8426531ffffffff,23
8426539ffffffff,9
8426533ffffffff,29
842653bffffffff,24
8426515ffffffff,9
8426ed1ffffffff,27
84265e5ffffffff,20
8426ed9ffffffff,22
84265edffffffff,18
8426535ffffffff,15
842653dffffffff,5
8426517ffffffff,10
8426edbffffffff,15
8426ec9ffffffff,21
840cd9bffffffff,1
840cca5ffffffff,1
840cdd1ffffffff,3
840ccadffffffff,1
840cdc3ffffffff,1
840cd95ffffffff,1
840cdcbffffffff,1
840cd9dffffffff,1
840cca7ffffffff,1
840cdd3ffffffff,1
840cddbffffffff,1
840cc35ffffffff,1
840cca1ffffffff,1
840cca9ffffffff,1
840cdd5ffffffff,1
840cdddffffffff,1
840cce7ffffffff,1
840cd81ffffffff,1
840cd89ffffffff,1
840cd91ffffffff,1
840cc37ffffffff,1
840cdc7ffffffff,1
840cd99ffffffff,1
840cdd7ffffffff,1
840cd83ffffffff,1
840cd8bffffffff,1
840cdc1ffffffff,1
8428855ffffffff,39
842885dffffffff,33
8428a23ffffffff,2
8428801ffffffff,20
8428809ffffffff,33
8428847ffffffff,35
8428857ffffffff,4
8428b13ffffffff,7
842880bffffffff,23
8428841ffffffff,33
8428a35ffffffff,4
8428849ffffffff,23
8428851ffffffff,10
8428859ffffffff,5
8428a27ffffffff,3
8428869ffffffff,5
842880dffffffff,25
8428843ffffffff,48
8428a37ffffffff,5
842884bffffffff,34
842886bffffffff,24
8428845ffffffff,25
842884dffffffff,20
8427903ffffffff,4
8427967ffffffff,9
842790bffffffff,6
8427941ffffffff,4
8427923ffffffff,15
842792bffffffff,15
8427961ffffffff,8
8427905ffffffff,18
8427969ffffffff,4
842790dffffffff,11
8427943ffffffff,5
842792dffffffff,6
8427963ffffffff,16
8427907ffffffff,6
842796bffffffff,9
842793dffffffff,3
8427945ffffffff,2
84289a5ffffffff,1
8427901ffffffff,9
8427965ffffffff,3
8427909ffffffff,5
842796dffffffff,3
8427947ffffffff,5
8427921ffffffff,16
8427929ffffffff,15
8444d51ffffffff,19
8428005ffffffff,16
8428029ffffffff,15
8428165ffffffff,7
842816dffffffff,9
8428147ffffffff,9
8429897ffffffff,31
8429891ffffffff,52
84298d7ffffffff,16
8428161ffffffff,3
8428169ffffffff,3
842988bffffffff,13
8429893ffffffff,19
842816bffffffff,9
84298bbffffffff,13
8428145ffffffff,4
8429895ffffffff,30
842989dffffffff,23
842ad55ffffffff,22
842a009ffffffff,2
842a047ffffffff,2
842a029ffffffff,7
842a067ffffffff,9
842a041ffffffff,2
842a33bffffffff,23
842a051ffffffff,1
842a061ffffffff,8
842a069ffffffff,7
842a043ffffffff,1
842a04bffffffff,1
842a063ffffffff,9
842a06bffffffff,6
842a045ffffffff,4
842a055ffffffff,1
842a05dffffffff,1
842a065ffffffff,14
84270b1ffffffff,10
8427083ffffffff,2
8427561ffffffff,21
84270b9ffffffff,9
842708bffffffff,1
8427569ffffffff,33
8427093ffffffff,16
84270b3ffffffff,12
84270bbffffffff,18
8427095ffffffff,15
842709dffffffff,3
84270b5ffffffff,14
8427087ffffffff,3
8427565ffffffff,7
84270bdffffffff,9
842756dffffffff,14
8427097ffffffff,16
8427081ffffffff,3
84270b7ffffffff,9
8427091ffffffff,7
8427099ffffffff,7
8444a93ffffffff,27
8444a9bffffffff,22
8444a9dffffffff,14
8444a91ffffffff,38
8444a99ffffffff,23
8444ad7ffffffff,6
842750dffffffff,8
842709bffffffff,3
8427563ffffffff,8
842756bffffffff,22
8427545ffffffff,21
842754dffffffff,6
8427547ffffffff,12
8427529ffffffff,3
842625bffffffff,4
8427567ffffffff,7
8427541ffffffff,10
8427a37ffffffff,2
842784bffffffff,2
8427853ffffffff,7
8427ae1ffffffff,3
842785bffffffff,6
8427ae9ffffffff,1
8427a31ffffffff,1
8427a39ffffffff,1
8427855ffffffff,3
8427aadffffffff,10
8427ae3ffffffff,4
842785dffffffff,3
8427a33ffffffff,1
8427a3bffffffff,1
8427857ffffffff,2
8427ae5ffffffff,1
8427aedffffffff,1
8427851ffffffff,1
8427aa9ffffffff,14
8427a17ffffffff,1
8427859ffffffff,2
8427ae7ffffffff,9
8426de7ffffffff,35
8426d85ffffffff,3
8448d21ffffffff,4
8426de3ffffffff,13
8426d87ffffffff,5
842655bffffffff,7
840c735ffffffff,9
840c707ffffffff,2
840c549ffffffff,1
840c73dffffffff,11
840c551ffffffff,4
840c717ffffffff,1
840c559ffffffff,12
840c543ffffffff,5
840cec9ffffffff,1
840c737ffffffff,22
840c54bffffffff,2
840c55bffffffff,1
840c465ffffffff,5
840c46dffffffff,12
840c507ffffffff,2
840c731ffffffff,25
840c739ffffffff,16
840c55dffffffff,8
840c501ffffffff,3
840c509ffffffff,3
840c733ffffffff,25
840c73bffffffff,16
840c715ffffffff,4
8426ae5ffffffff,9
8426aedffffffff,3
8426859ffffffff,16
8426ae1ffffffff,8
8426a85ffffffff,4
8426ae3ffffffff,4
842685dffffffff,10
8426aebffffffff,11
8426a33ffffffff,4
84275b5ffffffff,12
8426743ffffffff,18
842629bffffffff,12
84275a7ffffffff,12
842674bffffffff,15
842674dffffffff,18
8426709ffffffff,9
84275a3ffffffff,19
8426747ffffffff,11
8426741ffffffff,18
84275a5ffffffff,11
8426749ffffffff,11
84269c1ffffffff,29
84269c9ffffffff,23
84269e1ffffffff,7
8426823ffffffff,11
84269e9ffffffff,5
84269c3ffffffff,20
84269cbffffffff,17
8426913ffffffff,10
842691bffffffff,10
84269ebffffffff,6
8426835ffffffff,13
84269c5ffffffff,21
84269cdffffffff,33
84269d5ffffffff,17
84269ddffffffff,14
8426827ffffffff,13
8426989ffffffff,14
84269edffffffff,3
84269c7ffffffff,10
842aa95ffffffff,9
842af4dffffffff,5
842aa97ffffffff,8
842aa93ffffffff,11
8444505ffffffff,18
8444501ffffffff,44
842b9b1ffffffff,11
842b9b9ffffffff,3
842ab5dffffffff,3
842aa67ffffffff,15
842b993ffffffff,33
842b9b3ffffffff,23
842aa61ffffffff,14
842b9bbffffffff,22
842aa69ffffffff,20
842b995ffffffff,2
842ab51ffffffff,8
842b9b5ffffffff,3
842ab59ffffffff,12
842b9bdffffffff,2
842b997ffffffff,20
842ab4bffffffff,3
842b9b7ffffffff,4
842ab5bffffffff,15
842aa65ffffffff,20
842aa6dffffffff,26
84440b5ffffffff,2
8444e4bffffffff,4
8444415ffffffff,9
844441dffffffff,19
8444453ffffffff,9
8444417ffffffff,8
8444455ffffffff,29
8444411ffffffff,18
8444457ffffffff,12
8444403ffffffff,3
8444439ffffffff,11
844440bffffffff,17
8444451ffffffff,16
8428d43ffffffff,32
8428f37ffffffff,33
8428d15ffffffff,16
8428d4bffffffff,29
8428d1dffffffff,36
8428d53ffffffff,6
8428d5bffffffff,11
8428d17ffffffff,18
8428d55ffffffff,53
8428d5dffffffff,50
8428d09ffffffff,29
8428f33ffffffff,17
8428d11ffffffff,20
8428d47ffffffff,21
8428de9ffffffff,18
8428d57ffffffff,41
8428d0bffffffff,37
8428d41ffffffff,14
8428f35ffffffff,6
8428d13ffffffff,17
8428d49ffffffff,8
8428d51ffffffff,41
8428d59ffffffff,45
8427727ffffffff,3
8427549ffffffff,3
842a90dffffffff,14
842a943ffffffff,12
842a915ffffffff,14
842a91dffffffff,20
842a953ffffffff,24
842a95bffffffff,10
842a955ffffffff,20
842a95dffffffff,18
842a901ffffffff,19
842a909ffffffff,17
842a911ffffffff,17
842a947ffffffff,12
842a919ffffffff,19
842a957ffffffff,35
842a903ffffffff,22
842a939ffffffff,33
842a90bffffffff,17
842a825ffffffff,13
842a951ffffffff,22
842a82dffffffff,10
842a959ffffffff,11
842604bffffffff,10
842698dffffffff,3
8429ae3ffffffff,20
8428f55ffffffff,30
8428f01ffffffff,57
8428f09ffffffff,41
8428f47ffffffff,23
8428f29ffffffff,11
8428f03ffffffff,26
8428f39ffffffff,29
8428f0bffffffff,33
8428f2bffffffff,9
8428f05ffffffff,32
8428f0dffffffff,37
8428f43ffffffff,29
8428f15ffffffff,2
8428f1dffffffff,15
8428f63ffffffff,18
8428f07ffffffff,30
8428f6bffffffff,10
842ab37ffffffff,13
842a865ffffffff,20
842a86dffffffff,27
842ab31ffffffff,31
842ab03ffffffff,15
842ab39ffffffff,31
842a867ffffffff,11
842ab23ffffffff,6
842ab2bffffffff,5
842ab33ffffffff,31
842ab3bffffffff,36
842ab15ffffffff,28
842a861ffffffff,16
842ab35ffffffff,19
842ab07ffffffff,9
842ab3dffffffff,17
8427aa3ffffffff,3
8427aa5ffffffff,7
8427aebffffffff,2
8427aa7ffffffff,2
8427ac7ffffffff,1
8427aa1ffffffff,8
842781bffffffff,3
844cea3ffffffff,9
844cc53ffffffff,38
844ceabffffffff,22
844cee1ffffffff,23
844cc5bffffffff,27
844ce85ffffffff,27
844ce8dffffffff,16
844cea5ffffffff,16
844ceadffffffff,28
844cee3ffffffff,40
844ce87ffffffff,19
844ceebffffffff,15
844ccc9ffffffff,1
844cebdffffffff,8
844ce33ffffffff,23
844cc19ffffffff,14
844cea7ffffffff,5
844cc57ffffffff,25
844cee5ffffffff,28
844ceedffffffff,16
844cea1ffffffff,20
844cc1bffffffff,3
844cc51ffffffff,32
844cea9ffffffff,40
844cc59ffffffff,32
844cee7ffffffff,30
84464e3ffffffff,14
84464ebffffffff,6
84465dbffffffff,1
8446489ffffffff,1
84464c7ffffffff,1
84464e1ffffffff,6
84464e9ffffffff,1
844648dffffffff,2
842a92bffffffff,21
842a933ffffffff,19
842a905ffffffff,16
842a93bffffffff,18
