name,longitude,latitude,population
Sunnybank Hills,153.05388,-27.61025,17842
Rochedale South,153.12332,-27.59521,15073
Cranbourne East,145.29814,-38.11531,15994
Cranbourne North,145.29871,-38.07758,19900
Narre Warren South,145.2923,-38.04369,30132
Dandenong North,145.2081,-37.96649,22225
Frankston South,145.13643,-38.16604,17826
Sunshine West,144.81637,-37.79117,18568
Altona Meadows,144.78367,-37.88413,18874
Hurstville,151.10149,-33.9677,29744
West Pennant Hills,151.04764,-33.7457,16162
Melbourne City Centre,144.96657,-37.81501,60057
Adelaide city centre,138.60334,-34.92873,19820
Wollongong city centre,150.89268,-34.4279,19108
Tanki Leendert,-70.02004,12.53914,21500
San Nicolas,-69.90713,12.43624,15200
Oranjestad,-70.02703,12.52398,29998
Mariehamn,19.93481,60.09726,10682
Xankandi,46.7528,39.8177,53100
Ahmadbayli,48.39158,39.88074,17242
Susa,46.74989,39.76006,18662
Salyan,48.98479,39.59621,36555
Saatli,48.36892,39.93214,87000
Neftcala,49.247,39.3768,18661
Nakhchivan,45.41222,39.20889,64754
Lankaran,48.85062,38.75428,240300
Imishli,48.05995,39.87095,34178
Fizuli,47.14529,39.60094,26765
Jalilabad,48.49186,39.20963,36259
Pushkino,48.545,39.45833,18182
Beylagan,47.61861,39.77556,15599
Astara,48.87498,38.45598,15190
Sirvan,48.929,39.93778,70220
Agdam,46.92736,39.99096,39451
Zaqatala,46.64479,41.6316,18277
Zabrat,49.94174,40.47746,21396
Yevlakh,47.15014,40.61832,127400
Goygol,46.3189,40.58584,17816
Xacmaz,48.80565,41.46426,37175
Ujar,47.65423,40.51902,15741
Terter,46.93161,40.34201,18185
Sumqayit,49.66861,40.58972,265150
Qaracuxur,49.97361,40.39667,72989
Shamkhor,46.0178,40.82975,35421
Shamakhi,48.64137,40.63141,29403
Sheki,47.17056,41.19194,63000
Sabuncu,49.94806,40.4425,20996
Sabirabad,48.47701,40.00869,28075
Qusar,48.4302,41.4275,16022
Quba,48.51341,41.36108,22405
Haciqabul,48.94286,40.03874,23102
Qazax,45.36561,41.09246,18903
Haci Zeynalabdin,49.55861,40.62333,19019
Mingelchaur,47.05953,40.76395,95453
Mastaga,50.00616,40.52983,40092
Mardakan,50.14292,40.49182,15267
Lokbatan,49.73376,40.3256,30694
Kyurdarmir,48.15649,40.34257,19088
Khirdalan,49.75502,40.44808,37949
Yeni Suraxani,50.03598,40.43026,16127
Goycay,47.74219,40.65055,35348
Hovsan,50.08528,40.37444,36293
Ganja,46.36056,40.68278,313300
Divichibazar,48.98712,41.20117,23248
Buzovna,50.11438,40.51903,24795
Biny Selo,50.08686,40.45076,24596
Barda,47.12619,40.37577,37372
Bilajari,49.80566,40.4444,42194
Baku,49.89201,40.37767,1116513
Amirdzhan,49.98361,40.42639,26798
Aghsu,48.40087,40.57028,17209
Agdas,47.4738,40.64699,23528
Agdzhabedy,47.45937,40.05015,34989
Bakixanov,49.96693,40.41894,66686
Zenica,17.90397,44.20169,164423
Visoko,18.17806,43.98889,17890
Velika Kladusa,15.80579,45.18497,19330
Tuzla,18.66709,44.53842,142486
Trebinje,18.34362,42.71197,33178
Travnik,17.66583,44.22637,31127
Sarajevo,18.35644,43.84864,696731
Prijedor,16.71401,44.97991,36347
Mostar,17.80806,43.34333,104518
Lukavac,18.52618,44.54245,44520
Gradacac,18.42764,44.87851,15659
Gracanica,18.3101,44.70307,15758
Gorazde,18.97564,43.66795,17650
Doboj,18.08698,44.73179,27235
Cazin,15.94306,44.96694,21741
Bugojno,17.45083,44.05722,41378
Brcko,18.81012,44.86995,38968
Bosanska Krupa,16.15139,44.8825,15193
Bijeljina,19.21437,44.75874,37692
Bihac,15.87083,44.81694,75641
Banja Luka,17.19386,44.77842,221106
Konjic,17.96082,43.65126,15950
Bridgetown,-59.62021,13.10732,98511
Thakurgaon,88.46989,26.03097,71096
Teknaf,92.29773,20.85829,40557
Tungi,90.40232,23.89154,337579
Sylhet,91.87198,24.89904,237000
Dohar,90.14251,23.59311,45543
Jamalpur,89.94812,24.91965,167900
Shibganj,89.32266,25.00146,378701
Shibganj,88.15638,24.68501,35961
Satkhira,89.07185,22.70817,128918
Sirajganj,89.70802,24.45771,127481
Netrakona,90.72898,24.88352,79016
Narsingdi,90.71768,23.92298,281080
Sandwip,91.45491,22.51409,52152
Shahzadpur,89.5988,24.17687,102420
Ramganj,90.84989,23.1006,55241
Rajshahi,88.60114,24.374,700133
Pirojpur,89.97521,22.57965,54418
Panchagarh,88.55777,26.33338,48531
Patiya,91.979,22.29543,51360
Parbatipur,88.93093,25.66369,48020
Narayanganj,90.50298,23.61352,223622
Nalchiti,90.27195,22.63696,38703
Nagarpur,89.87696,24.05783,238422
Nageswari,89.69153,25.96817,49425
Mymensingh,90.40646,24.75636,225126
Muktagacha,90.25698,24.76484,24684
Mirzapur,90.09841,24.10287,41137
Maulavi Bazar,91.77075,24.48888,57441
Morrelgonj,89.85584,22.45566,31647
Mehendiganj,90.52859,22.82257,39424
Mathba,89.95883,22.28616,29760
Lalmonirhat,89.44595,25.91719,65127
Laksham,91.12143,23.24018,82290
Comilla,91.18503,23.46186,389411
Rangpur,89.25166,25.74664,343122
Kushtia,89.11943,23.9028,135724
Kaliganj,89.13801,23.40964,45631
Jhingergacha,89.09061,23.11134,41957
Joypur Hat,89.02734,25.10147,73068
Ishurdi,89.06573,24.12858,81995
Habiganj,91.41299,24.38044,88760
Gaurnadi,90.22376,22.97372,40519
Gafargaon,90.5585,24.432,34177
Feni,91.3966,23.0144,84028
Raipur,90.76808,23.0391,64652
Sarankhola,89.79113,22.31006,36470
Dhaka,90.40744,23.7104,10356500
Chilmari,89.67097,25.55613,49736
Chhagalnaiya,91.51091,23.02475,39335
Lalmohan,90.73708,22.33774,42220
Khagrachhari,91.97007,23.10787,50364
Chhatak,91.66958,25.03852,39218
Bhatpara Abhaynagar,89.43936,23.01472,42653
Bheramara,88.99234,24.02452,38159
Bhairab Bazar,90.9764,24.0524,105457
Bandarban,92.21946,22.19534,32523
Kalia,89.63094,23.043,40492
Baniachang,91.35787,24.51863,37807
Bajitpur,90.95002,24.21623,34560
Bagerhat,89.79123,22.65657,266388
Badarganj,89.05377,25.67419,32600
Narail,89.49515,23.15509,55112
Tungipara,89.90326,22.89983,62210
Sonargaon,90.61667,23.65,130000
Sarishabari,89.83126,24.75127,81325
Sakhipur,90.16943,24.31988,40869
Raojan,91.91919,22.53511,25708
Phultala,89.51194,22.71673,37985
Palang,90.35076,23.21824,67652
Par Naogaon,88.94875,24.80418,192464
Nabinagar,90.96792,23.88791,31671
Lakshmipur,90.83005,22.9443,61703
Kesabpur,89.21954,22.90725,30926
Hajiganj,90.85508,23.25191,44343
Faridpur,89.84064,23.60612,112187
Dinajpur,88.63779,25.62745,206234
Uttar Char Fasson,90.71275,22.22647,48305
Chattogram,91.83168,22.3384,3920222
Char Bhadrasan,90.22698,23.30916,34423
Bera,89.63262,24.07821,39604
Burhanuddin,90.72391,22.49518,45670
Satkania,92.04955,22.07639,52005
Cox's Bazar,92.00955,21.43973,253788
Khulna,89.56439,22.80979,1342339
Bhola,90.64403,22.68759,99079
Barishal,90.37013,22.70497,202242
Jessore,89.21371,23.16971,243987
Pabna,89.2372,24.00644,186781
Tangail,89.91655,24.24984,180144
Bogra,89.37108,24.85098,210000
Pirgaaj,88.35943,25.85587,34606
Nawabganj,88.27444,24.59025,142361
Madaripur,90.20935,23.17097,84789
Sherpur,90.01751,25.01881,107419
Kishorganj,90.78291,24.43944,90690
Manikchari,91.84128,22.83957,24813
Bhandaria,90.06273,22.48898,30219
Bibir Hat,91.79058,22.68347,89030
Saidpur,88.89169,25.77769,199422
Puthia,88.83431,24.36537,159406
Natore,88.98673,24.41112,369138
Azimpur,90.3854,23.7298,96641
Paltan,90.41426,23.73625,184492
Joymontop,90.16472,23.78789,56000
Zwijndrecht,4.32664,51.21979,18249
Zwevegem,3.33848,50.81268,23358
Zottegem,3.81052,50.86955,24434
Zonhoven,5.36819,50.99064,19922
Zolder,5.30983,51.02455,17289
Zemst,4.46079,50.98318,21096
Zele,4.0403,51.06566,20236
Zedelgem,3.1368,51.14236,21968
Zaventem,4.47298,50.88365,28188
Wondelgem,3.70909,51.08705,23546
Woluwe-Saint-Lambert,4.42912,50.84389,56584
Wilrijk,4.39513,51.16734,41403
Willebroek,4.36019,51.06041,22808
Wevelgem,3.16667,50.8,30954
Wetteren,3.88341,51.00526,22930
Westerlo,4.91544,51.09049,22579
Wervik,3.03854,50.78069,17340
Wavre,4.60138,50.71717,32112
Watermael-Boitsfort,4.41436,50.80154,25157
Waterloo,4.3991,50.71469,29778
Waregem,3.42756,50.88898,35896
Walcourt,4.43796,50.25401,17501
Vise,5.69907,50.7376,17054
Vilvoorde,4.42938,50.92814,36955
Verviers,5.86241,50.58907,52824
Uccle,4.33943,50.80225,82929
Turnhout,4.94471,51.32254,44000
Tubize,4.2009,50.69059,18000
Tournai,3.38932,50.60715,67721
Torhout,3.10085,51.0656,18933
Tongeren,5.46484,50.78054,29816
Tienen,4.9378,50.80745,31743
Tielt,3.32707,50.99931,19299
Tessenderlo,5.08856,51.06513,16574
Tervuren,4.51418,50.82372,20623
Temse,4.21372,51.12794,26054
Stekene,4.03651,51.2099,16989
Stabroek,4.37127,51.33189,17294
Soumagne,5.74679,50.61385,15237
Soignies,4.07129,50.57904,24869
Sint-Truiden,5.18647,50.81679,37859
Sint-Pieters-Leeuw,4.24355,50.77926,30446
Sint-Niklaas,4.1437,51.16509,69010
Sint-Kruis,3.24949,51.21399,16000
Sint-Katelijne-Waver,4.53469,51.06691,19487
Sint-Gillis-Waas,4.12374,51.21914,17658
Sint-Genesius-Rode,4.35754,50.74645,17990
Sint-Andries,3.17891,51.19696,19336
Sint-Amandsberg,3.74943,51.05947,32115
Seraing,5.50115,50.58362,60737
Schoten,4.50268,51.25251,33622
Schilde,4.58336,51.24107,20373
Schaerbeek,4.37737,50.86935,132761
Saint-Nicolas,5.53243,50.62837,22586
Saint-Josse-ten-Noode,4.37282,50.8538,27366
Saint-Gilles,4.34389,50.82763,50221
Saint-Ghislain,3.81886,50.44816,22500
Rotselaar,4.71665,50.95302,15007
Ronse,3.6005,50.74574,24204
Roeselare,3.12269,50.94653,56016
Rixensart,4.52529,50.71229,21616
Riemst,5.60131,50.80995,15809
Ranst,4.56533,51.18983,17405
Quaregnon,3.8653,50.44067,18491
Puurs,4.28844,51.07409,15944
Putte,4.63263,51.05337,15276
Poperinge,2.72659,50.85386,19537
Pont-a-Celles,4.36887,50.50518,15909
Peruwelz,3.59373,50.50819,16647
Peer,5.45952,51.1303,15551
Overijse,4.53461,50.77436,23486
Oupeye,5.6468,50.71184,23594
Oudenaarde,3.60891,50.85168,27935
Oostkamp,3.23128,51.15432,21489
Ostend,2.927,51.21551,69011
Nivelles,4.32848,50.59833,24149
Ninove,4.02657,50.82776,34795
Nijlen,4.67008,51.16096,20792
Neerpelt,5.4427,51.22807,16122
Namur,4.86746,50.4669,106284
Mouscron,3.20639,50.74497,52069
Mortsel,4.45127,51.16697,24525
Morlanwelz-Mariemont,4.24519,50.45502,18233
Montignies-sur-Sambre,4.49109,50.41081,18765
Mons,3.95229,50.45413,91277
Molenbeek-Saint-Jean,4.31248,50.8499,97037
Mol,5.11662,51.19188,32659
Middelkerke,2.82077,51.18532,17789
Merksem,4.44903,51.24623,44435
Merelbeke,3.74621,50.99447,16684
Menen,3.12245,50.79722,31916
Meise,4.32655,50.93934,18497
Mechelen-aan-de-Maas,5.69144,50.96589,15374
Mechelen,4.47762,51.02574,77530
Mariakerke,3.68289,51.07476,17062
Marcinelle,4.44388,50.39216,23696
Marchienne-au-Pont,4.3953,50.40573,15154
Marche-en-Famenne,5.34416,50.22678,16856
Manage,4.23589,50.50312,22196
Maldegem,3.44511,51.20737,22092
Maasmechelen,5.69452,50.96545,36251
Maaseik,5.78379,51.09802,25201
Louvain-la-Neuve,4.61443,50.66829,29521
Lommel,5.31349,51.23074,31993
Lokeren,3.99339,51.10364,41438
Lochristi,3.83194,51.09644,19696
Lille,4.82313,51.24197,15466
Lier,4.57041,51.13128,33272
Liege,5.56749,50.63373,182597
Leuven,4.70093,50.87959,92892
Lessines,3.83579,50.71104,17687
Lede,3.98594,50.96626,16813
Lebbeke,4.13457,51.00464,17372
Lanaken,5.6468,50.89318,24771
La Louviere,4.18785,50.48657,76668
Kortrijk,3.26487,50.82803,73879
Kortenberg,4.54353,50.88982,17774
Kontich,4.44706,51.13213,20290
Koksijde,2.63772,51.11642,21957
Koersel,5.27121,51.05909,18076
Koekelberg,4.33136,50.86117,21984
Knokke-Heist,3.26667,51.35,33781
Kessel-Lo,4.73717,50.88549,30215
Kasterlee,4.96651,51.24118,17765
Kapellen,4.43539,51.31377,26410
Kalmthout,4.47556,51.38442,17485
Jumet,4.43745,50.4422,24510
Jette,4.33419,50.87309,52490
Jambes,4.87166,50.45636,19658
Izegem,3.21378,50.91396,26382
Ixelles,4.36667,50.83333,86671
Ieper,2.88569,50.85114,35089
Huy,5.23284,50.51894,19973
Houthalen,5.37429,51.03427,30050
Hoogstraten,4.76034,51.40029,18524
Hoboken,4.34844,51.17611,34443
Heverlee,4.69597,50.86426,23278
Heusy,5.86618,50.57457,15420
Heusden,5.28013,51.03664,31017
Herzele,3.89014,50.88681,16523
Herve,5.79353,50.64083,16544
Herstal,5.62346,50.66415,36503
Herentals,4.83248,51.17655,25912
Herent,4.67056,50.90861,19218
Helchteren,5.38244,51.05591,30050
Heist-op-den-Berg,4.72827,51.07537,37873
Hasselt,5.33781,50.93106,69222
Harelbeke,3.30935,50.85343,25978
Hamme,4.13705,51.09822,22891
Halle,4.23454,50.73385,34479
Haaltert,4.00093,50.90634,17129
Grivegnee,5.61101,50.62148,21057
Grimbergen,4.37213,50.93409,37000
Gilly,4.4789,50.42449,20043
Geraardsbergen,3.88223,50.77343,30807
Gentbrugge,3.76509,51.03692,15885
Gent,3.71667,51.05,231493
Genk,5.50082,50.965,63666
Gembloux,4.69889,50.56149,21676
Geel,4.98917,51.16557,34697
Ganshoren,4.31531,50.87065,24859
Frameries,3.89603,50.40578,20598
Forest,4.32775,50.81678,56254
Fleurus,4.55006,50.48351,22080
Fleron,5.68062,50.61516,15994
Flemalle-Haute,5.44471,50.59994,25144
Evergem,3.70976,51.11306,31615
Evere,4.39905,50.87441,41667
Eupen,6.03647,50.6279,18029
Etterbeek,4.38835,50.83272,48344
Ekeren,4.41813,51.28087,23300
Eeklo,3.55654,51.18703,19116
Edegem,4.44504,51.15662,21839
Duffel,4.50903,51.09554,16011
Dour,3.77792,50.39583,16861
Dilbeek,4.25972,50.84799,39482
Diksmuide,2.86384,51.03248,15515
Diest,5.05062,50.98923,22516
Diepenbeek,5.41875,50.90769,17699
Deurne,4.46595,51.22134,78747
Destelbergen,3.79899,51.05952,16853
Dendermonde,4.10106,51.02869,43055
Denderleeuw,4.07601,50.88506,16969
Deinze,3.53096,50.98175,29815
Courcelles,4.3747,50.46379,29473
Colfontaine,3.85569,50.4141,19964
Chaudfontaine,5.6341,50.5828,20960
Chatelineau,4.52016,50.41499,17166
Chatelet,4.52826,50.40338,35238
Chasse Royale,3.95001,50.42842,0
Charleroi,4.44448,50.41136,200132
Brussels,4.34878,50.85045,1019022
Brugge,3.22424,51.20892,116709
Brasschaat,4.49182,51.2912,37040
Braine-le-Comte,4.14658,50.60979,20133
Braine-l'Alleud,4.36784,50.68363,37512
Boussu,3.7944,50.43417,20058
Bornem,4.24364,51.09716,19997
Borgerhout,4.43539,51.20957,46087
Boom,4.3717,51.09242,15810
Blauwput,4.72415,50.88587,30215
Blankenberge,3.13227,51.31306,18000
Binche,4.16469,50.41155,32030
Bilzen,5.5184,50.87325,29622
Beveren,4.25633,51.21187,45179
Bevere,3.5873,50.8496,15311
Beringen,5.22606,51.04954,40930
Berchem-Sainte-Agathe,4.29557,50.86567,25162
Berchem,4.43264,51.19021,43511
Beersel,4.3002,50.76589,23228
Beerse,4.85304,51.31927,16208
Balen,5.17027,51.16837,19978
Auderghem,4.43333,50.81667,33984
Ath,3.77801,50.62937,26681
Assebroek,3.2623,51.19367,19772
Asse,4.19836,50.91011,28985
Arlon,5.81667,49.68333,26179
Antwerpen,4.40026,51.22047,459805
Ans,5.52029,50.6623,27297
Anderlecht,4.31454,50.83619,160553
Andenne,5.09513,50.48941,24055
Aarschot,4.83695,50.98715,27656
Aalter,3.44693,51.09017,18802
Aalst,4.0355,50.93604,77534
Zorgo,-0.61527,12.24922,23892
Yako,-2.26075,12.9591,22904
Tougan,-3.0694,13.0725,17590
Titao,-2.06667,13.76667,19131
Tenkodogo,-0.36972,11.78,37658
Reo,-2.47094,12.31963,37535
Po,-1.145,11.16972,17924
Ouahigouya,-2.42158,13.58278,61096
Ouagadougou,-1.53388,12.36566,1086505
Nouna,-3.86305,12.72939,29048
Manga,-1.07306,11.66361,15173
Leo,-2.10654,11.10033,26884
Koupela,-0.35103,12.17864,32052
Koudougou,-2.36272,12.25263,87347
Kongoussi,-1.53472,13.32583,26338
Kombissiri,-1.33644,12.06884,30137
Kokologo,-1.87687,12.19392,25958
Kaya,-1.08444,13.09167,39229
Hounde,-3.51667,11.5,36593
Gourcy,-2.35893,13.20776,16765
Garango,-0.55056,11.8,29076
Fada N'gourma,0.35843,12.06157,33910
Dori,-0.03261,14.0341,37806
Djibo,-1.62554,14.0994,22223
Diapaga,1.78838,12.07305,26013
Dedougou,-3.46075,12.46338,45341
Bousse,-1.89515,12.66121,15868
Boulsa,-0.57469,12.66664,17489
Bobo-Dioulasso,-4.2979,11.17715,360106
Banfora,-4.76667,10.63333,60288
Yambol,26.5,42.48333,80116
Vratsa,23.5625,43.21,64941
Vidin,22.88236,43.99159,54409
Velingrad,23.99155,42.02754,24036
Veliko Turnovo,25.62904,43.08124,66217
Varna,27.91667,43.21667,312770
Targovishte,26.57215,43.2512,37774
Troyan,24.71589,42.89427,21162
Dobrich,27.83333,43.56667,94831
Svishtov,25.35033,43.61875,30157
Svilengrad,26.2,41.76667,19279
Stara Zagora,25.64194,42.43278,143431
Dupnitsa,23.11667,42.26667,34764
Sofia,23.32415,42.69751,1152556
Smolyan,24.71204,41.57439,32069
Sliven,26.32917,42.68583,96368
Silistra,27.26056,44.1171,39715
Shumen,26.92286,43.27064,87283
Sevlievo,25.11361,43.02583,24582
Sandanski,23.28333,41.56667,28510
Samokov,23.5528,42.337,26765
Ruse,25.9534,43.84872,156238
Razgrad,26.51667,43.53333,38285
Rakovski,24.94083,42.27408,15782
Parvomay,25.21667,42.1,17000
Popovo,26.23333,43.35,16571
Plovdiv,24.75,42.15,340494
Pleven,24.61667,43.41667,118675
Petrich,23.20702,41.39846,30722
Peshtera,24.29995,42.03372,18676
Pernik,23.03333,42.6,82467
Pazardzhik,24.33333,42.2,75977
Panagyurishte,24.19021,42.49518,19389
Nova Zagora,26.01667,42.48333,23625
Montana,23.225,43.4125,47445
Lovech,24.71667,43.13333,42211
Lom,23.23677,43.82106,26594
Kyustendil,22.69111,42.28389,48286
Kardzhali,25.36667,41.65,51000
Haskovo,25.55557,41.93415,79699
Harmanli,25.9,41.93333,18931
Kazanlak,25.4,42.61667,47325
Karnobat,26.98333,42.65,19709
Karlovo,24.8,42.63333,30340
Gotse Delchev,23.73333,41.56667,20522
Gorna Oryahovitsa,25.70167,43.12778,32792
Gabrovo,25.33417,42.87472,66175
Dimitrovgrad,25.6,42.05,38015
Chirpan,25.33333,42.2,15109
Burgas,27.46781,42.50606,195966
Botevgrad,23.78333,42.9,20909
Blagoevgrad,23.1,42.01667,71306
Berkovitsa,23.12738,43.23581,15027
Aytos,27.25,42.7,20986
Asparuhovo,27.88823,43.18067,27000
Asenovgrad,24.86667,42.01667,54778
Sitrah,50.62056,26.15472,37657
Madinat `Isa,50.54778,26.17361,38090
Jidd Hafs,50.54778,26.21861,31735
Madinat Hamad,50.50694,26.11528,52718
Dar Kulayb,50.50389,26.06861,65466
Al Muharraq,50.61194,26.25722,97458
Manama,50.58565,26.22787,147074
Ar Rifa',50.555,26.13,79550
Makamba,29.804,-4.1348,19642
Bururi,29.62438,-3.94877,19740
Bujumbura,29.36142,-3.38193,331700
Muramvya,29.6079,-3.2682,18041
Gitega,29.92463,-3.42708,41000
Ruyigi,30.24861,-3.47639,38458
Ngozi,29.8306,-2.9075,21506
Kayanza,29.6293,-2.9221,19443
Muyinga,30.3414,-2.8451,71076
Rutana,29.992,-3.9279,20893
Tchaourou,2.59753,8.88649,20971
Tanguieta,1.26651,10.62118,19833
Save,2.4866,8.03424,97309
Savalou,1.97558,7.92807,30187
Sakete,2.65866,6.73618,30111
Porto-Novo,2.60359,6.49646,234168
Pobe,2.6649,6.98008,32983
Parakou,2.63031,9.33716,163753
Ouidah,2.08506,6.36307,83503
Nikki,3.21075,9.94009,69970
Natitingou,1.37962,10.30416,80892
Malanville,3.38327,11.86819,37117
Lokossa,1.71674,6.63869,86971
Ketou,2.59978,7.36332,22341
Kandi,2.93861,11.13417,109701
Dogbo,1.78073,6.79911,41312
Djougou,1.66598,9.70853,237040
Dassa-Zoume,2.18333,7.75,21672
Cove,2.34017,7.22097,43554
Cotonou,2.41833,6.36536,780000
Come,1.88198,6.40764,29208
Bohicon,2.0667,7.17826,125092
Bembereke,2.66335,10.22827,24006
Bassila,1.6654,9.00814,23616
Banikoara,2.43856,11.29845,22487
Aplahoue,1.68333,6.93333,19862
Allada,2.15138,6.66547,20094
Abomey-Calavi,2.35566,6.44852,385755
Abomey,1.99119,7.18286,82154
Gustavia,-62.84978,17.89618,5988
Hamilton,-64.78303,32.2949,902
Tutong,114.64917,4.80278,19151
Seria,114.32476,4.60637,30097
Kuala Belait,114.2312,4.58361,31178
Bandar Seri Begawan,114.94006,4.89035,64409
Yacuiba,-63.67753,-22.01643,82803
Warnes,-63.16778,-17.5163,22036
Vinto,-66.31681,-17.39141,58739
Villazon,-65.59422,-22.08659,30253
Villa Yapacani,-63.83333,-17.4,18187
Villamontes,-63.46903,-21.26235,18761
Viacha,-68.3,-16.65,86218
Tupiza,-65.71875,-21.44345,22233
Trinidad,-64.9,-14.83333,84259
Tiquipaya,-66.21579,-17.33801,62675
Tarija,-64.72956,-21.53549,159269
Sucre,-65.26274,-19.03332,224838
Sipe Sipe,-66.35737,-17.45419,47000
Santiago del Torno,-63.38118,-17.98674,15543
Santa Cruz de la Sierra,-63.18117,-17.78629,1831434
San Ignacio de Velasco,-60.95,-16.36667,23569
Sacaba,-66.03825,-17.39799,180726
Riberalta,-66.06312,-11.00654,74014
Quillacollo,-66.27838,-17.39228,172405
Punata,-65.83472,-17.54234,15194
Potosi,-65.75306,-19.58361,141251
Oruro,-67.15,-17.98333,208684
Montero,-63.2505,-17.33866,88616
Mizque,-65.34016,-17.94101,30481
Llallagua,-66.58388,-18.42426,28069
La Paz,-68.15,-16.5,2004652
Laja,-68.38333,-16.53333,18023
Huanuni,-66.83583,-18.289,15492
Guayaramerin,-65.3581,-10.8258,36008
Cotoca,-63.05,-17.81667,18347
Colcapirhua,-66.23814,-17.3857,52732
Cochabamba,-66.1568,-17.3895,841276
Cobija,-68.76918,-11.02671,26585
Caranavi,-67.56586,-15.83403,45747
Camiri,-63.51833,-20.03849,27961
Bermejo,-64.33724,-22.73206,35411
Achocalla,-68.16667,-16.58333,19583
Ascencion de Guarayos,-63.18855,-15.89299,18816
San Borja,-66.74954,-14.85195,24610
Kralendijk,-68.26667,12.15,3081
Vitoria do Mearim,-44.87056,-3.46222,15775
Vitoria de Santo Antao,-35.29139,-8.11806,107383
Viseu,-46.14,-1.19667,18958
Conde,-34.9075,-7.25972,15859
Vigia,-48.14167,-0.85833,29229
Vicosa do Ceara,-41.09222,-3.56222,16636
Vicosa,-36.24083,-9.37139,19573
Viana,-45.00361,-3.22028,26689
Varzea Alegre,-40.38333,-5.35,21841
Varjota,-40.47667,-4.19444,16462
Vargem Grande,-43.91583,-3.54306,21419
Valenca do Piaui,-41.74556,-6.4075,15881
Uniao dos Palmares,-36.03194,-9.16278,41178
Uniao,-42.86417,-4.58583,15677
Tuntum,-44.64889,-5.25806,16402
Tucurui,-49.67923,-3.76585,76337
Tucuma,-50.05,-0.18333,15030
Trindade,-40.26778,-7.76194,19313
Trairi,-39.26889,-3.27778,23126
Toritama,-36.05667,-8.00667,23940
Tome Acu,-48.15222,-2.41889,34053
Timon,-42.83667,-5.09417,124427
Timbiras,-43.94056,-4.25528,17875
Timbauba,-35.31833,-7.50528,45121
Tiangua,-40.99167,-3.73222,45696
Teresina,-42.80194,-5.08917,744512
Sao Joao dos Inhamuns,-40.28333,-6,29188
Tamandare,-35.09995,-8.75632,17954
Tabira,-37.53944,-7.59083,16926
