id,value
8402c07ffffffff,10
8402c09ffffffff,10
8402c0bffffffff,10
8402c0dffffffff,10
8402c11ffffffff,10
8402c13ffffffff,10
8402c15ffffffff,10
8402c17ffffffff,10
8402c1dffffffff,10
8402c21ffffffff,10
8402c23ffffffff,10
8402c25ffffffff,10
8402c27ffffffff,10
8402c29ffffffff,10
8402c2bffffffff,10
8402c2dffffffff,10
8402c31ffffffff,10
8402c33ffffffff,10
8402c35ffffffff,10
8402c37ffffffff,10
8402c39ffffffff,10
8402c3bffffffff,10
8402c3dffffffff,10
8402c41ffffffff,16
8402c43ffffffff,10
8402c45ffffffff,16
8402c47ffffffff,10
8402c49ffffffff,16
8402c4bffffffff,10
8402c4dffffffff,16
8402c55ffffffff,10
8402c57ffffffff,10
8402c5dffffffff,10
8402c61ffffffff,16
8402c63ffffffff,10
8402c65ffffffff,10
8402c67ffffffff,10
8402c69ffffffff,10
8402c6bffffffff,10
8402c6dffffffff,16
8402c81ffffffff,10
8402c83ffffffff,10
8402c85ffffffff,10
8402c87ffffffff,10
8402c89ffffffff,10
8402c8dffffffff,10
8402c91ffffffff,10
8402c93ffffffff,10
8402c95ffffffff,10
8402c97ffffffff,10
8402c99ffffffff,10
8402c9bffffffff,10
8402c9dffffffff,10
8402ca1ffffffff,10
8402ca5ffffffff,10
8402ca7ffffffff,10
8402ca9ffffffff,10
8402cabffffffff,10
8402cadffffffff,10
8402cb3ffffffff,10
8402cb5ffffffff,10
8402cb7ffffffff,10
8402cbdffffffff,10
8402cc1ffffffff,10
8402cc3ffffffff,10
8402cc5ffffffff,10
8402cc7ffffffff,10
8402cc9ffffffff,10
8402ccbffffffff,10
8402cd1ffffffff,10
8402cd3ffffffff,10
8402cd7ffffffff,10
8402cdbffffffff,10
8402ce1ffffffff,10
8402ce3ffffffff,10
8402ce5ffffffff,10
8402ce7ffffffff,10
8402ce9ffffffff,10
8402cebffffffff,10
8402cedffffffff,10
8402d01ffffffff,10
8402d03ffffffff,10
8402d05ffffffff,10
8402d07ffffffff,10
8402d09ffffffff,10
8402d0bffffffff,10
8402d0dffffffff,10
8402d11ffffffff,10
8402d13ffffffff,10
8402d15ffffffff,10
8402d17ffffffff,10
8402d19ffffffff,10
8402d1bffffffff,10
8402d1dffffffff,10
8402d21ffffffff,10
8402d23ffffffff,10
8402d2bffffffff,10
8402d31ffffffff,10
8402d33ffffffff,10
8402d35ffffffff,10
8402d37ffffffff,10
8402d39ffffffff,10
8402d3bffffffff,10
8402d3dffffffff,10
8402d41ffffffff,10
8402d43ffffffff,10
8402d45ffffffff,10
8402d47ffffffff,10
8402d49ffffffff,10
8402d4bffffffff,10
8402d4dffffffff,10
8402d51ffffffff,10
8402d53ffffffff,10
8402d55ffffffff,10
8402d57ffffffff,10
8402d59ffffffff,16
8402d5bffffffff,10
8402d5dffffffff,10
8402d61ffffffff,10
8402d63ffffffff,10
8402d69ffffffff,10
8402d6bffffffff,10
8402d81ffffffff,10
8402d83ffffffff,10
8402d85ffffffff,10
8402d87ffffffff,11
8402d89ffffffff,10
8402d8bffffffff,10
8402d8dffffffff,10
8402d91ffffffff,10
8402d93ffffffff,10
8402d95ffffffff,10
8402d97ffffffff,10
