time1,time2,lon1,lat1,alt1,lon2,lat2,alt2
559,3145,144.7538,-37.926,-305,144.7613,-37.9433,23
561,4007,145.0971,-37.9753,-305,145.0983,-37.9878,-53
562,2009,-117.1145,33.5934,610,-116.9455,32.8228,335
567,3653,-122.448,48.464,305,-122.4555,48.4671,335
572,6679,116.6533,24.1512,7620,104.5848,29.1717,6576
572,2087,108.9711,-7.075,9449,106.7195,-6.0888,328
573,16370,133.3378,49.2922,11582,82.7938,55.0254,511
575,3357,-110.4272,31.7337,2438,-112.1135,35.884,3437
576,3870,-96.7671,31.8276,2134,-96.588,33.1937,328
576,7678,-82.4865,27.4258,305,-82.5029,27.4535,465
577,1552,-78.0148,39.0381,914,-77.5724,39.0803,305
577,3354,-84.3015,33.404,305,-84.3518,33.4329,732
582,3876,-86.4385,35.9817,914,-83.9756,35.8235,366
584,3217,-80.9502,35.1891,305,-86.1807,33.6446,2873
585,1703,-116.168,32.6888,2134,-117.1703,32.7289,84
585,2406,172.5249,-43.4952,-305,173.1643,-41.4745,4290
585,2385,-80.9334,35.1931,305,-79.3918,37.0745,9738
586,5231,-118.4918,34.2243,305,-111.3261,42.3359,13228
589,4153,-80.3548,43.1258,305,-78.7008,44.2355,1250
589,5826,-84.4223,33.6348,305,-87.9412,41.9657,274
590,1265,-72.5835,44.4589,914,-72.2273,44.5364,907
590,1798,-119.0636,34.2042,0,-119.0861,34.2109,46
591,10917,-104.6873,39.9118,2134,-78.7734,35.8841,152
591,3076,-97.03,32.9139,305,-95.335,29.6931,503
591,6203,106.1995,21.8393,11278,100.0542,11.9831,11582
592,2323,-81.3188,29.5176,914,-81.2324,29.3166,907
594,5489,-97.0508,32.9061,305,-106.9439,36.9252,5860
596,3888,-110.849,31.4169,914,-112.1236,33.3499,366
597,5459,-70.5273,41.3447,305,-74.1914,41.5055,434
598,4570,151.1784,-33.955,-305,153.1335,-27.3762,-107
598,3759,-73.489,40.7444,0,-73.4936,40.7475,61
603,5486,-111.6612,33.3077,305,-111.6444,33.2933,472
604,1288,-122.7836,47.5152,914,-122.9148,47.4623,1006
605,5669,-122.3765,37.6194,0,-111.9771,40.6166,2339
606,8612,-121.4995,38.5149,-305,-117.65,33.9637,229
607,2893,-107.1022,33.597,4572,-106.0604,35.6472,2210
608,5439,-117.5998,34.0569,0,-111.9522,40.5956,2278
608,1824,-118.4067,34.278,610,-117.648,33.896,419
609,5486,-87.7455,41.7806,0,-84.451,33.6495,373
609,1913,-118.0016,33.6971,0,-118.0021,33.6948,30
612,4154,132.9648,34.4361,914,140.1553,35.5996,1737
613,12285,-74.0754,40.8433,0,-95.3317,29.7067,511
614,6239,-86.5419,30.4837,0,-95.8833,36.1843,312
616,2463,-88.2988,42.2093,305,-88.3158,42.2241,610
619,7931,-122.308,47.4429,0,-116.4956,33.8161,145
619,11243,126.4328,37.4855,305,113.9246,22.3195,30
