state,type,id,year,incidents,fatalities
LA,I,210,1995,4,4
LA,I,210,2000,4,5
LA,I,210,2005,2,5
LA,I,210,2010,3,4
LA,I,210,2015,2,2
ME,I,295,1995,1,1
ME,I,295,2005,7,8
ME,I,295,2010,3,3
ME,I,295,2015,1,1
MD,I,895,1995,1,1
MD,I,895,2005,2,3
MD,I,895,2010,2,2
MA,I,84,1995,1,1
MA,I,84,2010,2,2
MA,I,190,1995,1,1
MA,I,190,2000,1,1
MA,I,190,2005,1,1
MA,I,190,2010,5,7
MA,I,190,2015,3,4
MI,I,496,1995,1,1
MI,I,496,2000,1,1
MI,I,496,2010,1,1
MS,I,220,1995,2,4
MS,I,220,2000,1,1
MS,I,220,2005,1,1
MS,I,220,2010,2,3
MS,I,220,2015,3,3
NH,I,89,1995,1,1
NH,I,89,2000,1,1
NH,I,89,2005,5,5
NH,I,89,2010,2,2
NH,I,89,2015,1,1
NH,I,293,1995,2,3
NH,I,293,2005,3,3
NH,I,293,2010,2,5
NH,I,293,2015,1,1
NH,I,95,1995,2,2
NH,I,95,2000,2,2
NH,I,95,2005,2,2
NH,I,95,2010,4,5
NH,I,95,2015,3,3
NJ,I,195,1995,1,1
NJ,I,195,2000,1,1
NJ,I,195,2005,3,3
NJ,I,195,2010,1,1
NJ,I,195,2015,4,4
NY,I,481,1995,1,2
NY,I,481,2010,1,1
NY,I,590,1995,1,1
NY,I,590,2005,1,2
NY,I,590,2015,1,1
NC,I,440,1995,1,1
NC,I,440,2000,6,7
NC,I,440,2005,3,3
NC,I,440,2010,3,3
NC,I,440,2015,4,5
NC,I,240,1995,2,2
NC,I,240,2005,3,3
NC,I,240,2010,3,3
NC,I,240,2015,2,2
OH,I,675,1995,1,1
OH,I,675,2000,4,4
OH,I,675,2005,6,7
OH,I,675,2010,1,1
PA,I,279,1995,5,10
PA,I,279,2000,2,2
PA,I,476,1995,3,4
PA,I,476,2000,6,6
PA,I,476,2010,1,1
PA,I,476,2015,7,8
PA,I,676,1995,1,1
PA,I,676,2015,1,1
PA,I,176,1995,2,2
PA,I,176,2000,2,3
PA,I,176,2005,2,2
SC,I,526,1995,1,1
SC,I,526,2000,2,3
SC,I,526,2005,2,2
SC,I,526,2015,2,2
TN,I,155,1995,1,1
TN,I,155,2000,1,1
TX,I,45G,1995,2,2
VT,I,93,1995,1,1
VA,I,495,1995,2,2
VA,I,495,2000,4,5
VA,I,495,2005,4,4
VA,I,495,2010,1,1
VA,I,495,2015,1,1
VA,I,295,1995,4,5
VA,I,295,2000,4,5
VA,I,295,2005,4,4
VA,I,295,2010,8,9
VA,I,295,2015,8,10
WV,I,68,1995,4,4
WV,I,68,2000,2,2
WV,I,68,2010,2,2
WV,I,68,2015,3,4
AR,I,530,2000,5,5
AR,I,530,2005,6,6
AR,I,530,2010,2,2
AR,I,530,2015,4,6
CA,I,980,2000,2,2
CA,I,980,2005,1,1
CA,I,780,2000,1,1
CA,I,780,2005,1,1
CA,I,780,2010,1,1
IA,I,480,2000,2,2
KS,I,470,2000,1,1
KY,I,275,2000,1,1
KY,I,275,2010,2,2
KY,I,275,2015,4,5
LA,I,310,2000,2,2
LA,I,310,2005,1,1
LA,I,310,2010,2,2
LA,I,220,2000,2,2
LA,I,220,2005,3,3
LA,I,220,2010,8,8
MD,I,97,2000,1,1
MD,I,97,2005,4,4
MD,I,97,2010,1,1
MD,I,97,2015,1,1
MD,I,595,2000,2,2
MD,I,595,2005,1,1
MD,I,595,2010,2,2
MD,I,595,2015,4,4
MA,I,395,2000,2,2
MA,I,395,2015,3,3
MI,I,194,2000,2,2
MN,I,394,2000,1,1
MN,I,394,2005,1,1
MO,I,670,2000,1,1
MO,I,57,2000,1,1
MO,I,57,2005,1,3
NE,I,129,2000,1,1
NV,I,515,2000,7,8
NV,I,515,2005,1,1
NV,I,215,2000,5,6
NV,I,215,2005,1,1
NV,I,215,2010,4,5
NV,I,215,2015,1,1
NV,I,580,2000,1,3
NV,I,580,2005,1,1
NV,I,580,2015,2,2
NY,I,86,2000,2,2
NY,I,86,2005,2,2
NY,I,86,2010,2,2
NY,I,86,2015,5,5
NC,I,74,2000,1,1
NC,I,74,2015,5,5
NC,I,485,2000,3,3
NC,I,485,2005,6,6
NC,I,485,2015,8,8
OH,I,670,2000,3,3
OH,I,670,2005,1,1
OH,I,670,2015,2,3
OH,I,470,2000,1,1
OH,I,74,2000,2,2
OH,I,74,2005,2,3
OH,I,74,2010,1,2
OH,I,74,2015,1,1
OK,I,235,2000,1,1
OK,I,235,2005,1,1
OK,I,235,2015,2,2
OR,I,82,2000,1,1
PA,I,99,2000,1,1
PA,I,99,2005,1,1
PA,I,99,2010,1,1
PA,I,99,2015,3,3
PA,I,376,2000,1,1
PA,I,376,2005,3,3
PA,I,376,2010,5,7
PA,I,376,2015,4,4
TN,I,275,2000,1,1
TN,I,275,2005,1,1
TN,I,275,2015,2,2
VA,I,464,2000,1,1
WA,I,705,2000,1,1
WA,I,705,2010,2,2
WI,I,39,2000,10,11
WI,I,39,2005,18,25
WI,I,39,2010,10,13
WI,I,39,2015,7,8
AL,I,165,2005,1,1
AL,I,165,2015,1,1
FL,I,110,2005,2,2
HI,I,H,2005,6,7
HI,I,H,2010,9,9
IN,I,164,2005,1,1
KY,I,471,2005,1,1
NE,I,480,2005,1,1
NE,I,76,2005,1,1
NY,I,695,2005,1,1
NY,I,695,2010,1,1
NC,I,540,2005,2,2
NC,I,540,2010,1,1
NC,I,540,2015,2,2
TN,I,140,2005,1,1
TN,I,140,2010,2,2
WI,I,794,2005,1,1
CT,I,291,2010,1,1
GA,I,24,2010,2,2
GA,I,24,2015,2,2
IN,I,265,2010,1,1
IN,I,265,2015,1,1
IA,I,280,2010,1,1
IA,I,280,2015,1,1
LA,I,510,2010,1,1
LA,I,510,2015,1,1
NC,I,795,2010,1,1
NC,I,840,2010,1,1
NC,I,840,2015,1,1
OR,I,105,2010,1,1
PA,I,283,2010,1,1
PA,I,283,2015,1,1
PA,I,579,2010,1,1
TX,I,44,2010,1,1
WI,I,894,2010,1,1
WI,I,894,2015,1,1
AL,I,359,2015,1,1
DC,I,695,2015,1,1
IN,I,865,2015,1,1
IN,I,275,2015,1,1
IA,I,129,2015,1,1
IA,I,74,2015,2,2
MS,I,69,2015,1,1
MO,I,49,2015,7,8
NC,I,73,2015,6,6
NC,I,295,2015,1,1
OH,I,471,2015,1,1
TX,I,69,2015,19,20
