hex,home_lng,home_lat,count
8a2830950a37fff,-122.44910,37.71192,7
8a283095e2d7fff,-122.47391,37.75428,7
8a2830951017fff,-122.46014,37.72751,7
8a283098d22ffff,-122.25797,37.74930,7
8a283095e147fff,-122.46072,37.72003,7
8a2830973b97fff,-122.40826,37.72176,7
8a2830951acffff,-122.43372,37.71014,7
8a28308f688ffff,-122.27715,37.90056,7
8a283092bac7fff,-122.40749,37.59498,7
8a283095136ffff,-122.49064,37.75267,7
8a283092e28ffff,-122.00966,37.30546,7
8a283085dcd7fff,-122.53017,37.95395,7
8a2830972b2ffff,-122.43671,37.71520,7
8a28308212f7fff,-122.38948,37.74561,7
8a28308594d7fff,-122.56321,38.09227,7
8a283092e65ffff,-116.43096,43.51421,7
8a283092e28ffff,-122.04644,37.94749,7
8a283095c027fff,-122.49945,37.76354,7
8a28309558affff,-122.45686,37.70948,7
8a283097021ffff,-122.47526,37.65414,7
8a28308c3c97fff,-122.33820,37.94536,7
8a283082c4f7fff,-122.41250,37.78346,7
8a28308f3b2ffff,-122.35161,37.96205,7
8a283092a897fff,-122.43236,37.79416,7
8a2830951367fff,-122.47547,37.77577,7
8a28308ab967fff,-122.27127,37.87629,7
8a283082aa57fff,-122.41211,37.78201,7
8a28308c2087fff,-122.32359,37.96150,7
8a283092e65ffff,-122.40572,37.80271,7
8a283092e28ffff,-121.81200,37.95878,7
8a283092a897fff,-122.28134,38.20339,7
8a283082e46ffff,-122.40550,37.71612,7
8a2830ba6847fff,-122.54524,37.94639,7
8a283092e65ffff,-121.97469,37.40243,7
8a283097039ffff,-122.47328,37.66085,7
8a28309714affff,-122.47526,37.65414,7
8a283095b097fff,-122.49073,37.78221,7
8a283092a897fff,-121.90154,37.80653,7
8a2830953b37fff,-122.45426,37.72126,7
8a28308a9c0ffff,-122.27764,37.87182,7
8a2830971d1ffff,-122.47619,37.65651,7
8a2830828cc7fff,-122.44234,37.74164,7
8a283092e28ffff,-122.26304,38.01467,7
8a2830973b37fff,-122.48465,37.57403,7
8a283092a897fff,-122.09427,37.62065,7
8a2830874867fff,-122.47906,37.70568,7
8a283098b957fff,-122.22802,37.78002,7
8a2830928187fff,-122.40426,37.61540,7
8a283095ea4ffff,-122.45426,37.72126,7
8a283082b967fff,-122.43417,37.80083,7
8a28308c3427fff,-122.34585,37.97082,7
8a28308f02f7fff,-122.29894,37.92496,7
8a283082915ffff,-122.46940,37.78178,7
8a28309aa917fff,-122.26639,37.79367,7
8a283095c027fff,-122.48554,37.78385,7
8a283098165ffff,-122.18671,37.74950,7
8a2830813a1ffff,-122.27847,37.81085,7
8a283097352ffff,-122.42122,37.67164,7
8a283092e65ffff,-122.00017,37.25298,7
8a283095c027fff,-122.42891,37.71196,7
8a283095d437fff,-122.50334,37.74650,7
8a283092e2affff,-122.08382,37.69291,7
8a283092a897fff,-122.40946,37.66067,7
8a283092a897fff,-122.42374,37.78874,7
8a2830973267fff,-122.46534,37.70664,7
8a283092a897fff,-122.51183,37.89716,7
8a283092e28ffff,-122.00856,37.37994,7
8a2830981387fff,-122.18073,37.75891,7
8a283082cc57fff,-122.43564,37.74952,7
8a28308322d7fff,-122.26134,37.77284,7
8a283092e2affff,-121.74598,37.68589,7
8a283098d6effff,-122.26460,37.78251,7
8a283085dc1ffff,-122.51790,37.89812,7
8a28308a94f7fff,-122.28433,37.90453,7
8a283092b40ffff,-122.49691,37.73827,7
8a2830973b37fff,-122.48047,37.74190,7
8a283081432ffff,-122.19244,37.76756,7
8a283095cd97fff,-122.46940,37.78178,7
8a283092b96ffff,-122.45375,37.63543,7
8a283098b68ffff,-122.20811,37.79603,7
8a28309714b7fff,-122.44403,37.63001,7
8a283095885ffff,-122.49921,37.75185,7
8a2830976cc7fff,-122.43160,37.63878,7
8a283081ed37fff,-122.28253,37.85172,7
8a283095cd97fff,-122.45071,37.77658,7
8a28308208d7fff,-122.36777,37.72250,7
8a28308f41b7fff,-122.29289,37.89555,7
8a2830988647fff,-122.22252,37.77841,7
8a28308a481ffff,-122.18210,37.80146,7
8a283092b577fff,-121.38849,38.60658,7
8a283092a897fff,-122.19441,37.73112,7
8a283081ed37fff,-122.28714,37.84085,7
8a28308c2aeffff,-122.34420,37.94534,7
8a283092b40ffff,-122.47530,37.68447,7
8a283081432ffff,-122.29757,37.81372,7
8a28308a80effff,-122.26181,37.86379,7
8a283082bc6ffff,-122.41842,37.78749,7
8a2830bb5537fff,-122.50156,38.00225,7
8a283092e2affff,-121.34462,38.05161,7
8a2830973b97fff,-122.40455,37.68131,7
8a283098a757fff,-122.19045,37.78226,7
8a2830973b37fff,-122.45405,37.66233,7
8a28309aa917fff,-121.79821,37.67293,7
8a283095ab1ffff,-122.47966,37.72626,7
8a2830972b2ffff,-122.43914,37.66400,7
8a28308f0c67fff,-122.29359,37.88125,7
8a283085c667fff,-122.49226,37.88866,7
8a283090d0b7fff,-122.40460,37.66353,7
8a2830874d5ffff,-122.46558,37.78461,7
8a2830bb5727fff,-122.52664,37.98504,7
8a283092e28ffff,-122.19222,37.44426,7
8a28308a9b4ffff,-122.31136,37.86276,7
8a2830973247fff,-122.47636,37.68845,7
8a283092e2affff,-121.86081,37.41798,7
8a28309702cffff,-122.47526,37.65414,7
8a283092e28ffff,-122.04060,37.97453,7
8a2830955a87fff,-122.40550,37.71612,7
8a2830952daffff,-122.44705,37.70968,7
8a283095b12ffff,-122.49095,37.77700,7
8a2830828c37fff,-122.41438,37.75569,7
8a283085d8effff,-122.52315,37.89326,7
8a2830951367fff,-122.46534,37.70664,7
8a283092a897fff,-122.26056,37.75788,7
8a28342ddccffff,-122.48465,37.57403,7
8a283082c2effff,-122.42347,37.75836,7
8a283092a897fff,-122.34132,37.56800,7
8a2830920547fff,-122.36345,37.55711,7
8a283095e747fff,-122.46618,37.75476,7
8a28309755affff,-122.47449,37.64393,7
8a2830971597fff,-122.48841,37.66692,7
8a28308a8747fff,-122.25613,37.86444,7
8a283092ba1ffff,-122.44067,37.71397,7
8a283097509ffff,-122.47449,37.64393,7
8a2830973b97fff,-122.42335,37.73052,7
8a28308f3b0ffff,-122.37332,37.95644,7
8a283095cd97fff,-122.49631,37.73522,7
8a28308c212ffff,-122.34450,37.95773,7
8a283085d50ffff,-122.47060,37.86969,7
8a283097592ffff,-122.47449,37.64393,7
8a2830973b9ffff,-122.46400,37.69641,7
8a28308120e7fff,-122.25145,37.82139,7
8a283082d587fff,-122.42820,37.76049,7
8a28309464b7fff,-122.47966,37.72626,7
8a28308433b7fff,-122.53304,37.89743,7
8a28308c6137fff,-122.32933,37.93525,7
8a283095b0c7fff,-122.48259,37.81055,7
8a28308a9cdffff,-122.25285,37.86780,7
8a28309426f7fff,-122.48082,37.71830,7
8a2830973257fff,-122.46857,37.69025,7
8a2830973147fff,-122.46796,37.69815,7
8a28309882cffff,-122.21878,37.78522,7
8a283085dcd7fff,-122.54136,37.93644,7
8a2830973257fff,-122.48365,37.69020,7
8a283092d617fff,-122.25791,37.55062,7
8a28308f4adffff,-122.31136,37.86276,7
8a28308c20d7fff,-122.36727,37.95290,7
8a283095258ffff,-122.39676,37.73334,7
8a283095e567fff,-122.45415,37.73570,7
8a283080cb07fff,-122.40572,37.80271,7
8a283092e2affff,-121.90154,37.80653,7
8a283092e38ffff,-122.39765,37.78958,7
8a283092e65ffff,-122.12783,37.43659,7
8a2830951277fff,-122.47333,37.73113,7
8a28308c2317fff,-122.35304,37.97141,7
8a283092a897fff,-122.06618,37.65837,7
8a283097595ffff,-122.48465,37.57403,7
8a283092b40ffff,-122.48995,37.73578,7
8a2830981387fff,-122.22512,37.78290,7
8a2830942d77fff,-122.47631,37.67876,7
8a28308c055ffff,-122.34976,37.94708,7
8a283097462ffff,-122.44551,37.63945,7
8a28308a9597fff,-122.26181,37.86379,7
8a283092e28ffff,-122.47167,37.74171,7
8a2830942167fff,-122.49563,37.70421,7
8a2830956767fff,-122.41891,37.71147,7
8a283095c257fff,-122.50558,37.75576,7
8a283092e2affff,-122.07215,37.58076,7
8a283082515ffff,-122.38311,37.71294,7
8a283095136ffff,-122.45426,37.72126,7
8a28342dd767fff,-122.48369,37.58738,7
8a283095136ffff,-122.48242,37.75093,7
8a283082b4c7fff,-122.43417,37.80083,7
8a283092e2affff,-122.57560,38.02964,7
8a28308c06d7fff,-122.35292,37.95926,7
8a283092b957fff,-122.40391,37.62304,7
8a283092a897fff,-122.40455,37.68131,7
8a283081e1b7fff,-122.26270,37.81425,7
8a2830850347fff,-122.45870,37.87846,7
8a28309202effff,-122.36949,37.58293,7
8a283092e767fff,-122.40066,37.60222,7
8a28309733affff,-122.47631,37.67876,7
8a2830842337fff,-122.50264,37.86534,7
8a2830813ae7fff,-122.18917,37.75572,7
8a2830828b1ffff,-122.43066,37.77236,7
8a283090d8f7fff,-122.42122,37.67164,7
8a283095d527fff,-122.50334,37.74650,7
8a2830821d87fff,-122.38380,37.72639,7
8a283092a897fff,-121.85151,37.26001,7
8a283080d667fff,-122.41015,37.78606,7
8a28308f5787fff,-122.29626,37.84590,7
8a283095c027fff,-122.45502,37.70459,7
8a283097149ffff,-122.43534,37.77530,7
8a28308218affff,-122.39214,37.73640,7
8a2830951acffff,-122.46227,37.68795,7
8a28308c689ffff,-122.34208,37.96065,7
8a283098d237fff,-122.25813,37.80492,7
8a2830958cd7fff,-122.48550,37.76042,7
8a283095c027fff,-122.46229,37.77556,7
8a283090d507fff,-122.46796,37.69815,7
8a2830942697fff,-122.46697,37.71145,7
8a28342db837fff,-122.48295,37.60741,7
8a283092a897fff,-122.49921,37.75185,7
8a283092a897fff,-121.42049,37.70342,7
8a283098b327fff,-122.23006,37.79209,7
8a2830951367fff,-122.41382,37.72520,7
8a2830bb5237fff,-122.49217,37.95647,7
8a2830950617fff,-122.42818,37.72738,7
8a283092e65ffff,-122.27755,37.46673,7
8a2830920437fff,-122.35216,37.55428,7
8a2830929c57fff,-122.42022,37.62356,7
8a283080dda7fff,-121.46593,37.73421,7
8a2830920437fff,-122.36345,37.55711,7
8a283092e907fff,-122.38023,37.58898,7
8a28309204dffff,-122.39230,37.58489,7
8a2830988367fff,-122.20560,37.76352,7
8a2830ba699ffff,-122.59986,38.10764,7
8a28308c3c97fff,-122.35507,37.91881,7
8a28308c26a7fff,-122.32974,37.96624,7
8a2830828c37fff,-122.41127,37.72943,7
8a2830989c27fff,-122.22803,37.76273,7
8a28308f3b0ffff,-122.32155,37.98397,7
8a283092ba1ffff,-122.31363,37.56579,7
8a2830951367fff,-122.46345,37.65882,7
8a2830955937fff,-122.46857,37.69025,7
8a2830813a1ffff,-122.27292,37.82667,7
8a28308c14a7fff,-122.37332,37.95644,7
8a28308a80cffff,-122.26006,37.86723,7
8a283080dda7fff,-122.47652,37.71544,7
8a2830935b57fff,-122.32073,37.57101,7
8a28308f0c67fff,-122.26006,37.86723,7
8a283092e28ffff,-122.62862,38.27127,7
8a283092e28ffff,-122.47560,37.77763,7
8a28308ac8a7fff,-122.27191,37.84037,7
8a283092e28ffff,-122.12364,37.39555,7
8a2830849a17fff,-122.59784,37.99042,7
8a2830920407fff,-122.39555,37.65126,7
8a283082c21ffff,-122.42347,37.75836,7
8a2830973b97fff,-122.41095,37.65613,7
8a2830953777fff,-122.44614,37.75097,7
8a2830813d17fff,-121.70954,37.96297,7
8a283097381ffff,-122.40712,37.74240,7
8a2830955a87fff,-122.48282,37.68128,7
8a283092cd17fff,-122.39526,37.59108,7
8a2830952227fff,-122.42500,37.73401,7
8a283092bb9ffff,-122.35693,37.58319,7
8a283097149ffff,-122.46730,37.76307,7
8a283092a897fff,-122.27620,37.48890,7
8a283092b717fff,-122.42122,37.67164,7
8a283092e767fff,-122.47014,37.77937,7
8a2830ba6277fff,-122.50519,37.97517,7
8a28308c6c07fff,-122.31760,37.92577,7
8a283092eb07fff,-122.40520,37.59134,7
8a283081ed37fff,-122.26965,37.83583,7
8a283092e2affff,-122.08785,37.66688,7
8a2830849a17fff,-122.51183,37.89716,7
8a28309550affff,-122.46072,37.70122,7
8a283082a057fff,-122.38979,37.79060,7
8a283092e28ffff,-121.88809,37.36033,7
8a2830958117fff,-122.49728,37.74770,7
8a283081e5b7fff,-122.28106,37.83826,7
8a283092e28ffff,-121.99818,37.31585,7
8a28308f3b0ffff,-122.34453,37.93753,7
8a28308a9d8ffff,-122.26006,37.86723,7
8a2830908247fff,-122.39890,37.68163,7
8a283092a897fff,-122.43564,37.74952,7
8a283092a897fff,-122.42677,37.65833,7
8a2830828cc7fff,-122.47547,37.77577,7
8a28308c28a7fff,-122.35221,37.95185,7
8a28308f0c47fff,-122.30457,37.90015,7
8a28309aa917fff,-122.05624,37.61405,7
8a28308a8667fff,-122.25690,37.86703,7
8a2830813a27fff,-122.28841,37.82440,7
8a283081432ffff,-122.20560,37.76352,7
8a283082b827fff,-122.42816,37.78588,7
8a2830972b37fff,-122.43187,37.64228,7
8a2830810c87fff,-122.26265,37.80264,7
8a28309738effff,-122.46191,37.65147,7
8a283095cd97fff,-122.50026,37.77938,7
8a283092b947fff,-122.42574,37.63317,7
8a283092ecf7fff,-122.37841,37.62075,7
8a28308c545ffff,-122.36675,37.93947,7
8a28308423affff,-122.48894,37.86302,7
8a283098bb97fff,-122.22883,37.78695,7
8a28308ad7b7fff,-122.27526,37.85509,7
8a2830929d77fff,-122.21930,38.11392,7
8a2830813067fff,-122.27489,37.82974,7
8a2830950b47fff,-122.43372,37.71014,7
8a2830812387fff,-122.24986,37.82565,7
8a283092a897fff,-122.10743,37.99872,7
8a2830973257fff,-122.43201,37.61420,7
8a283095bb47fff,-122.49623,37.77832,7
8a28308c095ffff,-122.32219,37.94386,7
8a2830828d8ffff,-122.41867,37.70541,7
8a28308594dffff,-122.47956,37.91196,7
8a2830842157fff,-122.52625,37.86736,7
8a283098d237fff,-122.15983,37.68193,7
8a2830828daffff,-122.40073,37.71600,7
8a283092e2affff,-122.55252,38.08107,7
8a283092e2affff,-121.93307,37.70913,7
8a283092036ffff,-122.37353,37.58322,7
8a28309aa917fff,-121.89031,37.67482,7
8a2830bb5c87fff,-122.57942,38.06379,7
8a283097149ffff,-122.40982,37.75516,7
8a283092e28ffff,-121.93747,37.52452,7
8a2830972847fff,-122.39555,37.65126,7
8a283092e28ffff,-121.36342,37.77888,7
8a283090896ffff,-122.39555,37.65126,7
8a283082b437fff,-122.40202,37.73148,7
8a283082c117fff,-122.37275,37.80497,7
8a283092a897fff,-121.39962,37.72912,7
8a283092e28ffff,-122.07711,37.59662,7
8a28308c28d7fff,-122.31714,37.94416,7
8a2830976d8ffff,-122.41388,37.62894,7
8a283092e2affff,-122.48277,37.73278,7
8a2830821c4ffff,-122.38402,37.73552,7
8a283092a897fff,-122.09272,37.41286,7
8a283095589ffff,-122.39555,37.65126,7
8a283092e28ffff,-122.18026,38.21587,7
8a283097320ffff,-122.46400,37.69641,7
8a28308c0d27fff,-122.36675,37.93947,7
8a283082814ffff,-122.42003,37.77143,7
8a28309aa917fff,-122.16788,37.72420,7
8a283092b637fff,-122.39555,37.65126,7
8a2830976747fff,-122.48811,37.67809,7
8a283092e2affff,-122.02940,38.27701,7
8a28342d9c87fff,-122.49616,37.58918,7
8a28309714b7fff,-122.47604,37.70231,7
8a283097149ffff,-122.40801,37.78181,7
8a2830971417fff,-122.47619,37.65651,7
8a283098d237fff,-122.23169,37.79765,7
8a283095c027fff,-122.48465,37.57403,7
8a2830813ae7fff,-122.27426,37.84786,7
8a283082b837fff,-122.41644,37.78631,7
8a2830973257fff,-122.50748,37.77524,7
8a283082a2dffff,-122.39480,37.79709,7
8a28309aa917fff,-122.15389,37.88205,7
8a283092a897fff,-122.49379,37.68911,7
8a283080d66ffff,-122.41015,37.78606,7
8a2830bb5c87fff,-122.50156,38.00225,7
8a283092e28ffff,-121.91661,37.45210,7
8a283092bb9ffff,-122.40220,37.73694,7
8a2830942737fff,-122.48082,37.71830,7
8a2830876ccffff,-122.43915,37.80226,7
8a2830999277fff,-122.19056,37.81595,7
8a283092e28ffff,-121.97126,37.56354,7
8a28308f08b7fff,-122.31679,37.90644,7
8a2830821a17fff,-122.40220,37.73694,7
8a28308288e7fff,-122.42436,37.76776,7
8a283092e767fff,-122.49078,37.59753,7
8a283099d94ffff,-122.17802,37.76340,7
8a28308287affff,-122.41211,37.78201,7
8a28308210a7fff,-122.36777,37.72250,7
8a283092b96ffff,-122.43711,37.62388,7
8a28308c2097fff,-122.34613,37.97572,7
8a28308c040ffff,-122.34420,37.94882,7
8a2830951367fff,-122.46227,37.68795,7
8a2830973257fff,-122.49563,37.70421,7
8a2830828c37fff,-122.40559,37.77272,7
8a2830973b37fff,-122.50334,37.74650,7
8a28308a8a47fff,-122.26841,37.86199,7
8a283098d54ffff,-122.23883,37.75684,7
8a283081432ffff,-122.19349,37.71003,7
8a283092b40ffff,-122.46796,37.69815,7
8a28309714a7fff,-122.48841,37.66692,7
8a283092b40ffff,-122.46972,37.71806,7
8a283092a897fff,-122.22488,37.35766,7
8a283097020ffff,-122.46191,37.65147,7
8a2830973b37fff,-122.41235,37.66196,7
8a283097671ffff,-122.43914,37.66400,7
8a283092e28ffff,-122.04567,37.25894,7
8a28308f3b0ffff,-122.34591,37.93373,7
8a2830958c4ffff,-122.49880,37.75418,7
8a283095886ffff,-122.50633,37.76324,7
8a2830816307fff,-122.25554,37.79908,7
8a283092e907fff,-122.39555,37.65126,7
8a28309aa917fff,-121.91764,38.03527,7
8a28308c2267fff,-122.33275,37.97498,7
8a2830bb5537fff,-122.51631,37.91914,7
8a283095cd27fff,-122.48323,37.72070,7
8a28309884affff,-122.20345,37.77011,7
8a2830811137fff,-122.29710,37.81088,7
8a283085175ffff,-122.47956,37.91196,7
8a28309502affff,-122.45316,37.71454,7
8a2830955727fff,-122.47604,37.70231,7
8a28308a8667fff,-122.25613,37.86444,7
8a283095589ffff,-122.41668,37.70981,7
8a283092bab7fff,-122.38448,37.59279,7
8a28309702f7fff,-122.47631,37.67876,7
8a2830ba68effff,-122.50738,37.91450,7
8a283095370ffff,-122.43330,37.73936,7
8a283092166ffff,-122.44401,37.65258,7
8a283090d337fff,-122.42068,37.66405,7
8a283095c027fff,-122.48978,37.76019,7
8a2830973b37fff,-122.48242,37.75093,7
8a283099daa7fff,-122.17321,37.76658,7
8a283092b577fff,-122.42972,37.71812,7
8a2830843397fff,-122.54881,37.89406,7
8a2830958117fff,-122.46495,37.71628,7
8a283092e28ffff,-121.89622,37.22600,7
8a2830955a87fff,-122.45562,37.71913,7
8a28309764effff,-122.46652,37.65491,7
8a28308a9a4ffff,-122.29063,37.87162,7
8a283095a8f7fff,-122.47392,37.76467,7
8a283098d20ffff,-122.26673,37.76207,7
8a283092e28ffff,-122.03909,37.56937,7
8a283081ec0ffff,-122.26338,37.86634,7
8a2830951acffff,-122.43490,37.70629,7
8a283092b40ffff,-122.41769,37.61684,7
8a283081e46ffff,-122.24177,37.73378,7
8a283092a897fff,-122.18188,37.47130,7
8a2830955a87fff,-122.45909,37.71468,7
8a283092e28ffff,-121.49833,38.68097,7
8a2830ba699ffff,-122.59265,38.11851,7
8a28309899a7fff,-122.22803,37.76273,7
8a2830988637fff,-122.22478,37.77493,7
8a283082e957fff,-122.39477,37.75654,7
8a283098164ffff,-122.17616,37.72881,7
8a28309aa917fff,-122.48291,37.69835,7
8a2830955a87fff,-122.49563,37.70421,7
8a28309702cffff,-122.46459,37.70325,7
8a283081432ffff,-122.22993,37.76321,7
8a283095136ffff,-122.47880,37.66741,7
8a2830833547fff,-122.26134,37.77284,7
8a28309702dffff,-122.49051,37.75081,7
8a2830922987fff,-122.31404,37.58424,7
8a2830929567fff,-122.42822,37.62004,7
8a283085d16ffff,-122.52173,37.90944,7
8a28309702e7fff,-122.40982,37.68778,7
8a283092e28ffff,-122.18730,37.48156,7
8a2830971487fff,-122.42972,37.71812,7
8a2830923bb7fff,-121.95096,37.74681,7
8a283092a897fff,-122.29245,37.50542,7
8a28308ac8a7fff,-122.26513,37.83254,7
8a28308ac3b7fff,-122.25258,37.86362,7
8a2830971487fff,-122.41793,37.73362,7
8a283092e2affff,-122.11467,37.63992,7
8a2830829c9ffff,-122.42537,37.78040,7
8a283092e65ffff,-122.45375,37.63543,7
8a28309aa917fff,-122.24356,37.98162,7
8a2830849a17fff,-122.54314,37.95164,7
8a28342d26cffff,-122.40354,37.58596,7
8a283092e2affff,-121.96677,37.38805,7
8a283082879ffff,-122.41250,37.78346,7
8a283095589ffff,-122.45375,37.63543,7
8a2830ba654ffff,-122.53017,37.95395,7
8a283092e28ffff,-122.05697,37.31840,7
8a283081e1b7fff,-122.34036,37.96637,7
8a283082b8e7fff,-122.43236,37.79416,7
8a283092e28ffff,-121.97533,37.78661,7
8a283092e2affff,-121.69742,37.73296,7
8a28308430cffff,-122.53222,37.88346,7
8a283092e65ffff,-122.27620,37.48890,7
8a28308250effff,-122.39266,37.72310,7
8a283095589ffff,-122.45906,37.71194,7
8a28308c28affff,-122.31679,37.90644,7
8a283082ba1ffff,-122.43236,37.79416,7
8a28308c069ffff,-122.34450,37.95773,7
8a28308a4b67fff,-122.21581,37.79085,7
8a28309aa917fff,-117.73809,33.59230,7
8a283092e65ffff,-122.16398,37.46672,7
8a283097149ffff,-122.47560,37.77763,7
8a283081ec5ffff,-122.28468,37.83210,7
8a28309aa917fff,-121.90210,38.01665,7
8a283090dd4ffff,-122.41095,37.65613,7
8a28308c3477fff,-122.34956,37.96763,7
8a2830929577fff,-122.33770,37.57445,7
8a28308c212ffff,-122.36675,37.93947,7
8a28308c6137fff,-122.32084,37.93862,7
8a283092a897fff,-121.84710,37.93136,7
8a283092e28ffff,-122.32250,37.53938,7
8a28308c20d7fff,-122.33762,37.97215,7
8a283095136ffff,-122.49691,37.73827,7
8a283095e35ffff,-122.47391,37.75428,7
8a283085d85ffff,-122.50147,37.90616,7
8a2830828daffff,-122.38402,37.73552,7
8a283092a897fff,-122.47148,37.73824,7
8a283097381ffff,-122.42307,37.73638,7
8a283082b8cffff,-119.74995,36.73951,7
8a28308f0c67fff,-122.34407,37.95297,7
8a283098d387fff,-122.22915,37.75625,7
8a28308c212ffff,-122.34407,37.95297,7
8a283092e28ffff,-122.47882,37.89147,7
8a283092bb9ffff,-122.30981,37.57038,7
8a2830828c37fff,-122.42891,37.71196,7
8a283098d20ffff,-122.28443,37.78696,7
8a283098139ffff,-122.18449,37.73242,7
8a2830971417fff,-122.46554,37.63441,7
8a28308c6b5ffff,-122.27594,38.02641,7
8a283092a897fff,-122.43399,37.74506,7
8a2830955a87fff,-122.45761,37.69081,7
8a2830988797fff,-122.20305,37.77943,7
8a2830946587fff,-122.47721,37.67379,7
8a2830828c37fff,-122.41793,37.73362,7
8a283092e28ffff,-122.42022,37.62356,7
8a283082b427fff,-122.40652,37.79513,7
8a2830953db7fff,-122.42947,37.73272,7
8a28308c6c27fff,-122.35184,37.93316,7
8a2830813b57fff,-122.28841,37.82440,7
8a28308f0c67fff,-122.31164,37.92581,7
8a28309466affff,-122.39526,37.59108,7
8a2830921507fff,-122.37933,37.58402,7
8a2830813a1ffff,-122.28468,37.83210,7
8a28308f288ffff,-122.27639,37.91210,7
8a283092e65ffff,-122.53923,38.13271,7
8a283081485ffff,-122.28211,37.77144,7
8a28309558affff,-122.46857,37.69025,7
8a283097592ffff,-122.47526,37.65414,7
8a2830922c97fff,-122.31555,37.57705,7
8a28308f4a97fff,-122.28253,37.85172,7
8a2830955daffff,-122.45509,37.69692,7
8a28309283b7fff,-122.42512,37.61149,7
8a2830972877fff,-122.43135,37.65734,7
8a28309733affff,-122.46227,37.68795,7
8a283082bd4ffff,-122.41879,37.78936,7
8a283082915ffff,-122.38929,37.77321,7
8a28309aa917fff,-120.97484,37.72921,7
8a2830812aeffff,-122.26537,37.82088,7
8a28309aa917fff,-122.12193,38.00352,7
8a283082915ffff,-122.46558,37.78461,7
8a283098d207fff,-122.24177,37.73378,7
8a28309ab20ffff,-122.24177,37.73378,7
8a2830ba60affff,-122.48834,38.00991,7
8a2830951507fff,-122.44989,37.73941,7
8a2830951367fff,-122.40354,37.58596,7
8a283082a337fff,-122.39632,37.78605,7
8a283082930ffff,-122.47560,37.78524,7
8a2830929577fff,-122.45405,37.66233,7
8a2830951d07fff,-122.46697,37.71145,7
8a28308c0397fff,-122.35221,37.95185,7
8a283082b527fff,-122.40862,37.79375,7
8a28308a8aa7fff,-122.26006,37.86723,7
8a283092baaffff,-122.43201,37.61420,7
8a28308594dffff,-122.55604,37.94011,7
8a28309aa917fff,-118.55635,34.14286,7
8a28309464a7fff,-122.46796,37.69815,7
8a283082ea8ffff,-122.40188,37.75916,7
8a283098a39ffff,-122.20528,37.77483,7
8a28308c0d57fff,-122.35063,37.93787,7
8a283085dcd7fff,-122.55604,37.94011,7
8a2830955a87fff,-122.46345,37.65882,7
8a283092e2affff,-122.04567,37.25894,7
8a283092a897fff,-122.08622,37.64164,7
8a28309764effff,-122.45958,37.64809,7
8a283092298ffff,-122.33482,37.58361,7
8a283092b40ffff,-122.47058,37.65359,7
8a283098805ffff,-122.24177,37.73378,7
8a2830876c37fff,-122.43915,37.80226,7
8a28308a8a77fff,-122.26181,37.86379,7
8a283092eb0ffff,-122.42822,37.62004,7
8a28309714b7fff,-122.42500,37.73401,7
8a2830958787fff,-122.48064,37.76060,7
8a283092e2affff,-122.48347,37.75440,7
8a283092a897fff,-121.40564,38.62171,7
8a28342dd767fff,-122.47598,37.59176,7
8a2830956067fff,-121.21889,37.78095,7
8a283092b6e7fff,-122.41412,37.65392,7
8a283092e2affff,-122.00966,37.30546,7
8a2830952427fff,-122.40544,37.73025,7
8a283092eb77fff,-122.42101,37.60263,7
8a283095e887fff,-122.47802,37.75323,7
8a28309702dffff,-122.40871,37.61412,7
8a283092bae7fff,-122.43711,37.62388,7
8a283082a337fff,-122.41353,37.78859,7
8a2830935837fff,-122.29342,37.56312,7
8a2830825ce7fff,-122.38311,37.71294,7
8a28308294cffff,-122.43231,37.79017,7
8a283092e65ffff,-121.80681,37.55471,7
8a283082b8e7fff,-122.41842,37.78749,7
8a28308c2aeffff,-122.34517,37.92756,7
8a28309202e7fff,-122.34713,37.59089,7
8a2830970397fff,-122.40391,37.62304,7
8a28308c6c6ffff,-122.35533,37.94155,7
8a283094661ffff,-122.43401,37.71693,7
8a283092a897fff,-121.98076,37.77529,7
8a283092b577fff,-122.39777,37.72541,7
8a283095cce7fff,-122.48998,37.74335,7
8a2830976d8ffff,-122.43135,37.65734,7
8a2830814c6ffff,-122.28065,37.77855,7
8a283092a36ffff,-121.40601,38.62677,7
8a283085d4a7fff,-122.49201,37.90102,7
8a2830813aaffff,-122.28841,37.82440,7
8a283092a897fff,-122.05866,37.53666,7
8a283095cc87fff,-122.46481,37.72930,7
8a2830972b2ffff,-122.50059,37.74569,7
8a283092ba1ffff,-122.43359,37.72198,7
8a28309424cffff,-122.48091,37.71667,7
8a283097149ffff,-122.49945,37.76354,7
8a283082aae7fff,-122.40220,37.73694,7
8a28308294b7fff,-122.38929,37.77321,7
8a2830958c57fff,-122.49064,37.75267,7
8a283082906ffff,-122.45972,37.77772,7
8a283082d937fff,-122.44614,37.75097,7
8a283082b55ffff,-122.41057,37.79851,7
8a2830820b67fff,-122.38380,37.72639,7
8a28309702dffff,-122.46072,37.72003,7
8a283095a72ffff,-122.46948,37.78609,7
8a283092a897fff,-121.21889,37.78095,7
8a28308f0c67fff,-122.27803,38.00952,7
8a283092c8effff,-122.39017,37.57756,7
8a283097592ffff,-122.47619,37.65651,7
8a283092a897fff,-122.40970,37.79051,7
8a283092b40ffff,-122.48971,37.73193,7
8a28308594d7fff,-122.52941,37.94735,7
8a2830820b67fff,-122.37618,37.73104,7
