hex,home_lng,home_lat,count
8a283092b40ffff,-122.49688,37.74211,5
8a283092e2affff,-122.51264,37.87239,5
8a283097485ffff,-122.46465,37.64856,5
8a283092e2affff,-122.42770,37.78355,5
8a28308146a7fff,-122.02940,38.27701,5
8a28308c28f7fff,-122.27694,37.94199,5
8a283081432ffff,-122.19931,37.79664,5
8a283092bb9ffff,-122.41016,37.80509,5
8a2830952437fff,-122.39214,37.73640,5
8a283097395ffff,-122.39555,37.65126,5
8a283092b40ffff,-122.47604,37.70231,5
8a28308c2aeffff,-122.32802,37.94678,5
8a2830929577fff,-122.49078,37.59753,5
8a2830851c97fff,-122.47956,37.91196,5
8a283098e8effff,-121.70783,38.01273,5
8a28308f08effff,-122.25690,37.86703,5
8a283082a09ffff,-122.39632,37.78605,5
8a28309aa917fff,-121.22215,37.71714,5
8a283095596ffff,-122.46349,37.69126,5
8a28308a8757fff,-122.31946,38.11034,5
8a28308128e7fff,-122.25140,37.81390,5
8a2830923b9ffff,-122.37841,37.62075,5
8a28308c0997fff,-122.36675,37.93947,5
8a283092c447fff,-122.39204,37.60255,5
8a283082e16ffff,-122.39537,37.76136,5
8a283098d6e7fff,-122.26820,37.77303,5
8a283081432ffff,-122.15426,37.73039,5
8a283098d6effff,-122.11467,37.63992,5
8a283098d337fff,-122.24707,37.77135,5
8a283094688ffff,-122.48814,37.68637,5
8a2830920787fff,-122.37581,37.59130,5
8a2830921ba7fff,-122.39230,37.58489,5
8a283098b857fff,-122.22784,37.78325,5
8a2830958227fff,-122.49945,37.76354,5
8a28308f0c67fff,-122.26304,38.01467,5
8a2830829437fff,-122.13531,38.14771,5
8a283092e957fff,-122.46554,37.63441,5
8a283099daa7fff,-122.17475,37.76069,5
8a283095b0f7fff,-122.49073,37.78221,5
8a283095cd97fff,-122.43760,37.66762,5
8a2830958017fff,-122.48952,37.75647,5
8a283092a897fff,-122.09210,37.63568,5
8a28309525b7fff,-122.39392,37.73130,5
8a283081432ffff,-122.19647,37.77910,5
8a283082d597fff,-122.42898,37.75722,5
8a2830814ab7fff,-122.24794,37.86365,5
8a283092e65ffff,-158.02427,21.31538,5
8a283092a897fff,-122.21039,37.43241,5
8a2830849a17fff,-122.54663,37.87899,5
8a283092a897fff,-122.45114,37.50346,5
8a283081ed37fff,-122.24552,37.80046,5
8a283092e28ffff,-119.66627,36.72129,5
8a283097086ffff,-122.48539,37.67239,5
8a283090d0a7fff,-122.42032,37.65677,5
8a283082985ffff,-122.47014,37.77937,5
8a2830828daffff,-122.40202,37.73148,5
8a2830971417fff,-122.44551,37.63945,5
8a28309714a7fff,-122.48604,37.68772,5
8a283092e2affff,-122.18172,37.89906,5
8a2830950237fff,-122.45562,37.71913,5
8a2830bb50effff,-122.47005,37.99244,5
8a283092e2affff,-121.95626,37.35636,5
8a283081e46ffff,-122.23878,37.82270,5
8a283092042ffff,-122.33770,37.57445,5
8a28309536effff,-122.44025,37.74909,5
8a28309aa917fff,-122.54881,37.89406,5
8a283085db17fff,-122.52625,37.86736,5
8a283090dc4ffff,-122.42032,37.65677,5
8a28309738dffff,-122.45375,37.63543,5
8a2830ba652ffff,-122.53923,38.13271,5
8a2830973257fff,-122.45017,37.71946,5
8a283097149ffff,-122.33422,37.52892,5
8a283092e2affff,-122.48365,37.69020,5
8a283092a897fff,-121.99185,47.58089,5
8a2830813ae7fff,-122.20403,37.78485,5
8a283092e65ffff,-155.96792,19.58155,5
8a28308ad4effff,-122.25010,37.88583,5
8a28308a98b7fff,-122.27470,37.86578,5
8a28309702cffff,-122.49123,37.67978,5
8a2830958c4ffff,-122.48991,37.76206,5
8a283095b91ffff,-122.48091,37.71667,5
8a283092e2affff,-121.40604,38.61436,5
8a283081341ffff,-122.25687,37.83375,5
8a2830976627fff,-122.41095,37.65613,5
8a28308c0cc7fff,-122.34398,37.94162,5
8a283082978ffff,-122.48259,37.81055,5
8a283097352ffff,-122.45509,37.69692,5
8a283092e86ffff,-122.48054,37.75873,5
8a283082b507fff,-122.40616,37.79335,5
8a28308a8a9ffff,-122.25462,37.87377,5
8a283092eb57fff,-122.47615,37.64911,5
8a28308322d7fff,-122.27440,37.76287,5
8a283082aa77fff,-122.41211,37.78201,5
8a283098e8effff,-122.24575,37.47203,5
8a283085dd07fff,-122.45764,37.88580,5
8a28308c28a7fff,-122.27473,37.96666,5
8a2830970d0ffff,-122.46400,37.69641,5
8a28308f5787fff,-122.31164,37.92581,5
8a2830828927fff,-122.38929,37.77321,5
8a283082e46ffff,-120.93653,37.67974,5
8a283092e8b7fff,-122.32362,37.57373,5
8a2830828da7fff,-122.38462,37.76108,5
8a2830973b37fff,-122.48347,37.75440,5
8a283097149ffff,-122.50540,37.75390,5
8a283082ad67fff,-72.85412,41.58996,5
8a283092a897fff,-122.14579,37.68527,5
8a283095642ffff,-122.39777,37.72541,5
8a283098e05ffff,-122.18489,37.76894,5
8a283092e767fff,-122.37275,37.80497,5
8a28309883a7fff,-122.28443,37.78696,5
8a28308a8257fff,-122.27127,37.87629,5
8a2830828d87fff,-122.41251,37.76225,5
8a2830bb5217fff,-122.49217,37.95647,5
8a2830829377fff,-122.44894,37.78883,5
8a283082aaa7fff,-122.46549,37.77530,5
8a2830850067fff,-122.47882,37.89147,5
8a283098e0effff,-122.19718,37.75527,5
8a28309ab71ffff,-122.14482,37.67843,5
8a283081e517fff,-122.25974,37.84045,5
8a283090d567fff,-122.40982,37.68778,5
8a28309702dffff,-122.41382,37.72520,5
8a2830981387fff,-122.26056,37.75788,5
8a28308f5787fff,-122.26744,37.89829,5
8a2830973b37fff,-122.48792,37.65992,5
8a2830855a17fff,-122.48408,37.85135,5
8a2830973257fff,-122.44637,37.71852,5
8a2830958917fff,-122.49012,37.74522,5
8a283082ab2ffff,-122.42947,37.73272,5
8a2830859447fff,-122.50738,37.91450,5
8a283092e2affff,-121.73090,37.71071,5
8a283092baeffff,-122.42822,37.62004,5
8a2830842a87fff,-122.45764,37.88580,5
8a2830970797fff,-122.48040,37.75687,5
8a283097035ffff,-122.47491,37.69607,5
8a283092b757fff,-122.40426,37.61540,5
8a28308a8327fff,-122.25804,37.85992,5
8a283092e2affff,-122.14904,37.45969,5
8a28308f3b2ffff,-122.31071,37.90485,5
8a28308f3707fff,-122.30708,37.93539,5
8a28308c095ffff,-122.35691,37.93836,5
8a28308ac957fff,-122.28067,37.82269,5
8a2830952437fff,-122.45426,37.72126,5
8a283092e2affff,-122.41658,37.73069,5
8a283095cb0ffff,-122.38929,37.77321,5
8a28308595affff,-122.53256,37.94529,5
8a28308a4b67fff,-122.21379,37.79753,5
8a283092a897fff,-122.39266,37.72310,5
8a28308a8c17fff,-122.24893,37.85956,5
8a28308c664ffff,-122.32984,37.93063,5
8a283098bb2ffff,-122.21588,37.78215,5
8a283098e8effff,-121.73090,37.71071,5
8a283094661ffff,-122.39266,37.72310,5
8a28309738dffff,-122.43121,37.70139,5
8a283092e2affff,-122.15948,37.82964,5
8a283092e99ffff,-122.37841,37.62075,5
8a283081ec27fff,-121.84283,37.71640,5
8a28309aa917fff,-122.41366,37.79504,5
8a28308f5787fff,-122.34450,37.95773,5
8a283092b577fff,-122.41371,37.70946,5
8a283097652ffff,-122.45509,37.69692,5
8a283082aa77fff,-122.41660,37.78294,5
8a28308f4087fff,-122.29410,37.86643,5
8a28308ac0effff,-122.24261,37.84119,5
8a28309aa917fff,-122.32974,37.96624,5
8a2830ba6277fff,-122.58125,37.99710,5
8a28309880e7fff,-122.22427,37.77011,5
8a28308a4567fff,-122.19088,37.80169,5
8a2830985487fff,-122.16910,37.75815,5
8a283098ebb7fff,-121.46593,37.73421,5
8a283094661ffff,-122.49012,37.74522,5
8a283092e65ffff,-121.96677,37.38805,5
8a283092e2affff,-121.94454,37.34099,5
8a283082829ffff,-122.42249,37.78233,5
8a28309359affff,-122.30052,37.53603,5
8a283085dcd7fff,-122.53555,37.96871,5
8a2830828c37fff,-122.44112,37.72466,5
8a28308a9c77fff,-122.28253,37.85172,5
8a283098d237fff,-122.16076,37.69955,5
8a2830828cc7fff,-122.48094,37.76435,5
8a283092e2affff,-121.65998,37.14956,5
8a28308ac0effff,-122.25413,37.84028,5
8a2830920517fff,-122.37545,37.56505,5
8a2830970797fff,-122.48811,37.67809,5
8a2830946817fff,-122.44599,37.70710,5
8a283092baf7fff,-122.42677,37.65833,5
8a283092e2affff,-122.02055,37.36487,5
8a283082870ffff,-122.37275,37.80497,5
8a28308322d7fff,-122.28211,37.77144,5
8a283092871ffff,-122.44403,37.63001,5
8a283098ac27fff,-122.18860,37.76987,5
8a2830828a67fff,-122.43003,37.77028,5
8a28308f0c67fff,-122.27503,37.85007,5
8a283095002ffff,-122.43671,37.71520,5
8a283082e0d7fff,-122.47604,37.70231,5
8a283092166ffff,-122.32744,37.56174,5
8a2830829ab7fff,-122.48259,37.81055,5
8a283082564ffff,-122.39214,37.73640,5
8a28308f40b7fff,-122.30103,37.89130,5
8a283095531ffff,-122.42574,37.63317,5
8a283092b2e7fff,-122.44401,37.65258,5
8a283099d277fff,-122.17906,37.77499,5
8a2830981127fff,-122.19029,37.74020,5
8a28308ad4effff,-122.24893,37.85956,5
8a28308f3b0ffff,-122.31071,37.90485,5
8a2830950207fff,-122.45686,37.70948,5
8a283092a897fff,-122.21953,37.47298,5
8a283095cd97fff,-122.42537,37.78040,5
8a2830958c9ffff,-122.48094,37.76435,5
8a283092e28ffff,-122.44094,37.78631,5
8a283092e2affff,-120.83960,37.53291,5
8a28308c6c27fff,-122.33275,37.97498,5
8a283082e0d7fff,-122.41851,37.79067,5
8a28309896cffff,-122.24907,37.78476,5
8a283097084ffff,-122.47721,37.67379,5
8a2830971417fff,-122.43050,37.66362,5
8a283095885ffff,-122.47391,37.75428,5
8a28308f0217fff,-122.31489,37.91494,5
8a283081e46ffff,-122.30717,37.83945,5
8a283095214ffff,-122.42111,37.72637,5
8a283097479ffff,-122.47721,37.67379,5
8a283081ed37fff,-122.29946,37.80805,5
8a283082bd4ffff,-122.41842,37.78749,5
8a283092951ffff,-122.40066,37.60222,5
8a2830953987fff,-122.48841,37.66692,5
8a28308ad40ffff,-122.26428,37.85394,5
8a28308ac8a7fff,-122.27113,37.83400,5
8a283098d257fff,-122.25854,37.76385,5
8a28309466affff,-122.38948,37.74561,5
8a28308c6c27fff,-122.24356,37.98162,5
8a2830955817fff,-122.45502,37.70459,5
8a283095eac7fff,-122.47013,37.74817,5
8a28308430e7fff,-122.53052,37.88762,5
8a283098829ffff,-122.20799,37.78365,5
8a2830828cc7fff,-122.45254,37.71065,5
8a283095ad8ffff,-122.36725,37.59755,5
8a2830956ccffff,-122.41371,37.70946,5
8a283092e65ffff,-122.22961,37.46489,5
8a283082e0d7fff,-122.49484,37.77614,5
8a28308c6c6ffff,-122.32219,37.94386,5
8a283097041ffff,-122.46652,37.65491,5
8a283095882ffff,-122.49025,37.74708,5
8a283095882ffff,-122.48995,37.73578,5
8a2830812b6ffff,-122.26647,37.81510,5
8a28308597b7fff,-122.54694,38.00388,5
8a28308a8297fff,-122.24730,37.86827,5
8a283092e767fff,-122.24868,37.53157,5
8a2830829b47fff,-122.46254,37.77923,5
8a28308f4a97fff,-122.29894,37.92496,5
8a2830971487fff,-122.43565,37.71226,5
8a283092a897fff,-117.01922,32.57956,5
8a283092e767fff,-122.39526,37.59108,5
8a283082e0d7fff,-122.47802,37.75323,5
8a2830952537fff,-122.40352,37.72317,5
8a2830909507fff,-122.40455,37.68131,5
8a283081648ffff,-122.25069,37.80258,5
8a28308ac8a7fff,-122.28264,37.81271,5
8a28308a1867fff,-122.23878,37.82270,5
8a283098d6c7fff,-122.22803,37.76273,5
8a283092a36ffff,-122.48291,37.69835,5
8a28308a835ffff,-122.13893,37.86114,5
8a2830952527fff,-122.40362,37.72599,5
8a283082951ffff,-122.42770,37.78355,5
8a283081ec27fff,-122.25140,37.81390,5
8a283095589ffff,-122.47526,37.65414,5
8a2830828cdffff,-122.41285,37.77774,5
8a283098bad7fff,-122.22883,37.78695,5
8a283090826ffff,-122.40455,37.68131,5
8a283085d52ffff,-122.47956,37.91196,5
8a283082d2e7fff,-122.45204,37.76987,5
8a283082c66ffff,-122.41894,37.76073,5
8a28308f47a7fff,-122.29582,37.88876,5
8a2830973b37fff,-122.42637,37.72932,5
8a28308f0c67fff,-122.28521,37.87131,5
8a2830928d17fff,-122.44321,37.68184,5
8a28308a835ffff,-122.24442,37.74619,5
8a283081071ffff,-122.28309,37.77714,5
8a283084a137fff,-122.53304,37.89743,5
8a28342dc717fff,-122.49616,37.58918,5
8a2830928b9ffff,-122.45127,37.62379,5
8a283085d14ffff,-122.54663,37.87899,5
8a2830955037fff,-122.41867,37.70541,5
8a283082978ffff,-122.43286,37.79184,5
8a283098d30ffff,-122.24471,37.75718,5
8a2830928007fff,-122.38448,37.59279,5
8a28308f41a7fff,-122.33222,37.97988,5
8a2830971527fff,-122.48465,37.57403,5
8a2830816c77fff,-122.24065,37.79587,5
8a2830814ad7fff,-122.27417,37.77372,5
8a283092eb0ffff,-122.34479,37.57530,5
8a28308a4aeffff,-122.19106,37.75837,5
8a28308a9c17fff,-122.28433,37.90453,5
8a28309464a7fff,-122.46400,37.69641,5
8a2830952437fff,-122.40892,37.71404,5
8a2830971c07fff,-122.50294,37.74091,5
8a283095a78ffff,-122.45071,37.77658,5
8a28308c4047fff,-122.36573,37.92873,5
8a283082c4f7fff,-122.45006,37.73030,5
8a2830810d4ffff,-122.28065,37.77855,5
8a283097381ffff,-122.45562,37.71913,5
8a283082840ffff,-122.41285,37.77774,5
8a28308c095ffff,-122.32359,37.96150,5
8a283092a897fff,-121.90340,37.66599,5
8a283082c5b7fff,-122.48207,37.66068,5
8a283095ad8ffff,-122.41852,37.77923,5
8a28308f3b47fff,-122.34453,37.93753,5
8a2830971487fff,-122.49623,37.77832,5
8a283085dba7fff,-122.52173,37.90944,5
8a283085bb2ffff,-122.55606,37.91631,5
8a283097021ffff,-122.42068,37.66405,5
8a28309466affff,-122.44036,37.71208,5
8a283098139ffff,-122.17475,37.76069,5
8a283097039ffff,-122.48814,37.68637,5
8a2830828567fff,-122.44395,37.72149,5
8a283095b167fff,-122.49999,37.77559,5
8a2830951a2ffff,-122.42772,37.72127,5
8a283082b81ffff,-122.41862,37.78842,5
8a2830814ab7fff,-122.28264,37.81271,5
8a28308c6127fff,-122.34517,37.92756,5
8a283095241ffff,-122.39777,37.72541,5
8a283092a897fff,-122.45562,37.71913,5
8a2830955837fff,-122.46534,37.70664,5
8a283097381ffff,-122.44637,37.71852,5
8a28342d950ffff,-122.48496,37.62048,5
8a2830828a47fff,-122.43382,37.77215,5
8a28309466affff,-122.43565,37.71226,5
8a28308ac6cffff,-122.25021,37.85516,5
8a2830922cd7fff,-122.28253,37.53173,5
8a2830951a2ffff,-122.47363,37.72258,5
8a28309702dffff,-122.43700,37.73251,5
8a283097149ffff,-122.47034,37.72639,5
8a283098139ffff,-122.26338,37.86634,5
8a28309204dffff,-122.34048,37.58539,5
8a283092a897fff,-121.93688,38.41168,5
8a2830972b37fff,-122.43121,37.70139,5
8a28308c46c7fff,-122.36675,37.93947,5
8a28308c095ffff,-122.27803,38.00952,5
8a28309556b7fff,-122.44365,37.70473,5
8a283099d157fff,-122.18489,37.76894,5
8a2830828b17fff,-122.48207,37.66068,5
8a28309899b7fff,-122.24232,37.78979,5
8a283082b187fff,-122.42015,37.79325,5
8a2830855a17fff,-122.48653,37.84792,5
8a2830813ae7fff,-122.27794,37.87406,5
8a2830973947fff,-122.46668,37.64491,5
8a2830955a87fff,-122.46857,37.69025,5
8a28308f00effff,-122.30406,37.91088,5
8a283082ca4ffff,-122.44637,37.71852,5
8a283082a28ffff,-122.28443,37.78696,5
8a28309238c7fff,-122.45745,37.64058,5
8a283098e147fff,-122.19718,37.75527,5
8a283082b667fff,-122.42203,37.80750,5
8a2830953db7fff,-122.40073,37.71600,5
8a283092e65ffff,-122.36633,37.58103,5
8a2830988747fff,-122.22427,37.77011,5
8a2830923d77fff,-122.40749,37.59498,5
8a2830973b9ffff,-122.39266,37.72310,5
8a28308a9797fff,-122.26222,37.89213,5
8a283092e28ffff,-122.46229,37.77556,5
8a283092e757fff,-122.38979,37.79060,5
8a28309466f7fff,-122.40826,37.72176,5
8a283092e65ffff,-122.46954,37.78365,5
8a283092a897fff,-122.03551,37.55361,5
8a2830988357fff,-122.23247,37.77247,5
8a2830810a37fff,-122.27847,37.81085,5
8a2830976567fff,-122.43386,37.65050,5
8a283098e477fff,-122.19123,37.76460,5
8a2830970397fff,-122.48811,37.67809,5
8a283082a24ffff,-122.40892,37.79710,5
8a28308c00effff,-122.36196,37.94502,5
8a28308c3d17fff,-122.34976,37.94708,5
8a283092ea27fff,-122.34713,37.59089,5
8a283095b91ffff,-122.45909,37.71468,5
8a283082c00ffff,-122.38929,37.77321,5
8a283098d237fff,-122.23262,37.79345,5
8a283092e28ffff,-121.79567,38.55341,5
8a283098808ffff,-122.19106,37.75837,5
8a283092e2affff,-121.96518,37.34406,5
8a283095a8c7fff,-122.45941,37.76460,5
8a2830958b47fff,-122.49921,37.75185,5
8a2830813ae7fff,-122.23602,37.78739,5
8a2830971487fff,-122.49484,37.77614,5
8a2830981387fff,-122.24442,37.74619,5
8a283081402ffff,-122.28443,37.78696,5
8a283092e28ffff,-122.32554,37.95276,5
8a28308594effff,-122.49201,37.90102,5
8a283092e65ffff,-122.10728,37.38158,5
8a2830950b47fff,-122.45649,37.72291,5
8a283092166ffff,-122.36345,37.55711,5
8a283092a897fff,-123.31543,39.12745,5
8a283097149ffff,-122.43263,37.78292,5
8a2830816827fff,-122.24907,37.78476,5
8a28308285b7fff,-122.41468,37.75889,5
8a28308c0007fff,-122.34976,37.94708,5
8a2830976daffff,-122.42822,37.62004,5
8a28308a1507fff,-122.19449,37.83687,5
8a28308ad7b7fff,-122.26981,37.86877,5
8a2830828037fff,-122.41583,37.76896,5
8a2830956067fff,-123.04940,38.78239,5
8a283097086ffff,-122.43135,37.65734,5
8a283080dd2ffff,-72.85412,41.58996,5
8a283082a25ffff,-122.40273,37.79561,5
8a2830971437fff,-122.46652,37.65491,5
8a283099d16ffff,-122.17879,37.75749,5
8a2830973947fff,-122.47449,37.64393,5
8a283082871ffff,-122.35782,37.99179,5
8a28308a9c0ffff,-122.29063,37.87162,5
8a28309466cffff,-122.49618,37.71987,5
8a28308f4707fff,-122.31765,37.88476,5
8a28308f005ffff,-122.29894,37.92496,5
8a283092e28ffff,-121.93143,37.77999,5
8a28308594dffff,-122.53304,37.89743,5
8a283092e2affff,-122.04238,37.85028,5
8a283092a897fff,-122.54136,37.93644,5
8a2830ba61affff,-122.52941,37.94735,5
8a283092e28ffff,-121.83827,37.30307,5
8a283082c54ffff,-122.41488,37.74955,5
8a28308f0897fff,-122.29436,37.88510,5
8a2830814377fff,-122.28065,37.77855,5
8a283092a897fff,-122.01051,37.31331,5
8a28309714b7fff,-122.45562,37.71913,5
8a283092e65ffff,-122.31248,37.91909,5
8a283082e46ffff,-122.40066,37.60222,5
8a28308f3707fff,-122.30689,37.91987,5
8a283082ea5ffff,-122.38929,37.77321,5
8a283098d307fff,-122.28065,37.77855,5
8a28308f0c5ffff,-122.29728,37.91395,5
8a283092b297fff,-122.39555,37.65126,5
8a283082c0f7fff,-122.41861,37.75689,5
8a283095ad8ffff,-122.48978,37.76019,5
8a283092e2affff,-121.73381,37.67267,5
8a2830989c27fff,-122.24177,37.73378,5
8a283082c4d7fff,-122.40589,37.75692,5
8a2830816a6ffff,-122.27079,37.80909,5
8a2830989c27fff,-122.25191,37.77332,5
8a283092e767fff,-117.03628,32.70657,5
8a283092e2affff,-122.25833,37.42087,5
8a283092e28ffff,-122.42449,37.74509,5
8a283098ebb7fff,-121.59382,37.89704,5
8a283098d6cffff,-122.28443,37.78696,5
8a2830976cc7fff,-122.42122,37.67164,5
8a28309887a7fff,-122.20560,37.76352,5
8a28308f3b0ffff,-122.24751,38.17983,5
8a283081119ffff,-122.29757,37.81372,5
8a283098802ffff,-122.35782,37.99179,5
8a28308a5d07fff,-122.20343,37.78958,5
8a283085dd0ffff,-122.54663,37.87899,5
8a2830955737fff,-122.44788,37.71422,5
8a283082b487fff,-122.40422,37.80010,5
8a2830950077fff,-122.42099,37.70973,5
8a283092a897fff,-121.54280,38.57735,5
8a283092e38ffff,-122.37841,37.62075,5
8a283081ada7fff,-122.28468,37.83210,5
8a28309882cffff,-122.22883,37.78695,5
8a28308422e7fff,-122.48894,37.86302,5
8a2830935b0ffff,-122.32611,37.57643,5
8a28308f0c67fff,-122.32381,38.00027,5
8a283092041ffff,-122.30671,37.53627,5
8a283081432ffff,-122.07114,37.66535,5
8a28309702cffff,-122.43160,37.63878,5
8a2830988c17fff,-122.21459,37.76289,5
8a283095508ffff,-122.44599,37.70710,5
8a283097531ffff,-122.48841,37.66692,5
8a283082882ffff,-122.41995,37.76451,5
8a28308f6127fff,-122.28181,37.89574,5
8a2830813ae7fff,-122.22745,37.79630,5
8a283082b127fff,-122.41879,37.78936,5
8a2830971527fff,-122.44811,37.65801,5
8a28309884e7fff,-122.12150,37.70412,5
8a2830955a87fff,-122.44599,37.70710,5
8a2830950007fff,-122.43898,37.72108,5
8a28309714a7fff,-122.47491,37.69607,5
8a283092e767fff,-122.27079,37.80909,5
8a2830ba6897fff,-122.56095,37.95077,5
8a2830955b9ffff,-122.46534,37.70664,5
8a283082b0effff,-122.42356,37.80440,5
8a283090db97fff,-122.43135,37.65734,5
8a28309760cffff,-122.45958,37.64809,5
8a283098d237fff,-122.19789,37.77128,5
8a2830923d1ffff,-122.37353,37.58322,5
8a283092b577fff,-122.48059,37.74377,5
8a2830921507fff,-122.35693,37.58319,5
8a283097179ffff,-122.46857,37.69025,5
8a283092314ffff,-122.43050,37.66362,5
8a2830929577fff,-122.02931,37.34848,5
8a283095c027fff,-122.50614,37.76135,5
8a283092a897fff,-122.44261,37.79054,5
8a28308a8b9ffff,-122.26006,37.86723,5
8a28308c20d7fff,-122.29593,38.00944,5
8a283092e28ffff,-121.96132,37.32004,5
8a2830828b0ffff,-122.43668,37.75944,5
8a2830874127fff,-122.46940,37.78178,5
8a283092298ffff,-122.33308,37.57190,5
8a2830810a37fff,-122.28166,37.81842,5
8a283098b8cffff,-122.22427,37.77011,5
8a2830952897fff,-122.37618,37.73104,5
8a283082b467fff,-122.41637,37.80314,5
8a28308c3537fff,-122.38047,37.96409,5
8a2830bb53a7fff,-122.54534,38.01696,5
8a283092a897fff,-121.86864,37.38432,5
8a283082951ffff,-122.42810,37.77718,5
8a28308c540ffff,-122.36675,37.93947,5
8a283092e86ffff,-122.40354,37.58596,5
8a2830876517fff,-122.42356,37.80440,5
8a283095cce7fff,-122.47764,37.74764,5
8a283095152ffff,-122.45017,37.71946,5
8a283092e65ffff,-122.05556,47.50327,5
8a283082a60ffff,-122.51150,38.06034,5
8a283092ea2ffff,-122.40147,37.61042,5
8a283095cd97fff,-122.27745,37.54908,5
8a283092e767fff,-122.27746,37.86954,5
8a283092a897fff,-122.46558,37.78461,5
8a283092a897fff,-121.65286,37.11416,5
8a283081ed37fff,-122.21109,37.79218,5
8a28308a8387fff,-122.25804,37.85992,5
8a283092e2affff,-122.01334,37.55440,5
8a283084234ffff,-122.49201,37.90102,5
8a283095a137fff,-122.48040,37.75687,5
8a28308c682ffff,-122.33857,37.92807,5
8a283092e82ffff,-122.39017,37.57756,5
8a283082b587fff,-122.40273,37.79561,5
8a2830814ac7fff,-122.28264,37.81271,5
8a283095b91ffff,-122.49933,37.76164,5
8a283092e28ffff,-122.40946,37.66067,5
8a283097595ffff,-122.48207,37.66068,5
8a283092e827fff,-122.36949,37.58293,5
8a283092e2affff,-119.95596,38.92760,5
8a2830976987fff,-122.48814,37.68637,5
8a28308286b7fff,-119.72369,39.43209,5
8a28308adaeffff,-122.28253,37.85172,5
8a283092e65ffff,-155.83041,19.98544,5
8a2830813caffff,-122.26485,37.82527,5
8a283092e2affff,-122.10311,37.39847,5
8a2830923b0ffff,-122.45127,37.62379,5
8a28308ac8a7fff,-122.27489,37.82974,5
8a2830989987fff,-122.25200,37.76420,5
8a2830955877fff,-122.46796,37.69815,5
8a28308c0467fff,-122.35161,37.96205,5
8a28308252effff,-122.40202,37.73148,5
8a2830952917fff,-122.47966,37.72626,5
8a283098d677fff,-122.23712,37.73267,5
8a283098a457fff,-122.19926,37.76784,5
8a2830942647fff,-122.50959,37.74258,5
8a283082d2d7fff,-122.45003,37.76518,5
8a2830876c9ffff,-122.43079,37.80140,5
8a28308ac8a7fff,-122.25417,37.81432,5
8a28309746b7fff,-122.45127,37.62379,5
8a283081ada7fff,-122.27585,37.85772,5
8a2830988787fff,-122.19926,37.76784,5
8a283081a647fff,-122.29063,37.87162,5
8a28309aa917fff,-122.25935,37.85462,5
8a283092e28ffff,-121.93467,37.34812,5
8a283097392ffff,-122.48814,37.68637,5
8a283098d6dffff,-122.24471,37.75718,5
8a2830828cc7fff,-122.50059,37.74569,5
8a283085d077fff,-122.54204,37.90757,5
8a28309466affff,-122.34713,37.59089,5
8a28308acacffff,-122.26453,37.84329,5
8a2830810617fff,-122.26507,37.80205,5
8a283095276ffff,-122.42307,37.73638,5
8a283092e65ffff,-156.55124,20.94154,5
8a283095ac67fff,-122.47014,37.77937,5
8a283082e0d7fff,-122.41793,37.73362,5
8a28309aa917fff,-122.10550,37.69277,5
8a283085bb2ffff,-122.34420,37.94882,5
8a283092e65ffff,-121.38849,38.60658,5
8a283092a897fff,-121.96464,37.29242,5
8a2830828907fff,-122.48259,37.81055,5
8a283099daa7fff,-122.17317,37.77269,5
8a283092bb9ffff,-122.37582,37.73868,5
8a283080c937fff,-121.90154,37.80653,5
8a28309764effff,-122.48792,37.65992,5
8a283092e8b7fff,-121.52087,38.57390,5
8a283082bd17fff,-121.95423,37.23923,5
8a28308286effff,-122.41211,37.78201,5
8a283092ba8ffff,-122.34713,37.59089,5
8a2830973b97fff,-122.43301,37.73069,5
8a28309aa917fff,-122.07576,37.56693,5
8a283085d047fff,-122.47956,37.91196,5
8a28308f215ffff,-122.31528,37.92946,5
8a283098d387fff,-122.23898,37.79260,5
8a283082aaf7fff,-122.39632,37.78605,5
8a283082c877fff,-122.42031,37.74573,5
8a28308c6647fff,-122.35304,37.97141,5
8a283085bb57fff,-122.62862,38.27127,5
8a2830972b2ffff,-122.45072,37.77991,5
8a283098836ffff,-122.25926,37.76745,5
8a283097021ffff,-121.38849,38.60658,5
8a28309aa917fff,-122.29289,37.89555,5
8a283082bd97fff,-122.39632,37.78605,5
8a2830975227fff,-122.48701,37.63218,5
8a2830935b07fff,-122.24868,37.53157,5
8a28309883b7fff,-122.22809,37.79048,5
8a283098e0d7fff,-121.84865,37.35040,5
8a2830829937fff,-122.43724,37.75721,5
8a283092e767fff,-122.25401,37.48866,5
8a283085dc1ffff,-122.49201,37.90102,5
8a283092e2affff,-122.46198,37.73833,5
8a283092e65ffff,-121.60217,37.94444,5
8a2830981387fff,-159.53525,21.91786,5
8a2830955a87fff,-122.43187,37.64228,5
8a283092e2affff,-121.70535,38.57766,5
8a283082c12ffff,-122.42031,37.74573,5
8a2830951acffff,-122.47375,37.75849,5
8a2830946817fff,-122.48998,37.74335,5
8a2830bb5237fff,-122.49599,37.96350,5
8a2830829b47fff,-122.46549,37.77530,5
8a283082b8e7fff,-122.41353,37.78859,5
8a283098d65ffff,-122.24968,37.76754,5
8a28308a0b17fff,-122.21811,37.81620,5
8a28309aa917fff,-122.01312,37.54799,5
8a28309753affff,-122.48792,37.65992,5
8a2830ba4597fff,-122.54136,37.93644,5
8a283092e2affff,-122.40550,37.71612,5
8a2830976747fff,-122.40147,37.61042,5
